n_harmonics,base_freq,magnitudes,instruments
9,3.7144931802476107,"[-0.27805443 -0.76061662  1.34520556  0.67558105 -2.17188439 -1.61282245
 -0.37744911 -1.16968148  1.6319947 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9993085000178556,0.24258154217557154
-2.993925153460112,0.36876466366259986
-2.9867683087395642,0.6023331901784567
-2.982218589224365,0.7316580087211887
-2.960844169975716,1.7070713931409034
-2.9582056148810727,1.8321440931231368
-2.9488726312684546,2.196379707099765
-2.946570755680688,2.27223028841823
-2.939329191611966,2.5346710897116713
-2.925521946034988,2.825253641074009
-2.912196118825179,2.869655990231079
-2.909491051723232,2.8419700874113825
-2.908273999916535,2.7963564444812
-2.9017756647040684,2.6778390279806272
-2.899541608486497,2.612410075829144
-2.8860780590907145,2.0230787093831406
-2.8818255912224595,1.7739868034901956
-2.8805625606158416,1.7291951247199784
-2.866529334014589,0.70874846471012
-2.8560455177131123,-0.20327904146496256
-2.8536440632251265,-0.38515984538569
-2.8520114701189225,-0.47401297091194816
-2.848952017703037,-0.7715130187972098
-2.8482743038843124,-0.8317831668827639
-2.841309832495071,-1.4494017510091617
-2.84048120559485,-1.5282023336743067
-2.8385719429517673,-1.710588367732998
-2.836327908829409,-1.906399983014347
-2.836272472294317,-1.8883348374145201
-2.8307741844274563,-2.2876876339383396
-2.8211281893269184,-3.0380847266224924
-2.818185340345323,-3.2309185404932395
-2.8158433193118793,-3.3826463502679025
-2.813644538427609,-3.465739337886623
-2.795992494879828,-4.023363424032854
-2.7926507525024955,-4.0626956193404125
-2.7892022871366544,-4.080200522029979
-2.776513326617458,-3.8903463424641846
-2.75384178048749,-2.828285599603681
-2.7504384789280616,-2.5442169561085985
-2.7501515432690926,-2.4790486131032585
-2.746857252768681,-2.287765139246762
-2.7445850174334563,-2.1208562598332916
-2.7423465579641935,-1.9269677435363033
-2.7364674405633664,-1.5408191480446782
-2.7307589612770884,-1.1227342989055726
-2.7249529730663813,-0.6766237839352379
-2.7173539265887636,-0.1884276570119239
-2.7139196410385065,-0.028589289326701902
-2.710741557790258,0.2041009009960014
-2.691532158352252,1.0151915867192993
-2.678965310131878,1.2323172437078105
-2.677212941770572,1.297434010219684
-2.6745713046801365,1.2143684350132955
-2.673419160771088,1.2293107280891558
