n_harmonics,base_freq,magnitudes,instruments
9,2.706402948019403,"[ 0.32969681  1.86817221  0.54488012  0.15420883  2.04390142  2.74160327
 -0.7261941  -0.42827899 -0.91766331]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9998128331493987,-2.8192862507223544
-2.9821320033905616,-1.7562979761621138
-2.976836973873815,-1.4033529758423897
-2.9747573804602725,-1.2794792576495229
-2.9498950551431733,0.42914893299008816
-2.9429750845241824,0.8718990104389083
-2.9341704392839736,1.391785543832345
-2.932591941121693,1.483363430353787
-2.9232152584414175,1.9328030908433973
-2.922881983382645,1.958855955635759
-2.9222793445025728,1.9876094711568186
-2.918217138730252,2.1469301264582517
-2.9153030995213065,2.259134994184667
-2.9149002658232304,2.264743031868602
-2.9017171876993006,2.620902251134514
-2.894450424551702,2.7247232597007622
-2.8851944865279364,2.7405617150251786
-2.885163812308637,2.7502515498596223
-2.8843022916540786,2.7388119032641294
-2.8841345661318964,2.7492393130043973
-2.8840730348466828,2.7431584169292704
-2.882912093211104,2.7305287138213483
-2.8787578083027094,2.69887334990241
-2.877293892685432,2.691159465803627
-2.87122626140608,2.565790119265984
-2.8708943970445753,2.574733570585328
-2.85944457917054,2.255857516188026
-2.85885443471901,2.244168213938081
-2.8368115916763417,1.319727360695575
-2.8334476623515092,1.1477694787402788
-2.824414830029842,0.7146653872447062
-2.823231502067754,0.6488774240538305
-2.8032561053544445,-0.34462399360480833
-2.794419880359265,-0.6992392274889312
-2.793502334954701,-0.7432082941890118
-2.790624787434383,-0.8534184107559072
-2.7869205808576862,-0.9918229462405146
-2.7802080520583887,-1.1994391769316868
-2.7655367418071632,-1.4955019595693648
-2.7625456966173543,-1.5421978828799034
-2.7599579042225253,-1.5565682691803968
-2.7565983473902502,-1.5631567711424348
-2.7364050839194434,-1.4240880589544984
-2.7318648445357088,-1.3493287113539825
-2.725672176153275,-1.1981566359231322
-2.723099810550253,-1.1345079818897013
-2.7040830203180652,-0.46038167162455773
-2.702984155174473,-0.41846127178051257
-2.6926198206906506,0.019414979106256017
-2.6906812134320726,0.0841073165239871
-2.6784689163175575,0.6088533923828553
-2.6712777429357955,0.8888649822801026
-2.6668283332949403,1.0477926864260083
-2.665589653927141,1.1107061306985035
-2.6615020106229617,1.248928344947447
-2.658512295619321,1.3443101591699858
-2.6512083619004585,1.5523423464229338
-2.644017630572498,1.7039896194156143
-2.6423343597680096,1.750041463739391
-2.626741147959641,1.9259150489893362
-2.621385088945993,1.9324555399392187
