n_harmonics,base_freq,magnitudes,instruments
10,2.2604234907708323,"[-1.60624854 -0.02902556  0.07285232 -0.7492839   1.28962428  0.71955047
 -0.05145475 -0.6821848   0.04794473 -0.73821373]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9904136979229765,-3.0677505316115656
-2.9903404555425097,-3.070813748144489
-2.980987363604508,-3.48181952619618
-2.97915177552113,-3.5541205110973357
-2.978409246301937,-3.579710217822722
-2.978269280754895,-3.58694002281009
-2.9777628091288895,-3.5998816274615093
-2.967342374513597,-3.898350107408124
-2.9568513742679965,-4.067042528552316
-2.956568786089079,-4.070677809643786
-2.9543561660814825,-4.086804580323033
-2.952207253557207,-4.101780168955921
-2.949493596681025,-4.102464298900692
-2.947413440642764,-4.110161261856545
-2.9331887925132074,-3.992120722614674
-2.933041353458721,-3.9915282822668456
-2.9308168073788323,-3.955138743692587
-2.925463797235559,-3.8464480120870195
-2.9231171903549757,-3.7961913717509534
-2.9203308055157375,-3.7302659286325346
-2.912998438767565,-3.5167719061311793
-2.908339970327544,-3.3724747801567587
-2.9024301750218706,-3.1731580322047614
-2.902380384699441,-3.163717232477735
-2.9011388433878036,-3.125036151635204
-2.8639881263422495,-1.6954154138147173
-2.8624598541137374,-1.6422763435677201
-2.8603442427834658,-1.5622273397722601
-2.8592532389315934,-1.5281573747968629
-2.842666850807382,-0.9938154479515855
-2.8353851178058944,-0.7961418368603396
-2.8353726823046457,-0.799467257414018
-2.8235727047813834,-0.5510755030855415
-2.8142290499696525,-0.40639744762298524
-2.807608146713417,-0.3400201375502839
-2.8066157081504217,-0.3333441104482357
-2.806610628144444,-0.3304313285083784
-2.7983225878635807,-0.2833969400656894
-2.7916232721508254,-0.2701635659550614
-2.789105901758595,-0.2673257495379352
-2.7842654924367674,-0.2765035835219487
-2.783098934589345,-0.27974600309488684
-2.776813982418468,-0.30610673525527543
-2.7737460448787727,-0.32434768388901464
-2.7711990525343326,-0.3373341026584993
-2.766484757497696,-0.37536191142689035
-2.7562493435737316,-0.4628602557682861
-2.753583415489187,-0.48996964206177024
-2.7490010658625805,-0.5325001667960038
-2.7401373856351388,-0.621547385167109
-2.7351166632122905,-0.6658858932056314
-2.7287518148219787,-0.7208733720589846
-2.728702841366178,-0.7191612056527048
-2.7277366165304056,-0.7278165614473485
-2.7247190299131976,-0.7492183189078778
-2.717057142533646,-0.7884431966188815
-2.712098557680242,-0.8189793376318841
-2.7094077806441854,-0.8221781562846123
-2.7035210429201277,-0.838119084313199
-2.6952180637963377,-0.8352296919341389
-2.6695485344295466,-0.6889077366156521
-2.669479665602775,-0.6898792406603935
-2.6590998939861925,-0.5840226809950976
-2.6531915070748457,-0.5113985415682307
-2.6530450485516393,-0.5104828618103219
-2.6510170967060214,-0.4825967871401418
-2.6488357221382612,-0.45959283246314775
-2.6293911561107715,-0.2041348917577377
-2.6093284563440537,0.01975671662867882
-2.59996688922644,0.0829020712624296
-2.590971938416687,0.11835499900892896
-2.5883802034530055,0.12255494837983072
-2.5867370437639954,0.12331641369679425
-2.583919902377667,0.1255256761666787
-2.5802531549452037,0.11909527837320655
-2.5583299887616406,-0.04013497055050142
-2.5562519368479544,-0.07039977765853472
-2.5483077586992415,-0.18508637744780163
-2.541654533768339,-0.31221631090653895
-2.5404853794938633,-0.33308533859859035
-2.5364407729310257,-0.411752417279622
-2.5316305735590605,-0.513878892152913
-2.529584121823253,-0.5575931613180278
-2.526906767301088,-0.620902888079999
-2.526278788963367,-0.6357592489431817
-2.5242665812098726,-0.6812551901700279
-2.5163555429747086,-0.8711643646902786
-2.514054243136906,-0.929530154466897
-2.512552814000049,-0.9685406657875226
-2.5096002399515793,-1.0436968523172907
-2.504510748055636,-1.1652268530900174
-2.493179083753791,-1.4371245028307993
-2.491210369129759,-1.4800183917664953
-2.4850693022309756,-1.616505623588192
-2.474667251301808,-1.8146801595530158
-2.4557126834344256,-2.056637191521716
-2.4458038577282055,-2.0980344192180462
-2.4447715557346834,-2.1002910221117723
-2.434960092604911,-2.0760217326432846
-2.414562025925483,-1.8272448217657353
-2.4030640507341348,-1.57518605403618
-2.3811398820063934,-0.9316613192966047
-2.380848610832281,-0.9218423961845481
-2.372653165054521,-0.6400081602564345
-2.3711702982841514,-0.5857154100970162
-2.367605098458591,-0.4641283756101724
-2.366524369767668,-0.4226962606277847
-2.3663384988218032,-0.4176242081268106
-2.3637480944089866,-0.3268517449150735
-2.3506777780371197,0.12140978619744552
-2.34480117396925,0.3054250038095486
-2.344141729514793,0.32979381899987076
-2.343895018044939,0.3367004955826836
-2.3420298748735022,0.3965833476705659
-2.340273783654864,0.44677042186705035
-2.3264069396225016,0.810290759962465
-2.3242714599652334,0.8634768049988976
-2.2777513183169145,1.0495957440980064
-2.276637373935349,1.0364339553746476
-2.255610348323337,0.5293479661086711
-2.2449594326701474,0.15711103400595494
-2.244557565230668,0.14150074515482147
-2.2407392090525615,-0.006853687111698712
-2.2389894815469473,-0.07582619058124988
-2.220409465579935,-0.8795584595196823
-2.209965751201791,-1.3535659042253447
-2.2062410773581593,-1.5224113203324208
-2.204567586331769,-1.5988349094379006
-2.1959982667957445,-1.9635588972773053
-2.1953268502397276,-1.9909903055131524
-2.193556585915129,-2.0687330429204516
-2.1919372430231316,-2.1284856037454536
-2.1725993701579,-2.813854511476959
-2.1721889965182215,-2.8222309225595015
-2.166505672818698,-2.9766263679276315
-2.1654147273392566,-3.003754465477327
-2.1463151851476368,-3.302282156468073
-2.138620754832449,-3.332651737905734
-2.1355605135500615,-3.32492935113793
-2.1219274589365975,-3.198770940061223
-2.0987354316719484,-2.6110372249354206
-2.089851072422406,-2.285675768922194
-2.089171292413389,-2.2595821113284917
-2.088072798817354,-2.217571696627423
-2.0771852203111445,-1.7542465646800296
-2.0751842989282565,-1.6604545075880406
-2.069528292137187,-1.3957446452689306
-2.065560185068911,-1.2108601278644886
-2.052920741863394,-0.6033485494306192
-2.044736167385195,-0.2213183149415539
-2.0350523065634842,0.20458530985696347
-2.032703482191722,0.30130908508355836
-2.03129395612534,0.3624997676745682
-2.0308764224532405,0.3769858672487461
-2.0275222716152785,0.5058088407754552
-2.0142287377219477,0.9686502649119455
-2.0079113498061623,1.1474302301130828
-2.0039658892571657,1.2455716757175068
-2.00291708267023,1.266465023157365
-2.002344861590838,1.2784833856212101
-1.971193389033611,1.5226206073523145
-1.9703370607885755,1.5205742461885192
-1.9677177092365163,1.497222185158631
-1.9665229921031853,1.487222195438026
-1.9620538328672816,1.4346611345760905
-1.9398942289589691,0.9711728404891328
-1.937522656889154,0.8963322140441163
-1.930453959806473,0.6787188544271224
-1.929004481807996,0.6294401643981881
-1.9242702445714688,0.4685023562633006
-1.9125480746771384,0.0343908623352041
-1.908954006611011,-0.0983217573165964
-1.9083135238822497,-0.12150238125649918
-1.9080433617958956,-0.12608116023856808
-1.8969250675423042,-0.5585387567969697
-1.8948012059399737,-0.6401445525726439
-1.8927460434555103,-0.7168582951357158
-1.891293992350048,-0.7775981185079991
-1.8874971999746704,-0.9118011636333652
-1.883942500957557,-1.0425999091985716
-1.8686978143056905,-1.5369342885108863
-1.8678008952397451,-1.557075186510825
-1.8567696874454376,-1.8380795331325217
-1.8557595913597096,-1.8575715814284155
-1.8518233519375569,-1.9367000784855761
-1.8490069957724455,-1.9876727934654863
