n_harmonics,base_freq,magnitudes,instruments
10,1.6593634187794497,"[ 0.20607754  0.86038379 -0.0042203  -0.85319634  0.23736438 -1.30301134
  0.17906595 -1.01178843 -0.49303726 -0.54844612]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9939553924056135,0.7643453920594353
-2.9935471130667186,0.8098956157463358
-2.988607629836941,0.78472822894036
-2.9787093977016603,0.6392096336450276
-2.9624574457897275,0.2880819563660493
-2.9599854034719044,0.1874579087953226
-2.951145517468877,-0.014387299889357448
-2.930598713123741,-0.5322121625477577
-2.9118377795987573,-1.2696043344672165
-2.911310088767639,-1.2650535719433549
-2.9036894690552484,-1.5320537464648405
-2.89609117470053,-1.85644370502262
-2.894907612632797,-1.8975406905978407
-2.8763027088729274,-2.603870980775004
-2.8758376834760213,-2.606051168084986
-2.8701467258373423,-2.7891646426939634
-2.8608669739953143,-3.1001419517516564
-2.8511898054829556,-3.450181502633979
-2.8446311655612417,-3.65503490027384
-2.8377743441069945,-3.8360111744623167
-2.8300078984842845,-4.034780334127468
-2.8225769188967136,-4.245087598656026
-2.82154720145187,-4.2438396966133904
-2.8106218816185757,-4.421891024435443
-2.803361789813523,-4.510886665100926
-2.8012153644044036,-4.514860295194816
-2.7998081537536117,-4.560941966406465
-2.7850438217555946,-4.627092797724414
-2.7820856312692097,-4.627123210253536
-2.778972520283455,-4.6760065915440405
-2.7765116925043474,-4.604669398993821
-2.7737952895092755,-4.59705838862173
-2.773387310949468,-4.626952836270063
-2.7711181230511897,-4.674830367934277
-2.763018109341435,-4.567735451369531
-2.7605454432292067,-4.559787899856531
-2.759024805546774,-4.492898082751343
-2.7588593421069363,-4.536043472981468
-2.7556283931634047,-4.487883700055312
-2.7537550980845635,-4.414365898077498
-2.7485921487848244,-4.359680519079436
-2.7481275101394145,-4.365610448015739
-2.7389438950650504,-4.185797838165135
-2.7381173093939184,-4.140041505008457
-2.7371254737183284,-4.1340413098211455
-2.7339771334730205,-4.049298356836045
-2.7328643814726776,-4.028527087583178
-2.7323830376567306,-4.008687043265403
-2.72798295579925,-3.936906853636326
-2.7241557650164197,-3.8262674599187267
-2.7137577499815597,-3.5074187642931576
-2.7130884687934333,-3.511222598934889
-2.704075943763111,-3.1469450335662117
-2.7019323468064402,-3.1089710707893783
-2.6990168505299446,-3.0191178815478605
-2.6964748918044696,-2.9516207264403356
-2.691824329762726,-2.7375060229492285
-2.676743297781667,-2.1807093562697637
-2.6722970680316913,-2.035444604786202
-2.6487889322157536,-1.1100618767866122
-2.6439589038946636,-0.9254271910404424
-2.6351062835284584,-0.5578821590359899
-2.6308221732304995,-0.4146300678105123
-2.627983974798714,-0.3067210270699583
-2.6204212516376852,-0.05236680902003469
-2.6201063062404666,-0.0023186262458959814
-2.6108574600528933,0.2649408519550288
-2.6064693212592633,0.3963023066053589
-2.601738649834628,0.5562764823852916
-2.6016126649322895,0.5551017856818435
-2.5991044664193597,0.638074807672892
-2.5951446127808935,0.75360515076623
-2.593249242329912,0.743821630618929
-2.5714485186831055,1.2922866877275685
-2.5677166816231463,1.344476306372748
-2.566687434450333,1.341447089532535
-2.5631786667657277,1.4975895515119146
-2.551628543767242,1.6344872876353997
-2.550632332038938,1.6386043309057383
-2.550275189259077,1.600063935782171
-2.5474596380700043,1.629614917573449
-2.5470205371545385,1.6570958479167928
-2.5330543072574176,1.7730457818240812
-2.530945671422291,1.8524314000758368
-2.528410911021694,1.8651039608060664
-2.5273921002075532,1.839532693456929
-2.5182091551554975,1.909608448088326
-2.5148343386954775,1.8787557307269849
-2.5077030441410884,1.9386519006222138
-2.4926669267292754,1.8902549282265624
-2.4791022908149847,1.849670972188543
-2.4769769845759653,1.8554640202204926
-2.472839839816232,1.8939438132210207
-2.467424424294155,1.8504489310577166
-2.454482592083724,1.7924939882372837
-2.452521154343454,1.7680891341081166
-2.433281899863503,1.717153928734965
-2.428640859880181,1.6697725219693071
-2.4273946429324154,1.6673767897189447
-2.424657799726739,1.68304316151927
-2.4222888057397003,1.66602306257472
-2.4212032690979184,1.6866384636687766
-2.417048124711229,1.649098232084192
-2.4126453142466184,1.6470714795643584
-2.4091884575938574,1.646889884551719
-2.4085035333568756,1.6595858180040073
-2.4084454412711667,1.6400678846599646
-2.407415096864171,1.6416395922851896
-2.3993675023539733,1.6487591691035128
-2.3965598584722927,1.6181942226264023
-2.3880017267195575,1.6388468025273868
-2.3856277464468345,1.635471063477767
-2.37855226379119,1.6692980265544552
-2.3699520087751993,1.646524139482257
-2.369070613481124,1.6616669079568411
-2.365278821583356,1.6667857285586283
-2.3304921799835903,1.7452094855091345
-2.3193911102357454,1.7881031619212056
-2.3080000959112086,1.8250994385598307
-2.305677914846325,1.8158316431785952
-2.3006089143517183,1.8399612115702746
-2.2979681378305146,1.8629036580490133
-2.2950126232553023,1.8131689137700036
-2.287742864831365,1.8315813175247502
-2.2769988408837465,1.7773776785923883
-2.2747153754629807,1.7302636354696284
-2.2686969362085305,1.7274877914315658
-2.26577019448868,1.7121837447457091
-2.2608014469777027,1.7198074044728668
-2.2598540936800102,1.6350654723557065
-2.2528574772749357,1.5958214070204952
-2.25184815795727,1.6278702315068447
-2.237184462154607,1.4039856582463863
-2.2325803728303555,1.328704860102731
-2.2325260448993984,1.3232938728008108
-2.2311535252575245,1.2804505412152722
-2.2287011099821386,1.2859149729201973
-2.223355377256313,1.2087792692774184
-2.21961794250754,1.0883656105827704
-2.2153327673017165,1.0053221166821076
-2.2088469135586157,0.8535170484885631
-2.2062745202755236,0.7820578636393596
-2.196643963110419,0.5433019469766747
-2.1813920846803674,0.17839521314638873
-2.1794886438072467,0.07192333391940235
-2.1793062035274957,0.08490261730958551
-2.173797950052391,-0.11606593195429668
-2.167003482159534,-0.32416682657563994
-2.165990486503873,-0.36544134121260113
-2.1634494568902802,-0.3977112133521996
-2.1623869372034425,-0.47717930840682654
-2.161324092976572,-0.4912932047842828
-2.151603502290379,-0.8144604256315946
-2.146294843605631,-0.9624301685629189
-2.123178361414303,-1.6851080547025723
-2.114392585273666,-1.9848664072356894
-2.108860621600996,-2.154391459858874
-2.1082096057819815,-2.199680448830427
-2.093874156019017,-2.5793298680486467
-2.091323706156857,-2.6459855783894954
-2.090753877723638,-2.6832445423278064
-2.090252232609304,-2.6625769705272426
-2.0734793570057515,-3.035844952525728
