n_harmonics,base_freq,magnitudes,instruments
10,3.6536502886727966,"[ 1.41905231  0.80337715  1.13475004  0.09753869  0.0505223  -2.34530093
  0.258936    1.72170479  0.88285801  0.75358837]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.999656865806589,-2.8821993981327734
-2.9963661992630497,-2.8080560590177037
-2.9809954908441556,-2.521368643336199
-2.9774012642751204,-2.4237258050892954
-2.971814923778129,-2.2298663121034017
-2.9694280718072097,-2.101366197261124
-2.965331034428563,-1.9004301680956048
-2.962499834619196,-1.7738796651959603
-2.960462204073008,-1.7131017142022842
-2.9544557000585385,-1.3751379011171811
-2.9465493943833168,-1.0820705733031504
-2.9436159595008284,-0.8898967861496698
-2.9427180396650305,-0.8797647675042815
-2.938931532893228,-0.6998081496874904
-2.9319995439416466,-0.4177589605473304
-2.9296776452705764,-0.34169610037726195
-2.9096977378117153,0.054226732701234924
-2.904839597154503,0.13074045303191933
-2.89981617786676,0.03845274578256603
-2.891042263593871,-0.20094395398495632
-2.8838080080826742,-0.5041372626077397
-2.8756529184812973,-0.9622671433421183
-2.861987634870361,-1.8604375784129161
-2.8617164219046742,-1.9303366703148546
-2.8459383244614287,-3.096402251879653
-2.839544590262884,-3.5326708128201716
-2.8383670164608574,-3.6106937924787097
-2.8332823675993586,-3.8362644575113323
-2.83229649084643,-3.9541936992262
-2.8248598799170948,-4.199659127834119
-2.82356378609955,-4.26184269066086
-2.8197297403764736,-4.377176812246544
-2.818900605485787,-4.360366115459616
-2.8147748615573844,-4.44326873954053
-2.8140422973236943,-4.450843234053309
-2.802379065521248,-4.170200524378709
-2.7957331477818874,-3.9352157855885785
-2.7881047970077204,-3.334305344040501
-2.7665861859537237,-1.1055000796760721
-2.763640379772365,-0.7437499207285153
-2.7633971534886843,-0.6444991076179527
-2.7618279424600147,-0.43728964470570925
-2.739027406318286,2.3501841083464448
-2.731028553350339,3.1883740750683978
-2.728593632988807,3.4103313486277687
-2.724474147585191,3.7353109492882486
-2.7186496796217945,4.091389807523497
-2.717728629029808,4.2173391112012455
-2.7089847607950968,4.45724778832053
-2.708815059826777,4.511910317744128
-2.6982768456642034,4.503362368450251
-2.6975024408404673,4.49187695739038
-2.6817757774813353,3.733040626584046
-2.6741790186493155,3.1227305725651546
-2.6711371108050272,2.8426135400872083
-2.670442542468511,2.8183816589057415
-2.669578218572652,2.685772998586418
-2.66940422963073,2.686652299569472
-2.665001916873245,2.2987282434326035
-2.6629600030201717,2.1424244086543704
-2.6474719460477316,0.5708514397335078
-2.646958252610856,0.44627863914184945
-2.64521431152179,0.3303167872864151
