n_harmonics,base_freq,magnitudes,instruments
8,1.4569250381009793,"[-0.18576974  0.84409551 -0.73333685 -0.65588944  0.10668536  2.27699862
 -0.92283716 -0.07568537]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9882642262422614,-2.4325861913947993
-2.9811022499730218,-2.6104200019238757
-2.978659091854622,-2.677644699985206
-2.9690920687572535,-2.9036262876496197
-2.9675412053541397,-2.944782294291009
-2.956704322478959,-3.1885544947794147
-2.9566259330411935,-3.1860304617243247
-2.9517015572223837,-3.289378357897892
-2.943675435313502,-3.4537598798105007
-2.9232645011757596,-3.7987145099069686
-2.9204993820338845,-3.8377007522584514
-2.916454721650288,-3.8926178367379305
-2.9154650611109028,-3.9044213248374615
-2.9154286693138256,-3.9007862781811844
-2.912584493597376,-3.9397824449170327
-2.907365472422376,-4.0005481274847625
-2.8997333923227977,-4.071423137387416
-2.893132030532626,-4.125965003944918
-2.885428925667866,-4.175092816966142
-2.8738659299238565,-4.2280316686561665
-2.8638791803249717,-4.24128316118899
-2.860955152606352,-4.237175793960913
-2.856275386243557,-4.23137149364567
-2.841991736742589,-4.179749700862298
-2.8369471277407676,-4.145364817352986
-2.8351597307559393,-4.135054952570623
-2.8350401429239236,-4.1350280765053755
-2.834442290226295,-4.128017126787415
-2.829062233437037,-4.083903106177458
-2.8265261749785253,-4.066832279979372
-2.821615117787965,-4.012803758903191
-2.821309906001326,-4.01323352915769
-2.7949711326684894,-3.675102975336133
-2.7877708951014757,-3.5500211185802097
-2.7776573822795485,-3.3644271956544145
-2.762489520226268,-3.062727276650752
-2.7593483537740866,-2.996261699175268
-2.7445333883563805,-2.6730864342132645
-2.7432384717465474,-2.64302566973877
-2.7421315203372485,-2.618259267427171
-2.7340831595171595,-2.42510719132827
-2.7324779998807545,-2.3839796916950866
-2.72989863927521,-2.327256158323433
-2.7293425680222576,-2.3166691776667068
-2.7255535115805523,-2.2221632437206673
