n_harmonics,base_freq,magnitudes,instruments
8,3.679302408976011,"[ 1.35090417 -0.37762389 -1.03817546  1.30835292  0.8365652   0.52463127
  0.72159597  0.41984255]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.993133521503039,2.266933570843132
-2.9781287699267307,1.5847401480170706
-2.9717479895303676,1.1314179715934112
-2.9536835820791687,-0.04532712134286977
-2.952684517224612,-0.057655258341553925
-2.9503655102053727,-0.23446268819875887
-2.9491111856440746,-0.3274358895470686
-2.945105144061304,-0.6291251247160745
-2.9439132377991277,-0.659338796488116
-2.9348600870270856,-1.3324199295724608
-2.9256910433232903,-1.9550218212128798
-2.90820026209479,-2.901607459771032
-2.9080740932934157,-2.925928632775235
-2.9054776087834853,-3.0096761279914914
-2.90539367720286,-3.0392972197737085
-2.904659717315527,-3.0775137635974743
-2.8773856324458507,-3.7455951884908862
-2.8733011521554603,-3.8045351282379856
-2.872458467799029,-3.7603804089392967
-2.8716228260445287,-3.8006155719005315
-2.8538614706566037,-3.588190854863638
-2.8417220059102783,-3.2266086631012816
-2.830946696512383,-2.9202821164445454
-2.8287069210757974,-2.8101348479579213
-2.8226067489689903,-2.5650112024457306
-2.8179497806365053,-2.4374331506237588
-2.815758246831868,-2.300532968421728
-2.811209269175027,-2.161290010323208
-2.8108675766296862,-2.1463819531436155
-2.8098489952845065,-2.099001275415581
-2.8076147135706564,-2.0070110722484893
-2.807556694278888,-2.0398241530781274
-2.801000706565005,-1.794565067498999
-2.797999932785566,-1.6835779964932742
-2.7972195425695703,-1.5843942592068692
-2.7917654745625695,-1.4786558063474367
-2.7828839927242255,-1.2034082453618464
-2.7823940326418493,-1.2182966978972556
-2.7821058234435774,-1.2057407069378252
-2.766230914506301,-0.9053241900912804
-2.763692729883087,-0.8935034574849255
-2.7631779687755147,-0.9039891160057925
-2.7628700839858213,-0.8654672272328772
-2.726745228074731,-0.9866770413075583
-2.7227443999565226,-1.0332483852852248
-2.719999385791402,-1.0877099345598238
-2.706976623111669,-1.2745458927732929
-2.699213914867123,-1.3679200750004814
-2.6875089742377987,-1.398280317635222
-2.683466480658039,-1.4566177042477306
-2.680849351803371,-1.5124121786343512
-2.6672792400813714,-1.6077084880358212
-2.6597928608242456,-1.5497270376280667
-2.656275859530724,-1.5822657683245716
-2.655270335079905,-1.5678856144914608
-2.6432294198635926,-1.4791285664849239
-2.635648395401962,-1.4541796539712035
-2.6282703584574145,-1.379886497687557
-2.6236770279428203,-1.3818977741093084
-2.6217620961025947,-1.3642748973658145
-2.616096025465138,-1.3164792203847713
-2.6122850489857345,-1.3073274086394775
-2.6102761002057893,-1.2803233487916332
-2.600658006697272,-1.3065066469684214
-2.59732288364308,-1.3115576594518952
-2.5927721705988653,-1.2721450460547121
-2.590584275209498,-1.3172183681103793
-2.581389113171074,-1.3757413900434343
-2.5794482689901823,-1.3638239971665072
-2.577567699923871,-1.4496134443454705
-2.575893941057461,-1.5023681470105335
-2.5738999118067802,-1.5027785016894697
-2.5719948668380432,-1.5390180981273314
-2.568404515956427,-1.5836219834929883
-2.567414764242417,-1.6198255229776124
-2.560753368638355,-1.7758926907984627
-2.556553187546991,-1.8651960364204363
-2.5561819625468543,-1.9111826210870362
-2.5542105758242095,-1.8501328440675833
-2.5533995291835403,-1.9675765130710066
-2.5493541294077278,-2.0432041743947633
-2.542119810507052,-2.231952813752579
-2.538603373096703,-2.319294583605438
-2.5356717641615534,-2.3958256491391396
-2.531168649675471,-2.5243624571648433
-2.5298678908358583,-2.56087404271209
-2.5074451618847187,-2.9786716269333424
-2.505901506740596,-3.014149777448069
-2.4990347461256937,-2.9563572195574346
-2.4973584797965485,-2.997582447911704
-2.4925114099075154,-2.9159563510444877
-2.4893385507387045,-2.8731250781738784
-2.4814899296549076,-2.712731897339768
-2.480726929164575,-2.746650379247696
-2.4652237357386246,-2.140201758362974
-2.4646994690058026,-2.089909252373828
-2.4592795882620173,-1.7622957658167866
-2.4532099313867537,-1.385692049196303
-2.452305600366273,-1.3266900854807568
-2.4521660431117267,-1.2951310907832048
-2.4392926076675296,-0.35804608315291414
-2.437980759725165,-0.2056246078104845
-2.435404279834781,0.0137737776203402
-2.434207544007876,0.07805519237578538
-2.432036533703159,0.2546476551855573
-2.4259960033745704,0.8317829065165738
-2.4237786989135968,1.0296090315696202
-2.4206010108929146,1.3211028938097868
-2.414599956959047,1.8876448472197467
-2.4050186873657644,2.7462501510259685
-2.4042160162978066,2.8113567301305236
-2.4007543405492537,3.055161318063171
-2.396586485436292,3.4804413632451157
-2.390534016729745,3.9318650945781717
-2.3817448725978823,4.547260034598801
-2.380628051287681,4.580870027108481
-2.3613280336335163,5.342236933955649
-2.338379569784429,5.240262656557995
-2.3331116976452337,5.072675063037546
-2.333005479143485,5.082733897678607
-2.3277123691743844,4.8431133292808495
-2.3115963606222243,3.85346318482087
-2.3092935306132465,3.679570472381808
-2.3074702362485215,3.542043455993493
-2.3068707981039687,3.5042798696639736
-2.2974960648770377,2.697509195321085
-2.283553700720092,1.6185713904924
-2.2780429508000273,1.1625960466531022
