n_harmonics,base_freq,magnitudes,instruments
8,1.7017055176860598,"[-0.89028162  0.59980493 -0.74858422 -2.15743767  1.05011803  0.87872726
  0.48293108  0.07281115]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9920313605370863,-0.9118293740404101
-2.9865046385386185,-1.0701364381163154
-2.9831245920981098,-1.2065930297479692
-2.98023794223532,-1.2156780683644084
-2.970328149331014,-1.481723184310854
-2.967894478340674,-1.4853266511627086
-2.962353765702082,-1.6201366186418107
-2.9596534710895965,-1.7509419042301448
-2.955912107556583,-1.8022305737534177
-2.9555316003504206,-1.8100785979580658
-2.9540155132752997,-1.8486318847355725
-2.9531002461007057,-1.8884197973979218
-2.948601905665549,-1.989775950930786
-2.9456673009573766,-2.0582615169623293
-2.9438761968838065,-2.0173517489561266
-2.941098122102294,-2.1797309980803745
-2.933582356770679,-2.3013853736670202
-2.9310782712469123,-2.3115403149658675
-2.9277713935317284,-2.366280670925054
-2.9082176031617077,-2.698408653880165
-2.8928860681696102,-2.9489920179548905
-2.868582493719825,-3.0566716284021394
-2.862457671734589,-3.0939354192073316
-2.861758260783529,-3.1030355727724417
-2.8581967856752,-3.1754163210516912
-2.8510491552424986,-3.1364468778349965
-2.8494885597836213,-3.1385969731128474
-2.848340333410788,-3.112937424291961
-2.836803459511648,-3.127995967990255
-2.8324678859553787,-3.100250969386829
-2.8274983292692246,-3.0808147116468994
-2.8263514285254434,-3.0412478265378446
-2.8237432608426394,-3.0262926672346038
-2.8184744981646066,-2.9491542731325393
-2.810929100636348,-2.9522970236448365
-2.802558670422857,-2.844323353119564
-2.8018616774375698,-2.844511518180264
-2.79864483420881,-2.7962322894166025
-2.7960006932311177,-2.760852488844429
-2.7889202140432685,-2.6697457190798364
-2.787120974746454,-2.7258795325767964
-2.7806583347265184,-2.5593280884056404
-2.7764214299381775,-2.508390212578176
-2.773818977050151,-2.4808391294733125
-2.764983462441871,-2.3274780917266793
-2.7593845145571807,-2.217348368619034
-2.7568083679578295,-2.198806571938465
-2.7426275359575643,-1.9382107471632204
-2.7418510702365775,-1.9120901937397492
-2.7312540228172217,-1.8006328168110075
-2.7120398079871038,-1.4252840867942793
-2.707749612781414,-1.3957705981294075
-2.7012054521542903,-1.281417219377703
-2.6948268133002946,-1.1303308029917682
-2.6891698119479828,-1.0920480678602857
-2.6868008030006614,-1.015563362441605
-2.679868641343357,-0.8981591099545435
-2.655775202871541,-0.6013728560467164
-2.650471476609194,-0.6309337599179063
-2.648494777438098,-0.6303009633704723
-2.645621605643793,-0.5526311435989594
-2.6396891691705484,-0.5238327058535672
-2.6376604365641,-0.4787677651881915
-2.6342711343423604,-0.5049519009703264
-2.6258730591532404,-0.46665979363552773
-2.623570655914889,-0.4480428893402619
-2.576547209991875,-0.4747582163590713
-2.576111483186085,-0.42549848514556043
-2.57245771612694,-0.4645842861422977
-2.5668139334955717,-0.5155498094189966
-2.565869420881235,-0.4976439815583146
-2.56417851177426,-0.4699146271657991
-2.535604216793332,-0.7692050997726629
-2.5261491929678606,-0.8295493330385593
-2.525570571588762,-0.8247075028173472
-2.5252114690436995,-0.8606022906070485
-2.516672161662564,-0.9852595557526554
-2.5152906496381053,-0.9713437465429834
-2.5081367808991297,-1.0762525965252525
-2.5018661711960917,-1.07435600834393
-2.50062214022961,-1.1295272041625242
-2.4984604741218526,-1.1722984415604745
-2.492641378422335,-1.247803715120567
-2.4893879019006944,-1.2599890320579903
-2.480949469096697,-1.3419739553533232
-2.477902721381996,-1.3612087563326674
-2.474251837056407,-1.3702739004269464
-2.4657207823505685,-1.503320656184229
-2.4601529185382605,-1.521567061234066
-2.450284426803478,-1.5905079683925893
-2.447690116574385,-1.6144778345479125
-2.446744887912934,-1.6507869172483602
-2.4465570896818845,-1.639149510922255
-2.445458982952628,-1.5938983723305702
-2.4448200336556276,-1.629359058916715
-2.4434758012906537,-1.6179421918886454
-2.443397674532837,-1.6783538731582197
-2.4341087623347653,-1.6837933396893983
-2.428986198209789,-1.7214155106642381
-2.4116391878590813,-1.7093661379042757
-2.405674498485783,-1.7832871828613033
-2.4029416425662844,-1.7321908561427388
-2.4020162727234866,-1.786229019769493
-2.396987233149399,-1.7414213908274712
-2.3907792377281587,-1.7774421496159434
-2.38797438378253,-1.7496558371546174
-2.3842393687945007,-1.745779592852204
-2.381427940704846,-1.7128452899075792
-2.3778042900763285,-1.72089097489678
-2.375098964524029,-1.6600722295313601
-2.3748213037363914,-1.6847466739659334
-2.3672727768977393,-1.660806979608446
-2.3664120404784637,-1.652956463974544
-2.364065970319308,-1.6378131710755592
-2.346589765245204,-1.475306051491343
-2.3452182685904415,-1.440411882813479
-2.335286834095668,-1.3940268566583551
