n_harmonics,base_freq,magnitudes,instruments
10,4.0143083817358765,"[-0.01934919 -0.75001498 -0.78464467 -0.43037517  1.01628572 -0.47491626
  0.39263458  0.40787543  1.71961851 -0.02019736]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9991476722193022,1.3071783595383024
-2.9929831513177305,1.1861013758204786
-2.984251397034395,0.956907046814471
-2.9821760610112458,0.8822628328730672
-2.9773181120338945,0.6988240943826614
-2.9766395808509287,0.6826908791047214
-2.9726537431844577,0.5227421617424522
-2.9684577953744897,0.34423886552984645
-2.9640065390240276,0.1408170474303753
-2.957176153995886,-0.13385947030807493
-2.941228795668876,-0.8281880211047046
-2.939987190879946,-0.8844404230127269
-2.924347402221171,-1.3145675575797526
-2.9173867726595226,-1.4450507208799834
-2.91181359355973,-1.4634283012013733
-2.902479327643899,-1.3881743862440836
-2.9022726678277264,-1.4362996964581913
-2.891673187258949,-1.237474005553753
-2.886792432645399,-1.1262175186095023
-2.8860526025620348,-1.0894491003580955
-2.878262741242022,-0.8497592113676679
-2.876939671603844,-0.7798365800073673
-2.863959979287073,-0.2741619587543839
-2.856070303592503,0.09937660098517102
-2.8518737498968045,0.2934465713402658
-2.832660015095321,1.1581226289388773
-2.8175447831562677,1.7594626151951007
-2.81715487140645,1.7708968326075596
-2.80971615687392,2.0445487872798433
-2.806743719620221,2.134507397347395
-2.7975872416073213,2.4161177679110857
-2.7931369312887266,2.5411197365641778
-2.790599870268033,2.5819736860445532
-2.7861803130681215,2.673757144070353
-2.775577833625442,2.838750596767795
-2.7568602545902277,2.831535690775523
-2.7446244619951727,2.506030641880307
-2.7336158600849747,2.0340551404224625
-2.733584701359746,2.035359776944428
-2.7267012131593664,1.6288106230775456
-2.708567789161788,0.20244240049324902
-2.707307235973241,0.09401220838680809
-2.7055827873325478,-0.058009460978752966
-2.6802994646089013,-2.4370095006742574
-2.6782599496640804,-2.6376402979814593
-2.678210345889111,-2.6076773405192117
-2.6728444497211674,-3.0326980704546065
-2.669245994264989,-3.2708467954799825
-2.668088618562254,-3.350465464977776
-2.6669061109650043,-3.4164638535909573
-2.658384290402632,-3.840790863435387
-2.656449553784876,-3.901054405493027
-2.6265952742648406,-3.0858908579476
-2.626435202482762,-3.061766519281299
-2.6233843358434377,-2.8007777474510602
-2.6209578677170224,-2.5636744442270905
-2.609952495750867,-1.3009799750687836
-2.599508860452543,0.08659785255917243
-2.599213945614731,0.14680611717507677
-2.5988694976762647,0.18053277458538688
-2.578207069227541,2.9799186224420566
-2.573731246465793,3.4845809932822513
-2.5705876659750433,3.786694928809044
-2.5700772754777135,3.8529917261758353
-2.560567368478381,4.54332643529133
-2.5261200697325377,3.7837266374111733
-2.5242042169301375,3.611701372724254
-2.5216266989610343,3.322981254873746
-2.5183193974891642,2.9114423558422344
-2.5133455369179774,2.3012613078223643
-2.5120440299202063,2.1508020650823174
-2.508372672725724,1.6489444195263017
-2.492195267479432,-0.5790001130547642
-2.481100691072116,-1.9170071527528108
