n_harmonics,base_freq,magnitudes,instruments
10,1.426442260381021,"[-0.8406575  -0.47435467 -1.07219126  1.62015497  0.48221081 -0.4375199
 -0.78349466 -0.05852273 -1.23828371  0.02687071]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.979980784365501,1.4953747688195707
-2.978490796847348,1.4846761855890254
-2.972175967239795,1.2613908483640721
-2.97216302249344,1.321653634507987
-2.9617189851170735,1.0428756913228554
-2.9556132619971436,0.8705701036421469
-2.948315437353539,0.6951191276160034
-2.934883527010149,0.3329656182238643
-2.9138712041356074,-0.1958363315071777
-2.9072909372992743,-0.369580197275291
-2.9044274377922075,-0.4485915045986052
-2.903768689441126,-0.44031021806480297
-2.899351598568889,-0.5195757516947149
-2.8882144587606104,-0.7509182100621944
-2.8793349707804414,-0.9240379843319567
-2.8700752865172596,-1.0317062882513115
-2.866582901215054,-1.1085591825509944
-2.8578887549952796,-1.1672051430693329
-2.857747695023633,-1.202881034546073
-2.857715429476757,-1.1639918780835705
-2.8507060633884245,-1.1994292181677793
-2.8422249675086864,-1.2817810713021083
-2.8419633069255332,-1.2863516698706676
-2.841844545415131,-1.3055810471775118
-2.8364001842730513,-1.2891522696004611
-2.8311950620113393,-1.326401969137446
-2.8259994503964094,-1.3198845135685493
-2.810390933038552,-1.2639850437933378
-2.8044748633938683,-1.2146323492456614
-2.8010543064451543,-1.1824547400359662
-2.773051726827265,-0.8610738887174776
-2.7678221242088723,-0.8122476875137334
-2.7677901800847584,-0.7814667893039026
-2.7676205755872267,-0.7788999616451328
-2.7557762771669103,-0.6057316789507042
-2.750885722207154,-0.4877942602610268
-2.7507857231370383,-0.5449724838439107
-2.7491749142762085,-0.44420235848244277
-2.743165029903408,-0.4294501889493478
-2.7397485414920375,-0.305537153040702
-2.732949123757928,-0.22335353540120706
-2.731476477788169,-0.1743926759327608
-2.728322630589473,-0.0950711563421478
-2.7238245302214716,-0.037968844896596465
-2.7151703746058793,0.09713306424345962
-2.7092378181237513,0.19387107431931108
-2.6970360079976983,0.41838504062083287
-2.6948930751299502,0.4366313478275294
-2.694599047167258,0.4632826008793858
-2.6706457112767703,0.7348416449347918
-2.662882571294503,0.7631696386079518
-2.6616543469523077,0.7734180443413357
-2.649872471146826,0.8880397220366901
-2.6451438016334787,0.857081718566215
-2.6359743698943476,0.9091178687220557
-2.622451890861641,0.8952222009283933
-2.6177774641644005,0.8766590170098996
-2.6097376688318477,0.7636095559563849
-2.598451823177888,0.7023416486443855
