n_harmonics,base_freq,magnitudes,instruments
8,1.5244602139969086,"[-1.31570102 -2.08269071  1.03249246  0.62652104  0.8468426   1.06979654
  1.44826597  0.80393642]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9973539881273776,-0.28845454387107794
-2.9931236050282353,-0.3107007859516539
-2.9824502862570395,-0.2799432337452034
-2.980071659444996,-0.2743322549144053
-2.979939028751034,-0.31629206273967736
-2.9730545114307696,-0.23188459065657285
-2.9613311166301726,-0.22504762894550426
-2.9581886589002035,-0.25259439056130506
-2.9523165992280616,-0.22735839724152568
-2.949163016620504,-0.2508063208104876
-2.9437830178727866,-0.2270978648273836
-2.941508202587836,-0.22627546308344873
-2.9369268455698134,-0.2662133929015184
-2.928408106952004,-0.21905716886586946
-2.922348278252069,-0.2290053314580198
-2.9199590751626845,-0.2195370611688368
-2.91365592113055,-0.2790055915423305
-2.90409826005392,-0.2867822868483948
-2.899631796990429,-0.2906044545930743
-2.8922447029879104,-0.3128530367407411
-2.8885912292275924,-0.3342914700942125
-2.8866621489791564,-0.33875771013742445
-2.881497122662532,-0.32761767746868975
-2.878397108340808,-0.3624021355186077
-2.8769457907578113,-0.3843426065785453
-2.8728090130066866,-0.43506936364246396
-2.8710240716890216,-0.4316089965699519
-2.8678439325820495,-0.420129063263537
-2.8610386796221072,-0.47997028694422494
-2.858027620443738,-0.45463742304014
-2.849140610285237,-0.5525308926230299
-2.8463741048088522,-0.5828180686692372
-2.8366802161180535,-0.6267819453292396
-2.8349420618623773,-0.6527096793698155
-2.8252315432755237,-0.7200806599131487
-2.8223864014031292,-0.7421094993328637
-2.820300890289306,-0.7399949562749845
-2.8150905722733937,-0.767265137336306
-2.8108359758634487,-0.8385813277732992
-2.809007567787707,-0.8233164470167035
-2.807295243522955,-0.8566735106121913
-2.799672025720847,-0.9232286689175694
-2.7982111747235505,-0.9379459624912238
-2.7824938657177465,-1.008390718309698
-2.7823800585993608,-1.068030771185624
-2.776608472176585,-1.12745107178181
-2.7759800521324123,-1.080997468470476
-2.773487796986588,-1.1292736613277425
-2.773007768751924,-1.1242929884415014
-2.767806713988463,-1.202745507975641
-2.7515264068532375,-1.348270083060516
-2.75052357579526,-1.3972449395108546
-2.744590033698543,-1.450383473355007
-2.743702371946063,-1.414389988156963
-2.743011613541311,-1.413149521173498
-2.7421956688605578,-1.4246844950179807
-2.739978699811539,-1.4228438269919141
-2.7394723298124948,-1.442961747106031
-2.7347159879378515,-1.5168546971827797
-2.730229478471556,-1.5274159339822175
-2.726741905952302,-1.5843022676536036
-2.725983813081725,-1.5912906035553749
-2.721526514229465,-1.6590386288287156
-2.7166539768633022,-1.6815502065172732
-2.7111448360881973,-1.7757693567440327
-2.705435343579925,-1.8089402534033767
-2.703489551820197,-1.8716202445498906
-2.696940305902907,-1.9011849194592922
-2.6947524205378226,-1.9428212136773122
-2.6842853432843983,-2.040696921286643
-2.680592077471055,-2.0389115214165696
-2.6793688138591234,-2.0896049980137437
-2.672766705850243,-2.160167361093524
-2.6582830199942347,-2.267359895470239
-2.6532556011623143,-2.3699056725123295
-2.652308091419475,-2.3837132937105925
-2.6505165220187994,-2.374016435905186
-2.6318389573513192,-2.530843487695417
-2.629292615105888,-2.636716311558127
-2.5999091512372074,-2.9485765163840987
-2.5915892570258805,-3.0030090860827907
-2.5899452438657278,-3.031238862681858
-2.5869755280625757,-3.100039017521177
-2.583718402692042,-3.0704739585448686
-2.581716948238863,-3.128628299325165
-2.5815538574107775,-3.120147914654157
-2.5804944433831936,-3.1068509256264076
-2.5627706015864975,-3.297409199769082
-2.558806304789839,-3.361563929702683
-2.5584734506068605,-3.3417788816977345
-2.5573794725952856,-3.3990465701900954
-2.551954373346044,-3.408300359342488
-2.5321263404581966,-3.5554517393726983
-2.532035553113631,-3.65602560109018
-2.5020655897601802,-3.8435796465650136
-2.49981496015631,-3.886876330682885
-2.482407731470067,-3.939231425363593
-2.4820655615374463,-3.997476021683072
-2.478246466380658,-3.984017186037344
-2.476057595075107,-4.033544689130303
-2.4723106504013694,-4.042343683405
-2.4647137193112987,-4.06803520406098
-2.450519892556222,-4.1515721997948525
-2.4454766453467682,-4.1522905977478635
-2.440098412534236,-4.203213082467266
-2.437139671757235,-4.168570490614638
-2.429315713847957,-4.195036086232369
-2.429248529609402,-4.25796747364339
-2.429060683306227,-4.1520482425560585
-2.4279934774540757,-4.153295970991755
-2.4271784613141847,-4.111813186146875
-2.4170114440738795,-4.165711962120976
-2.4024689573578426,-4.182116863425041
-2.402314471994648,-4.101150049253333
-2.4002053530068537,-4.097558549725633
-2.3997217988080033,-4.098208075131741
-2.391163086788718,-4.098999685661902
-2.390170936425946,-4.046639013800022
-2.389567677956976,-4.064904092718308
-2.387871299972884,-4.059309748190145
-2.386821557442383,-4.078621612767632
-2.3866658367286777,-4.103902652906156
-2.3845485988580637,-3.9713000360836452
-2.3817768438427844,-4.03966915588756
-2.377141390239011,-4.034752633477301
-2.3697088203344263,-3.9267267494485933
-2.3662609756559996,-3.8774671617318868
-2.3628183370925,-3.7859711025299556
-2.3571700317441686,-3.7337120839010467
-2.355029178505556,-3.797453176350575
-2.3442543347199543,-3.6082927253511197
-2.342655920408145,-3.553565197708691
-2.3424441156516136,-3.5776913731760565
-2.340186934688166,-3.5194359823250383
-2.339873711219777,-3.522142651947077
-2.3348646868122582,-3.4279860920009697
-2.323186313194955,-3.2637083861531626
-2.305729585898205,-2.8974753504483495
-2.2995042456183987,-2.718032063940107
-2.2959270445500337,-2.660556534150255
-2.287683944023442,-2.4339367682739543
-2.279855749754562,-2.267968954423962
-2.276479805256109,-2.134659314611282
-2.2726204145391504,-2.052441588144424
-2.272159987186699,-2.0554795977660745
-2.2630366054220787,-1.7569795285668302
-2.247841868554902,-1.3134487745546646
-2.246883612417675,-1.2897862015634631
-2.24434501607801,-1.1977137081798446
-2.23695698397945,-0.9939706840274445
-2.218205896581611,-0.33463721134443003
-2.2114996342423225,-0.08157212566602703
-2.211442135254532,-0.10861767755505022
-2.1823108862946556,0.9638464052573366
-2.176631167233528,1.1672215475801397
-2.175914353438807,1.203856542691716
-2.174045349429155,1.2400798991994249
-2.1606815115315614,1.6700685590742104
-2.1598846556795803,1.6896510794260848
-2.1562693034173432,1.9022638994468613
-2.1534975028414807,1.95493957418653
-2.1502517099797247,2.025727129287176
-2.147161322737259,2.180018161393277
-2.1433151406291957,2.335087503594498
-2.1404975538282422,2.3875588411898714
-2.128821109005,2.7708489216135996
-2.125666370972116,2.8206986668498946
-2.1178230471870823,3.0911548585708095
-2.0917493967847367,3.779040632255037
-2.0900629590261715,3.7990855962515484
-2.081470050269257,4.009607958748889
-2.066952574762756,4.272136577051943
-2.0667601042252226,4.259928703140377
-2.044256678504342,4.541442512592758
-2.0358248588412704,4.553599486786776
-2.035707448943394,4.601438827814105
-2.027235313935721,4.646758350288861
