n_harmonics,base_freq,magnitudes,instruments
7,3.023514979993107,"[ 0.49795601  0.81963652 -1.56286106  0.80416515  1.07975304 -1.66935374
 -1.10006937]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9750539723959495,-1.1081877498517043
-2.9722619867000106,-1.1471455060632267
-2.9600854952294924,-1.1868682749273527
-2.9586680860886037,-1.206235790021962
-2.946488791228116,-1.1512464147867427
-2.944893917738975,-1.1228767966293753
-2.943301447826616,-1.1141090647209133
-2.93958558763417,-1.042374617453767
-2.936661696034744,-1.0000032617583428
-2.93099913496917,-0.8789410664788654
-2.930392034685057,-0.8719541206556061
-2.9223062766973156,-0.6506074122445139
-2.9081905855719024,-0.16265899939154368
-2.907855736250039,-0.14732512650840526
-2.902991077994503,0.07561287843469812
-2.896954995009078,0.3375182938479304
-2.8963947786839457,0.34393124542735376
-2.889451167772118,0.6883673406895946
-2.8692471980182823,1.7352940264938455
-2.8674819711838104,1.8051140810645685
-2.8463529742974156,2.9747653194518664
-2.8442019054148746,3.071498048211933
-2.8421814037593487,3.2027471395254854
-2.837123894683649,3.457965545739788
-2.832363714905541,3.654954366079778
-2.8318671196100977,3.7078730224305976
-2.8232929090103407,4.067461050412251
-2.818019705565167,4.287519062074488
-2.815780851638891,4.369283788826233
-2.815381008476421,4.3774079272129045
-2.8068640833163347,4.645111919682833
-2.8056702719838817,4.66658931516584
-2.791019118514128,4.987334585663532
-2.7889944920988374,5.077303716169479
-2.782206402190968,5.122521565951272
-2.776885517088551,5.137686315115299
-2.775942975467287,5.154707931617278
-2.775339041920202,5.154354493316368
-2.77236894196753,5.158133184489239
-2.7686918351849457,5.160028740884654
-2.766829013286147,5.137186527060973
-2.7667435891184238,5.124839492482968
-2.7649642805359473,5.0967755689891305
-2.757267661705657,5.020684957549789
-2.752788936575439,4.934274840210439
-2.751870091086253,4.908229830646794
-2.7514685934708494,4.889287463011184
-2.7428557284962505,4.669984562643997
-2.715301597952422,3.5846525725907834
-2.7125144463045325,3.4549547868441697
-2.70129290552248,2.8411025779249672
-2.6949151070352797,2.507372516165395
-2.6842234764589845,1.8761384977790738
-2.683979697229674,1.8731626960027896
-2.6712298114676667,1.1184799205654041
-2.639196664817117,-0.7426811923817142
-2.634470311209123,-0.9642686805308137
-2.634227674833478,-0.9658202664944303
-2.6315075993186348,-1.1253046929180084
-2.6300526817009207,-1.1881463963803074
-2.629638971889481,-1.2000402912655355
-2.626347790791712,-1.3849495215138459
-2.6116815879522335,-2.021146275871633
-2.6099998076586717,-2.093660120684439
-2.5907678564552485,-2.769296652732467
-2.5860653603567396,-2.8632642533877943
-2.581507293327747,-2.9881666000422844
-2.5809437236708304,-2.9899809489102047
-2.5730544004420057,-3.1813877986797707
-2.5689533402919302,-3.2660328654179214
-2.562465344129995,-3.3584150592921613
-2.5546894026546854,-3.471900090655186
-2.5523536559534747,-3.477777802159896
-2.5458447742387533,-3.528035014027162
-2.5389002999387573,-3.5553912010592366
-2.5312328407967293,-3.5546295543410587
-2.517115344880343,-3.536939812307751
-2.5169253630818074,-3.565176131984514
-2.512583852206938,-3.5242676038299656
-2.507103758883742,-3.499262483520809
-2.500013610712662,-3.474424737716765
-2.4829582986347334,-3.2815962776591556
-2.4794257875610324,-3.2360414286561925
-2.467980285407604,-3.1466098992103992
-2.4666793612962827,-3.1090225817915123
-2.4568825268505528,-2.983771505930875
-2.456317263665608,-2.9811184397957193
-2.448411470182611,-2.8855024433272676
-2.447426752310228,-2.877951824533514
-2.4434793388355773,-2.81524276437322
-2.4388511412080307,-2.774406695249974
-2.4377453828805304,-2.7616982166735733
-2.4339382517805843,-2.6847573366803297
-2.4275708542885557,-2.5801585317689497
-2.4157509628264,-2.4158619801742502
-2.4148974358157744,-2.4091430559621987
-2.409783341890715,-2.3031589578169434
-2.404314690670256,-2.2338026667157154
-2.400052128940718,-2.1667497984749176
-2.3965617378546806,-2.1158420167877527
-2.3893255692504822,-2.0003198131355857
-2.3892349610347843,-1.9891707678816832
-2.3874068547368372,-1.9497211215496955
-2.3790507074576714,-1.8212716970960006
-2.363623050755889,-1.5766761611446665
-2.3614570297317643,-1.564913706247617
-2.3605921756405,-1.5200707479951094
-2.3597186503608216,-1.4929576367534754
