n_harmonics,base_freq,magnitudes,instruments
7,3.972270901749982,"[-0.57693982 -1.88524571 -0.25727522 -1.49996529 -0.58726822 -0.33759859
 -1.14582712]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9823850970768833,0.015600031567937815
-2.97863666928698,0.010644675472674519
-2.978515613944407,0.01308092817081033
-2.9714577159339877,-0.014373141727352443
-2.9680187781866705,-0.026596195163472256
-2.964531868443333,-0.042603958951490516
-2.947177430242477,-0.11713704001765642
-2.939566783009655,-0.1367360951889062
-2.9393074968477793,-0.14125028364230297
-2.9283520986596887,-0.14427674066904392
-2.9226133888056642,-0.13770968928467991
-2.922285790618278,-0.13456413929853353
-2.921564053878563,-0.1340674949511877
-2.9187552749856263,-0.12420127020569069
-2.90950336818791,-0.07857521221612211
-2.9070421751514512,-0.06190042147370898
-2.903467919804637,-0.02960994109232745
-2.885141858043008,0.18824873880044074
-2.8823401954558574,0.23157980947025672
-2.858001008015166,0.646709518655801
-2.8543879825864744,0.7164892515280843
-2.8536831274924186,0.7259392238498036
-2.8516146838565843,0.7615980537431527
-2.8453432283554916,0.8747145898898386
-2.840591793544374,0.9561108827955258
-2.8383018116894423,0.9906817826175942
-2.836055449427027,1.025316561474415
-2.831373194604626,1.096403006185925
-2.825024787110042,1.1748592866621723
-2.8236344074364093,1.1891783058871344
-2.8147255456304956,1.281858651798841
-2.797454305030092,1.3640497987104103
-2.796563036525998,1.3639251704205677
-2.7797502621413717,1.320268008907633
-2.779357338459977,1.3177768702783987
-2.7782065173887505,1.3146082954418328
-2.7738741816171526,1.281418086562729
-2.7736553876988506,1.2833387535404517
-2.7731224084133386,1.2754706187169615
-2.768955884591823,1.2405015540525177
-2.7567091820968015,1.1269812879097536
-2.7534192411281486,1.0912529954381618
-2.7517900572187335,1.0709322763446796
-2.7409418186646466,0.9451706236080265
-2.732058928070886,0.8450514245827347
-2.720332576548197,0.7250297617244316
-2.716118743338698,0.688977326630755
-2.7155289813843515,0.6805848622088281
-2.7150027455037495,0.6813301838524788
-2.714946384918111,0.6836731540027271
-2.712482328906729,0.658551622547655
-2.709141358965904,0.6314023177319327
-2.702905122761649,0.5941166473665729
-2.702866341146272,0.5924970433405776
-2.7026769855300143,0.59328990347019
-2.701577844043582,0.5875078931036095
-2.6968416269834803,0.5645048162721643
-2.6856229369580866,0.5325215774943637
-2.677463718388192,0.5108895020476095
-2.669475012100565,0.5059505462790898
-2.6673289882511995,0.5068275821606658
-2.6634228614817665,0.5002526417245347
-2.6596094288433765,0.48794433893358363
-2.645724711591426,0.4473247835816884
-2.6387510123001343,0.4050485660746662
-2.636887950811559,0.38683066356564394
-2.626663541058366,0.2818175477950898
-2.6037062046370547,-0.15454913483669327
-2.593050941673112,-0.4601414579948262
-2.589734687768778,-0.5716711029004714
-2.575796571534225,-1.0887154333558526
-2.5748950457603055,-1.1186338469533443
-2.552390764833657,-2.051409189663178
-2.5507014815162985,-2.119854617744906
-2.5496938099654365,-2.155879919117562
-2.5440257794735563,-2.386580360746396
-2.5304428843743976,-2.8558262177635765
-2.530044803310658,-2.865236507212509
-2.526946739317859,-2.9581810696177544
