n_harmonics,base_freq,magnitudes,instruments
9,2.7939175706512804,"[-0.1242323   0.50034904  1.34472063  0.54821739  0.18886176  0.26632313
  0.16385976  0.34265257 -0.21657324]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.999978511107739,-1.0355140724103307
-2.998703404659094,-1.0489967830448375
-2.991345610425538,-1.1468457200093518
-2.989325631807678,-1.18066807597051
-2.973163050106227,-1.5182985102500128
-2.9640870069279583,-1.7611115076302652
-2.960613578655671,-1.8598744527840234
-2.9558514361589023,-2.002205349191866
-2.954967731700669,-2.02711390558765
-2.9544172326206835,-2.042739657186231
-2.9507994697598336,-2.154997136638215
-2.934332161894833,-2.650625299530645
-2.9314617524496893,-2.73297497376213
-2.931267826959407,-2.737491149066231
-2.930614507918417,-2.7540679787208493
-2.9172880221423534,-3.0828879363229995
-2.913416730917637,-3.1593073400872616
-2.9133562205499364,-3.1598326853240235
-2.9088510428978456,-3.2362240498288677
-2.900807948447041,-3.3355807392676806
-2.894701885046892,-3.375019741813479
-2.8921229926623733,-3.3785941385608513
-2.8886338092351576,-3.3787734074986484
-2.882505593991988,-3.3465656576705696
-2.881671215401401,-3.3392689178213533
-2.8746973711236192,-3.250310607583688
-2.8676472588429247,-3.1147801991351787
-2.8651551726402618,-3.052426401476513
-2.8644032132637953,-3.031455139852255
-2.8602171715061813,-2.915663407375999
-2.8591554828085526,-2.8798367234760724
-2.857639924335035,-2.8352559836459337
-2.850608527647225,-2.5863035597722193
-2.8455312305665243,-2.3819148056495045
-2.8358067263054187,-1.9366210557916863
-2.815927345249003,-0.906846254081243
-2.806157502209956,-0.38329699714152843
-2.8008967475727737,-0.11296316614630515
-2.800319638661067,-0.08130221270073283
-2.775532214510562,0.9974481158462936
-2.7743271587732696,1.0363987177982588
-2.7664826918384877,1.2569501776702896
-2.761890607793341,1.3564688986701519
-2.7596061481392002,1.3947039347978056
-2.750001629685128,1.4890414179066997
-2.7305827998027175,1.3203054030254937
-2.7295215631304997,1.2975528866093238
-2.727708145143086,1.2541298603345203
-2.7245533824177004,1.1710229444669913
-2.724468953948894,1.168785428291527
-2.7143268672196665,0.8260864777833806
-2.7084064083607142,0.5761548068104626
-2.7014425361515033,0.2470405603920683
-2.691737511770623,-0.26256177920807844
-2.6829107809758375,-0.7571449038078413
-2.67974261894227,-0.9417041880597841
-2.675786097984206,-1.163671792218416
-2.649727593270727,-2.5053262756448778
-2.6478087505473713,-2.5857751582213058
-2.645269360857269,-2.6840039280012364
-2.6444735634758505,-2.7163166186760366
-2.6426152218909285,-2.780382699023422
-2.642014265031781,-2.802040594464641
-2.6395463643104313,-2.88430447687359
-2.6284658312696165,-3.150734597039036
-2.622856028837873,-3.221227164201441
-2.6214870955122014,-3.2346525715249372
-2.62006906055384,-3.240417303344793
-2.594032185752605,-2.8224567484862066
-2.593210266844802,-2.7929881115663906
-2.585366325557984,-2.4553981888329557
-2.5729714120623246,-1.7545719415443624
-2.570251335787292,-1.5746963189774017
-2.550947587831484,-0.13047819329783925
-2.5506528630096152,-0.10790030978420265
-2.5506268077977037,-0.10648506865051303
-2.54532764003607,0.32630064200655295
-2.543446016489493,0.4840430627930046
-2.536450412556406,1.0582471670890257
-2.5314768906721055,1.4704481674366854
-2.517950159347148,2.530058371556446
-2.516901025095709,2.6079129691984475
-2.508440882861251,3.191387725893049
-2.504718263290334,3.4297591905169167
-2.504154590212482,3.461075888051622
-2.5019966068789428,3.58714536287057
-2.497677995082289,3.8254518362239507
-2.4909281929370657,4.141328965041405
