n_harmonics,base_freq,magnitudes,instruments
8,4.968886084234731,"[ 0.10795178  0.52672542 -0.674192    0.13465013  0.20166895 -1.55368578
 -0.06522615 -0.13948047]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.997630222509046,1.0480075414399448
-2.995096388695327,1.1362064144146022
-2.992000886145414,1.2525060561832364
-2.9893500803379167,1.368456281063929
-2.9867914685447383,1.4604880705321353
-2.9858210274742714,1.495792833674446
-2.9846236215900017,1.5293462933200521
-2.9800913750155518,1.7216848300654553
-2.9711745316386935,2.0233022235266787
-2.9705008540279065,2.0255109588293845
-2.960593288343812,2.2743285026962003
-2.9498481411858624,2.3532903246213532
-2.9487692318763283,2.3724351104800023
-2.9468760323767853,2.352087212248877
-2.943089884294535,2.3320295365406243
-2.9385464216053183,2.285987119966412
-2.9357901770387107,2.2026964413629715
-2.9283958702390747,1.9872219763782863
-2.918515793136383,1.5691849831886533
-2.9172941162476755,1.520400486797513
-2.911384509145528,1.2208644119175465
-2.9104397252620053,1.1466366654235334
-2.908627743013713,1.061179356635469
-2.9080081351611966,1.0220379510825541
-2.899270297335611,0.49628257330131
-2.889538976324113,-0.14364729044670127
-2.8849503737111144,-0.40621271052647334
-2.8837708152868933,-0.5140038542043361
-2.882773984007005,-0.5661968174074239
-2.8813231953269653,-0.6514770796857571
-2.875935725876647,-0.9843914918161855
-2.8703275111092377,-1.334883765239915
-2.86469979602002,-1.6393356972989765
-2.854502977226944,-2.1544466153827893
-2.851864566153429,-2.2689768583702263
-2.85108003482122,-2.3090477746312144
-2.847022097561219,-2.4858445706446264
-2.84551200708837,-2.539694408432281
-2.830903154034915,-2.9837182337986397
-2.8168754528798967,-3.211722247479778
-2.815979455726928,-3.2134837351080505
-2.8140623240453184,-3.220716073187907
-2.812557161805735,-3.2064024057197402
-2.809742336131526,-3.211068664773803
-2.808747110867081,-3.244775568674601
-2.8031400740659205,-3.195533104398505
-2.7953542524617125,-3.100273540247159
-2.7833759216452787,-2.837786844469583
-2.781236007965805,-2.760010637394719
-2.777896158274115,-2.651327092939932
-2.7752211748940327,-2.535767587933941
-2.7643612776934314,-2.0736386636217667
-2.7632462060802325,-2.031557006877091
-2.7612897020734177,-1.9452177977499654
-2.7541915362250116,-1.5369786597082424
-2.7515638238438616,-1.399315158601865
-2.737148846290017,-0.5820882688900658
-2.7346005207858837,-0.41739345307283227
-2.730838588180823,-0.2178379058835237
-2.72335700498193,0.1785572416501229
-2.7230429132925362,0.2151869031211319
-2.7223949056174055,0.23207614612401078
-2.720938356804605,0.28708564287114235
-2.7057835883282717,0.8243798517514475
-2.7042534137681784,0.8464320167346439
-2.6778806842763556,0.6381714345969435
-2.6725309350047666,0.4061076116594472
-2.6712543854048922,0.33509891731690455
-2.6697229380097207,0.23562176304399074
-2.6664328751257225,0.038171078342273325
-2.6635054432970025,-0.14646912260205167
-2.657914174902385,-0.5318741755250267
-2.6420705227961436,-1.8479572172903842
-2.632736506143088,-2.628074146473953
-2.6317687871489017,-2.7183273705942184
-2.6221227081839347,-3.4382726588606523
-2.6174418896486698,-3.730016353043572
-2.616535451035979,-3.7735359904776136
-2.6047988250445946,-4.238598975024098
-2.604452998455276,-4.236916442510877
-2.6031455977987226,-4.292178736822205
-2.5976950986964846,-4.339510202805231
-2.594334886349298,-4.331556282008103
-2.5892880729784773,-4.255458699964027
-2.5819420089684844,-3.987833172865171
-2.5812639010703187,-3.9298822273522727
-2.5798855722970933,-3.8725943473856885
-2.5723321801054295,-3.410217747080023
-2.5616728832029,-2.487144204126325
-2.5601093334196516,-2.3615045336555114
-2.5591141967089372,-2.236733468578371
-2.558932244118699,-2.2370443714904544
-2.551924570468201,-1.516544011177494
-2.549098559062611,-1.2186800950218517
-2.549033970391691,-1.206886380522441
-2.548109522768575,-1.1114955751605144
-2.5473470473734037,-1.0313128635327686
-2.5468692197954184,-0.9726008554846229
-2.546083895467657,-0.8759296387258799
-2.5391007221851885,-0.1679156415718535
-2.538975641048016,-0.1611137728235224
