n_harmonics,base_freq,magnitudes,instruments
9,3.723650209667021,"[-0.09896018  0.30619364 -0.63558549 -0.64112372 -0.793749    0.79506963
 -1.48235338  0.30735095  0.40841903]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9765616158690644,1.4700139120077285
-2.9709217659906098,1.3779378032154819
-2.965016397955572,1.234237124518437
-2.9526425403638794,0.8383419524586362
-2.935026291433139,0.10733605274016922
-2.9345663685623364,0.0650437132612193
-2.920848238597398,-0.6188179688745213
-2.89570001826856,-1.6404869408922094
-2.8898029451069354,-1.8085974131445606
-2.8814155707771985,-1.9319054504124726
-2.879459416645635,-1.9219664074896607
-2.8640680478548273,-1.762428470329583
-2.855109079144782,-1.373231705830647
-2.849690439763038,-1.091776168701382
-2.8473259237651565,-0.9510316086836481
-2.841446263350754,-0.5788396752076553
-2.8302262416543185,0.316877907915992
-2.823589177042059,0.9215523084911617
-2.8205480564423517,1.1924274839191258
-2.816247037940495,1.5722047182770658
-2.8155887086665397,1.6253545619817382
-2.8041878145842514,2.6559703161013863
-2.7857085065222824,3.9918103944521377
-2.779737179818469,4.305532761438943
-2.7789605637573738,4.337554779171918
-2.7763690068475544,4.436180834891903
-2.77569615742783,4.46309093793119
-2.7699978476496803,4.6188062194625985
-2.7689384241159383,4.661429490904737
-2.7688553412246404,4.661491630594674
-2.76748433152205,4.682260533553411
-2.761338549070059,4.679981781738769
-2.7379190818158525,3.9502228653906397
-2.734755867248186,3.7496587948721953
-2.7086947007153124,1.6622611884851084
-2.70844000058447,1.6373946123765852
-2.707483714502793,1.537319587578163
-2.701311662200995,0.9931037746962621
-2.7002575276575715,0.9276093531930171
-2.6983810004247877,0.7818411717298123
-2.6978765300329446,0.7367403258840793
-2.6974153496724442,0.6620449570571716
-2.6952996455592757,0.47779081156314857
-2.689940544618833,0.058332808851344016
-2.6891231737505468,0.020691295850769176
-2.682535627822996,-0.4247219009021253
-2.6755682243684165,-0.8578581299957545
-2.6732800148071534,-0.9762815664800524
-2.665205502180079,-1.2580413105089805
-2.6545596403157528,-1.3981594934316561
-2.645073333929963,-1.2839156627054233
-2.6425469573131286,-1.3053727012045264
-2.64228382428033,-1.2913221183011043
-2.6401338003726464,-1.2055763568894864
-2.6332558875572722,-0.9306618569863605
-2.630395307726366,-0.8687060464395565
-2.6278139014184334,-0.7313462613256043
-2.6251296991818704,-0.559954308333344
-2.6222446701586697,-0.37657426621316026
-2.6213615613711885,-0.381302886483469
-2.606944129467946,0.5110711142892727
-2.603290904339999,0.7679179919409145
-2.6020814197947706,0.8354865853102084
-2.598821563531586,1.007945169214275
-2.5825516379595057,1.8317825539568757
-2.575031045043006,2.011852970235537
-2.546894369877854,1.7368514853592603
-2.538608200230983,1.323114823514061
-2.520047186514491,-0.0950246330129657
-2.518034545805299,-0.2676173879980201
-2.5115075046160067,-0.8522666824052728
-2.51136985271061,-0.8682386649756512
-2.507150020128165,-1.2622865398592886
-2.5007137063276272,-1.8088320701942755
-2.4948068486114057,-2.348899239565215
-2.4898158530740258,-2.742103142865715
-2.488642025944002,-2.8432205166355464
-2.4860370639783635,-3.032634215276114
-2.48153215134107,-3.3631483799254642
-2.479843388994029,-3.471943272868223
-2.4772510393118283,-3.6149891212121226
-2.4690777220912694,-4.016439784244861
-2.467054382439593,-4.038274645037729
-2.4661624777662947,-4.096743310134946
-2.4568616097414124,-4.294458360348893
-2.4459869151750073,-4.2068511136363735
-2.4326406700500938,-3.669150899221854
-2.430831418174015,-3.6323095517088064
-2.429504975338971,-3.559204215654712
-2.4257163976768417,-3.3085283017871028
-2.424499673446462,-3.1945386478399804
-2.4237206404389227,-3.1696741649898588
-2.4133794410411467,-2.3582270343767995
-2.4088526249012387,-1.9998726049355537
-2.408469928611699,-1.9540152447050407
-2.407614762045956,-1.9202009282949906
-2.382238108540104,0.43189871622019615
-2.377421784242957,0.8201914867495399
-2.3755911126062745,0.9899196146528707
-2.3604467955415647,2.039712212608326
-2.3558092725647697,2.2961811997301305
-2.352192844066791,2.506512640299241
-2.3495001863833735,2.61297215221807
-2.345351557579261,2.749747456351705
-2.3423627573733388,2.8343947508274825
-2.3210052302761808,3.118644838152621
-2.3206234058840978,3.137505830462036
-2.3186447726073354,3.1067915011652616
-2.3153444568793673,3.1223568514918267
-2.30267837179379,2.905813709381661
-2.297935057588974,2.7981599539837845
-2.2920486818914965,2.6625988954032263
-2.28176841029594,2.426481781612607
-2.271388524567123,2.1674577461936058
-2.271330622693444,2.168954894032521
-2.268112896159785,2.0964687611870847
-2.2581553962711594,1.8883004499521425
-2.2449491214113086,1.7506692248360407
-2.2363837387284624,1.6744504875660087
-2.2352852941595973,1.6652215378492496
-2.233931515456061,1.6726568616505098
-2.2304622189218204,1.6600123880327824
-2.2240132025475177,1.6803970472026104
-2.2128285503677914,1.6661859635793705
-2.1873138754549033,1.8122444955086299
-2.1865462962967293,1.7783046000560483
-2.1779132035636217,1.7839849834132337
-2.1693601814444574,1.768163598985688
-2.1550134472649436,1.6498955867204703
-2.1542091923997013,1.6114495326820812
-2.153420250188388,1.6246194477751146
-2.1362460910551606,1.3992234669329238
-2.1327548592789,1.3672155992863413
-2.1325709425200055,1.3613751131518963
-2.132394242402442,1.3727741128485176
-2.124164744377066,1.2318807067734585
-2.1095474117970126,0.9577598507751188
-2.096431394118398,0.673044711083426
-2.091563704358582,0.6026161572749918
-2.0878553038456813,0.5176992717057134
-2.0806671781495765,0.4247355987679051
-2.070944515219551,0.25304936488523455
-2.064144805585243,0.16081203599823007
-2.051305245280467,-0.03033302200113301
-2.047315142731896,-0.09557039441414718
-2.0469535665088157,-0.08576271465996776
-2.045411921680989,-0.11978368178792478
-2.044993868046615,-0.10444683158048114
-2.036566444207178,-0.24170913631482485
-2.0363250102337935,-0.21988176122833014
-2.0296381707708604,-0.3866065871757323
-2.0222115516924197,-0.5192081920034219
-2.0104313154236158,-0.7598190608415608
-2.004190961592112,-0.8999834732974423
-1.9940667914392936,-1.1646862804632785
-1.9876762545076418,-1.3322053631539763
-1.9673356149450016,-1.8306254621295575
-1.9606048837603967,-1.921258017551843
-1.9551179877448674,-2.072889075403203
-1.95301129597521,-2.069374449725416
-1.9509181415158825,-2.1327757473708324
-1.947790003341916,-2.1545497565219036
-1.9431792458634884,-2.2246572833155085
-1.9349671637442802,-2.297868937259644
-1.9316347881327163,-2.3201215918415934
-1.928692404406851,-2.326998398601231
-1.9169370564184371,-2.3279458710392764
-1.9130008161555963,-2.3207835661411624
-1.8968239150154156,-2.1470202107820575
-1.8892096364006385,-2.1164503988389756
-1.8875833276416454,-2.1354246536261416
-1.8825772438910466,-2.0056040454444104
-1.8786343562147507,-1.971581837368419
-1.8674109944583486,-1.8541563215012056
-1.865639430929358,-1.8306991770717618
-1.8600747846647199,-1.7867626031541037
-1.8592423548314891,-1.7999466013855332
-1.8528185043536718,-1.7744916412631109
-1.852649634431135,-1.7671073139980138
-1.836976659779783,-1.772269896555126
-1.8359255849377027,-1.815009861691192
-1.824889309597972,-1.883126300229947
-1.8236826360500105,-1.9046315102355817
-1.82169976491808,-1.941044468346366
-1.8154135183468119,-1.9742375478334324
-1.8118987414165095,-2.0780812176577084
