n_harmonics,base_freq,magnitudes,instruments
8,1.8990253851761518,"[ 0.12859479  1.53558397  2.44164308  0.77399132 -0.74298815 -0.49875461
  1.41651461 -0.13770543]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9985663116059893,0.7903801577788068
-2.994563629172395,0.8507020720783417
-2.990622719268531,0.9244599264829381
-2.98452482596399,0.9980939697496192
-2.980257617720298,1.050282612794383
-2.9781043977956787,1.0805770145504567
-2.96965923985087,1.182115301575673
-2.966099642926655,1.2272816073062929
-2.951867249703418,1.343112552794789
-2.9489898632030913,1.3802583998484987
-2.9467557052420466,1.3905013401676178
-2.9440937947123915,1.4191916973314183
-2.9420196357564334,1.4320540809913884
-2.937862430941834,1.4630761245973805
-2.9342719202567116,1.4616952994368018
-2.9328504778041107,1.4863883144563663
-2.9267167779659133,1.5181512419803533
-2.922259091467301,1.535896053045068
-2.9133487913485068,1.5819161747306387
-2.913033914508795,1.5704607847943863
-2.899316026346969,1.6098582096809502
-2.899001744424443,1.6105748879715946
-2.8950992272373837,1.6199448327805017
-2.8909180261782788,1.6206493888487086
-2.8869482799862025,1.606329214955229
-2.886080013493742,1.6163105750065723
-2.873966670468166,1.6121726938031269
-2.869543112074351,1.6231060264762216
-2.8456847972659327,1.600249685885839
-2.842943393935121,1.5929302822106601
-2.8344792002927646,1.587397507263239
-2.8330859133718906,1.5665635833348015
-2.826645275841355,1.5653861653896834
-2.824907293595093,1.5708873137210533
-2.8234123160058626,1.5673023622840805
-2.81691898651314,1.5439170295450202
-2.8117246419341386,1.5310364333197628
-2.8047625175135775,1.52229574578493
-2.7982971228821376,1.5193480089309894
-2.7972836957585416,1.5395684540106027
-2.783826443243192,1.5086233579258366
-2.778721195958502,1.4942974312803865
-2.774051309312465,1.4988566928061307
-2.7678471044575526,1.4987749241872073
-2.765185260657554,1.493022995780674
-2.765055373588445,1.4977182621777592
-2.7606400072367263,1.4892491524423055
-2.7535333847533474,1.4850089445033503
-2.748491720330004,1.47727486809502
-2.747900643220043,1.4783675579702702
-2.747358229855325,1.478359137132132
-2.7289662671042176,1.4798058620741334
-2.724565297577227,1.462267702148348
-2.714447735568827,1.467818699627768
-2.704695896926572,1.4511640295132677
-2.703132093089631,1.4528116785068834
-2.70138944972832,1.4503104219732867
-2.680942805084979,1.3975742130855744
-2.678813932056567,1.3861729670139793
