n_harmonics,base_freq,magnitudes,instruments
9,2.384300653292498,"[-1.91887436 -0.23166328 -0.34585132 -1.17968075 -1.10799496  0.23656032
  0.73712228 -0.21674075 -0.25306664]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9938928930146442,-1.7454135399938202
-2.987029863828191,-1.8470533532883848
-2.9835838857294696,-1.8974795961623347
-2.976684029272201,-2.0016949897848075
-2.973839522913673,-2.0377113207118596
-2.9703196787299744,-2.078646901951932
-2.95944828075648,-2.1839018120945064
-2.9482334647864064,-2.2523168914980496
-2.9445268842923635,-2.2555390880899235
-2.9356605592635674,-2.2597654734167887
-2.935603783629056,-2.2586310683099717
-2.9344915814986745,-2.260487998321399
-2.922824543668823,-2.2010567422594636
-2.922622443027093,-2.194205839683541
-2.912506367196808,-2.086089136972255
-2.9094312388825694,-2.039569598654471
-2.905829282271176,-1.9932094001488778
-2.9057505535311123,-1.98945563487869
-2.902918630537137,-1.939137476415723
-2.900094569901882,-1.8952911890963415
-2.898399382031931,-1.8608571002347052
-2.89328213380038,-1.7567965005231636
-2.8891346758739633,-1.673827670857595
-2.8888106984935344,-1.6631924469274852
-2.8843515046474377,-1.5633174428750112
-2.883688319856381,-1.5503571334818664
-2.882203087451092,-1.5037846814864595
-2.881289171869764,-1.4869835681530184
-2.873760031573852,-1.2960750098627012
-2.8719037534644682,-1.2445078434834385
-2.867672645363797,-1.1290458880866696
-2.866828953970355,-1.1064417438514114
-2.8668201696532627,-1.1008446444520616
-2.8598649596329215,-0.9099136419371895
-2.854646663461371,-0.7607446441585894
-2.8534040173726085,-0.7298821614368849
-2.8510065793671684,-0.6621386530706852
-2.829072192751814,-0.050874287952779526
-2.828181233292213,-0.03160166522408122
-2.8266060294744415,0.005687735908763973
-2.825634376284845,0.03509937067800233
-2.817676636309388,0.218482525286184
-2.806542385750574,0.44668357101331746
-2.7972840192041213,0.6124803584520223
-2.794778120367534,0.6374638938902559
-2.794299933115031,0.6491388698325158
-2.7869598116180674,0.7299064530858949
-2.7778110322387777,0.805818616981208
-2.7770574109058064,0.7991190894485553
-2.7703533017241417,0.8222307489176149
-2.763000730124988,0.820760034706971
-2.762718770941833,0.8194421752237973
-2.759941447190002,0.8124954192230722
-2.752854575378815,0.7788498179362607
-2.743852006832042,0.7016760158105866
-2.7168430618534023,0.32999229993751666
-2.7088450284120755,0.2037478045743934
-2.6992247309632607,0.044741360339390496
-2.6965598461818434,0.0003726958331906642
-2.695780557320206,-0.010496262083579695
-2.69505112352648,-0.02036193874202629
-2.6915149207123643,-0.0710318896612529
-2.667690234764473,-0.31820134720684484
-2.656036002433251,-0.34679726698475916
-2.6517641311788553,-0.33868334280919743
-2.6484892058971035,-0.3285737564194062
-2.647053148597053,-0.3140192247493855
-2.640737894040311,-0.26357358845868833
-2.6289499805528247,-0.09391208776365613
-2.62503736531853,-0.018015243024501405
-2.6126173079044817,0.291540928822388
-2.6081609629620024,0.4245258912909875
-2.607438502737592,0.45833220989810913
-2.6060345575020207,0.49731700462304623
-2.6003039699438744,0.7006593070845004
-2.5987580891663136,0.749693685913564
-2.596601836110774,0.8345120290788208
-2.586890179579992,1.2321725662268013
-2.586885946597306,1.2265688477112948
-2.586222153712826,1.2600165948662896
-2.58418696542668,1.3452274066219472
-2.5766412661051685,1.6787563827880911
-2.5733523888585164,1.8356284321323324
-2.5646794918590166,2.2382081800138054
-2.562322207003718,2.355662493757474
-2.5551388697932698,2.6927002017677912
-2.549019659425921,2.9802727240192537
-2.5459014745567083,3.122566787072885
-2.5389578468282243,3.439942008378622
-2.537955586521869,3.4806079936493965
-2.5280482447041814,3.892603765926846
-2.5279910243361665,3.898792104373314
-2.510872300913461,4.471530427154158
-2.5084397677422707,4.534916201492934
-2.4988165492817833,4.739528507462906
-2.4939121151745995,4.817474280378268
-2.479013074623247,4.902933374058998
-2.4742639226926317,4.867177163889743
-2.4488882248396884,4.385224264526827
-2.447735144802455,4.34401676576726
-2.4404021644213225,4.083270671836638
-2.4333317595090644,3.783375564689237
-2.4313589488548835,3.692673101314098
-2.423114923552626,3.2869014396624463
-2.4174278554330284,2.973913480904346
-2.4127058143896276,2.714528455288995
-2.412139021743002,2.682638499808048
-2.411554732887421,2.6465795560932652
-2.394155185199801,1.5943709664069574
-2.393720273801204,1.564301099056144
-2.3895183740498283,1.303004981368071
-2.3661436578773944,-0.1201467280281913
-2.3645597277921073,-0.20620336477528212
-2.357553753329106,-0.5967202524713782
-2.3434798168211417,-1.2874610713915722
-2.3423482592065152,-1.3388528205402788
-2.34186026274154,-1.357944207216489
-2.3412731708014225,-1.3811693506747706
-2.33874419262325,-1.491772100848246
-2.3386369131210554,-1.4912955990609782
-2.3333236988875443,-1.6990410919626358
-2.328567372255396,-1.8565402162669435
-2.327862096868836,-1.8824032110172852
-2.3209833686729593,-2.076427239317359
-2.310605115770275,-2.291577941578367
-2.306689667819218,-2.3407830827064204
-2.298256607553748,-2.418730225681069
-2.2952932370765,-2.423945038548
-2.279272396615294,-2.363120889213773
-2.275214887775461,-2.3049127264970726
-2.273667938483965,-2.2831653289982348
-2.2567753433757103,-1.9568855223658157
-2.254400522219896,-1.9024893718611555
-2.251174591007995,-1.8198895086479012
-2.248063487661013,-1.7470290226737997
-2.2453323385018047,-1.6705960830242166
