n_harmonics,base_freq,magnitudes,instruments
9,3.2420792900691975,"[ 0.68967473 -0.85870463  0.14986284 -0.57512868 -1.53214941 -0.55541641
 -1.24855561  1.2454438  -0.90962884]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9901566843405964,-1.2205859281556175
-2.986458903581256,-1.426108817010217
-2.9848755351224954,-1.505347691329011
-2.982658318276341,-1.622373559452988
-2.9823728961396787,-1.6396657197614801
-2.9820278950427697,-1.6687974884555228
-2.9730300277800974,-2.106596876710619
-2.9697537321441514,-2.2441280757668154
-2.9692779099987536,-2.2669802021196723
-2.9654107773597795,-2.4123196430565854
-2.965145517111391,-2.4170461582497973
-2.9630807381183817,-2.4827330166460664
-2.9582872274852603,-2.641904464796242
-2.9452049515078293,-2.9124211169559002
-2.941496449768277,-2.9412577225548677
-2.9405807219389937,-2.949985206766644
-2.937482486700221,-3.005087352961084
-2.933009597168523,-3.004041297127835
-2.9316060359918987,-2.9820929847390207
-2.9274926201254887,-2.9751058133194324
-2.9260081842373133,-2.9771960349945332
-2.9182200243822747,-2.900145693037378
-2.903983001813832,-2.594421662770942
-2.9021062062818563,-2.5506341861551767
-2.898216111182558,-2.4396269010824376
-2.8893018054326314,-2.160732644904081
-2.887803667426474,-2.126491635834555
-2.860580498663974,-1.1107257223970126
-2.8565416770735235,-0.9530035248579989
-2.856501144857813,-0.9506748885895601
-2.8528472929774233,-0.8181192123449307
-2.8477662489209843,-0.6420890079728778
-2.8413444711637847,-0.4137194532651121
-2.839620123201933,-0.3478332362524665
-2.836716121838764,-0.24038826528479068
-2.8256610947813012,0.11177242245951244
-2.8234536971357915,0.19209312883174068
-2.815640303348662,0.42540257334463777
-2.8063585551450476,0.6420900833578703
-2.80500274227777,0.6870630304771775
-2.804295126103992,0.6868154077981159
-2.8037042736610327,0.7145841456424998
-2.8029242729245833,0.7372183777790702
-2.7833419495230176,1.1436521024024286
-2.781977153410227,1.159203744442462
-2.772815337577488,1.3261538656292318
-2.7652108852762582,1.4193178718562638
-2.762989494008436,1.4618312196693235
-2.757656480861477,1.4991190467250421
-2.7550109775105405,1.5107772139430131
-2.7494168485337664,1.5646425887310627
-2.7492839663864994,1.5623678975633126
-2.744330541129841,1.599900134515453
-2.7433947722338137,1.6083638580372321
-2.742022687109541,1.60366695511458
-2.7419042818783614,1.6105882577192552
-2.7413267181563636,1.6047616014599535
-2.7228902096765992,1.5735688424363883
-2.720665255790927,1.5687516571009257
-2.7081655457946074,1.4491680060809538
-2.7011524914530685,1.338439536461317
-2.694347014713314,1.2110645861505556
-2.691567537901615,1.1607920388361606
-2.684617892961687,1.0193890205093925
-2.681939717572824,0.9415708260428941
-2.6789043998801016,0.8587382485563796
-2.676409890946936,0.8015743258693103
-2.6655212896618234,0.48131506943947244
-2.663304881340709,0.4331616032790245
-2.656717541538039,0.2022294632383467
-2.6387687736704257,-0.40800643805453723
-2.63786343740668,-0.44163758892633415
-2.6344853591047777,-0.5542542836010033
-2.6295583306902426,-0.7213444484942968
-2.6266172253248277,-0.8116364978928474
-2.614798386009298,-1.189784791045821
-2.610743801720108,-1.3076104818682872
-2.603793715365394,-1.490378609348674
-2.5855058306294527,-1.8795426880234491
-2.5752202941373117,-1.9890926504535829
-2.5647138832171685,-2.0873128400913386
-2.5606814880522926,-2.107241509482117
-2.5581797636341728,-2.1190295930535186
-2.553068248039243,-2.1389584497954997
-2.5389022372604533,-2.111850823019644
-2.535546236551026,-2.1011458094793
