n_harmonics,base_freq,magnitudes,instruments
8,4.48254785468327,"[ 0.24833123  0.49465936  0.58940603 -0.49090351 -0.34996758  1.10830569
  0.19315136 -0.02272191]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.990579109678368,-1.6823138199855705
-2.988760087962566,-1.4711990650876956
-2.9864086210035152,-1.2041966832876445
-2.98168967767342,-0.6448228916097503
-2.9746255467524083,0.19852041242649146
-2.971922128817923,0.5246247130264086
-2.965887292578862,1.2004686456786686
-2.9558934248138047,2.2493441705729467
-2.9499075546533575,2.778203325796738
-2.9490369629884077,2.839828052444928
-2.9454976771338885,3.1015295369691107
-2.9347888919747263,3.696529327555523
-2.9252074340032594,3.9600277335120704
-2.9238888892761965,3.963993666371316
-2.921568309112076,3.9945540279149374
-2.9008766759991502,3.482522024000293
-2.8944836486697048,3.1425106840824206
-2.892908030502517,3.0298379197521688
-2.8837476636078225,2.423653008881205
-2.8673102207096846,1.1949145416382485
-2.866280862118997,1.1109362749129308
-2.8603501980347747,0.6739123902031205
-2.852061053556828,0.07642516039153605
-2.846381682061053,-0.28546816675001885
-2.841963807768151,-0.5348218320977318
-2.8313139051156955,-1.0748967457902148
-2.828983995836534,-1.1688137201729012
-2.82599001135541,-1.3014624960295775
-2.825098598842219,-1.324309650914184
-2.823218423565379,-1.3891314204437275
-2.817591750675464,-1.5780448791248696
-2.8170647755719425,-1.5940987961331787
-2.8154953393937125,-1.6413195237007292
-2.8083897331433327,-1.8092432071188125
-2.803908095444012,-1.8990032846468325
-2.803458483960147,-1.892890481430412
-2.801681893148886,-1.9163050177235144
-2.7997224410264,-1.9520532841706428
-2.791870818035413,-2.0474863393532825
-2.7905005646975223,-2.065648871170772
-2.76469116984512,-2.295581157261544
-2.7596765363388354,-2.358839854072684
-2.7536182011000583,-2.4242401054765153
-2.740586143413223,-2.5631479119644696
-2.734536244616238,-2.644761158681795
-2.7253527398318074,-2.7144366396091844
-2.7157676212314263,-2.7505605068210843
-2.715298987768465,-2.7587410303881525
-2.7058297936844298,-2.7118724718664677
-2.704969972047005,-2.692741211953199
-2.703197996454099,-2.6800475961796266
-2.702396473333235,-2.6830826713566758
-2.700161123599097,-2.638222066242063
-2.6954192390172915,-2.5569777760170362
-2.6925419787040026,-2.490418669906402
-2.6875252235740446,-2.351823945384467
-2.683509584335635,-2.216217894305562
-2.6770970511422916,-1.9800370579380107
-2.6755869862200603,-1.895788274112241
-2.6744316655936196,-1.847729559680077
-2.670601460234633,-1.6549021927551397
-2.6638384313688404,-1.2859625997901918
-2.6537326505046748,-0.6563456708853123
-2.6533810976498717,-0.640202238142312
