n_harmonics,base_freq,magnitudes,instruments
7,1.1609588619812286,"[ 0.52568693 -0.21988234 -0.72907745 -1.66341323  0.39899974  1.67808959
 -0.05743885]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9948733063857107,-3.525631692072427
-2.990104471135803,-3.566207270474553
-2.9847725242073295,-3.5819772519359705
-2.9716882110850404,-3.6683493418483173
-2.9707119526056367,-3.6805938065739836
-2.955087259720915,-3.7464788445284736
-2.9517571745285753,-3.731893755524163
-2.9506319917598933,-3.698966419575543
-2.950564822898936,-3.7220318798970706
-2.945425007514665,-3.7286350594595197
-2.9421184555905153,-3.7709156684370324
-2.941004250302154,-3.733800343676202
-2.94005909331801,-3.7592763025791927
-2.930374614327514,-3.7407333193880907
-2.9221646908654697,-3.71986993910386
-2.920824472893192,-3.7549003023611394
-2.919252507642188,-3.7373080307380686
-2.911441109703659,-3.712904088421121
-2.9105537113484345,-3.6899338920737765
-2.9101806453952266,-3.683547954313178
-2.9059391104461945,-3.679731133970504
-2.904437845784738,-3.6728617197568045
-2.9011034859890588,-3.7109541401160846
-2.871316785746659,-3.50390228702725
-2.852347945405791,-3.3522050022137755
-2.8505851986246915,-3.329695857343538
-2.8248247260488846,-3.0893871230779113
-2.8218110956407143,-3.0519347164258255
-2.8207255455736364,-3.083465657300345
-2.81678361528914,-3.0251648361926256
-2.816173586189271,-3.011120382781336
-2.8133633505573963,-3.021356795125536
-2.8106125422265107,-2.989089017315104
-2.810009786013798,-2.937179059177827
-2.8074133999410957,-2.907520996094765
-2.8005065968461293,-2.8746966211286855
-2.7938133124153235,-2.7556805117267937
-2.781072648060383,-2.643243198456431
-2.7803295090864175,-2.6153402936425802
-2.779220011790934,-2.5890457072695234
-2.7598905055745226,-2.3794674255244375
-2.757426479220369,-2.3335432342647504
-2.7559357422608386,-2.3448231353990847
-2.7530580652258205,-2.32736810091742
-2.7474689431182195,-2.2498558798709665
-2.7428341113800516,-2.165041262910929
-2.739306593394989,-2.1332582977523304
-2.736939855400812,-2.085082579717903
-2.7351534159483766,-2.0525410395625707
-2.7328773172120533,-2.033030606097302
-2.732789337593369,-2.020289630781643
-2.725741824127108,-1.9475239169082281
-2.7216942403566735,-1.8952794050118777
-2.7125995340148767,-1.7639802999432304
-2.7014423422490372,-1.6366112396826917
-2.7006901338364386,-1.620139680661387
-2.691793457296579,-1.541758590392023
-2.6866419680323665,-1.4710323442770268
-2.6845871561747536,-1.4650960195912224
-2.6764122886654738,-1.3523089833230328
-2.657724487249226,-1.1244578035697705
-2.651610743709899,-1.0747255188619433
-2.644809862266926,-1.0061749333957877
-2.6390276766876575,-0.9444861265226348
-2.6316231286415244,-0.8449898123470606
-2.630667792018814,-0.8507737340742685
-2.622407404357518,-0.799969897260211
-2.621398911332,-0.7683675001367676
-2.6122938961246813,-0.685830203781852
-2.607002007500878,-0.6130063207958345
-2.6052026065251805,-0.5820909063476247
-2.604847515995426,-0.5919979604044511
-2.5966422638935605,-0.5491787086566188
-2.5895164465732425,-0.4657611811566278
-2.5801177731531784,-0.3399209981485156
-2.5765450648033745,-0.39067509718802806
-2.564016583609666,-0.26134062472584924
-2.56122639339398,-0.23407477799461393
-2.5567437201273413,-0.16492838694383957
-2.55637061214157,-0.1996863473294595
-2.546560094644242,-0.16323745170775447
-2.5285719130121347,-0.025311683468548705
-2.52523387263427,0.004261401827405515
-2.5157720517208517,0.04117850566544695
-2.5114189028477196,0.1038686358330689
-2.490138393126576,0.20250437307296054
-2.4813376754014485,0.18670763162678136
-2.4705300876859333,0.2660471021278187
-2.467862880980764,0.2532675311443634
-2.4662757896509513,0.2452436365192181
-2.456007642924698,0.30017463048741094
-2.4521307864163857,0.33053879049156504
-2.44595653201199,0.3458412317897458
-2.4433170945951312,0.33271241172597393
-2.4205868951309375,0.40336013285972483
-2.4076681307710563,0.43179132955293514
-2.3907755843164735,0.41709364480287864
-2.3876967536348155,0.4443833931927332
-2.3831944214621577,0.47399973379747234
-2.382236682343354,0.4233375696602493
-2.379243976492556,0.45190688182183
-2.3574894442907386,0.4600428853248248
-2.3476406245055603,0.4876812722627689
-2.3405339615175977,0.5168425184600346
-2.331383351116825,0.521573695658492
-2.330939318190082,0.5166360197219099
-2.3181488089857316,0.5341695263370169
-2.3029632332122594,0.5503090468902929
-2.302284320065721,0.5374771868997688
-2.297590489125147,0.5601752374935602
-2.2972531791153807,0.533477736009917
-2.2939503759220434,0.5587853848770703
-2.2703580327388284,0.5863095627106923
-2.2661150197667665,0.5277842892881549
-2.257716765532657,0.6071423286366842
-2.2458654233552453,0.5695366201717079
-2.2420511131361307,0.5772094239595282
-2.2148663383280383,0.614170862559252
-2.2121750806119653,0.6234614651044503
-2.2119904157203374,0.6128010668238508
-2.2081995469491593,0.5759244386717872
-2.188877443182973,0.6054924687555261
-2.1840955104259523,0.6161066491417255
-2.1792675353195774,0.5856436544929385
-2.172599013438467,0.603129046427196
-2.1701502083357926,0.5832723251834097
-2.1639757447658257,0.6010403408428707
