n_harmonics,base_freq,magnitudes,instruments
10,1.9011547666501087,"[1.46536065 0.06214638 1.10843754 0.45972919 0.39189032 0.47826992
 0.15073975 0.31395675 1.5715837  1.18541287]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9998654694147615,-2.2447715166057702
-2.9985308990067443,-2.220956561139124
-2.998295844069449,-2.19064216139261
-2.9899284292095967,-2.1385831692114072
-2.9813791138581074,-2.0877344158290017
-2.970707324453289,-1.8942370473471024
-2.950452236021193,-1.511421780032834
-2.945555582137123,-1.4257928349317859
-2.9410544084129016,-1.3324246883526234
-2.930582867798045,-1.1357492175172388
-2.9065302941105147,-0.7178018510308275
-2.899945524567771,-0.6004312468606043
-2.891636586524796,-0.5308702357622648
-2.888862812146381,-0.5537608697359735
-2.8871849546296984,-0.5139953648141459
-2.880705535878351,-0.46452968415082285
-2.8718231382558823,-0.4152461025042497
-2.862877958007071,-0.4238521105126718
-2.8554122996093527,-0.4272096484306383
-2.8478142744298705,-0.4546151719329176
-2.8446419325088392,-0.4384316104459696
-2.8430382728570924,-0.4577802453838052
-2.835503915267806,-0.5134464120914414
-2.833781603875492,-0.5109877433717063
-2.827728644398634,-0.5577407052492557
-2.825950955416439,-0.6113337367670203
-2.8088867454497812,-0.7899757725653106
-2.806683821999669,-0.8350902707080269
-2.804408670374862,-0.8041345345910906
-2.8031414298751796,-0.9131845999794926
-2.799296497781529,-0.8931877834102311
-2.79834551797907,-0.9671499755255982
-2.7847825527266763,-1.0866680843256693
-2.7791254934376237,-1.148949792669586
-2.7679730441802612,-1.2625593959053927
-2.766393809755498,-1.254119987580857
-2.749096676505485,-1.3237462467178975
-2.7352751147528194,-1.3054714738258097
-2.7325154429703504,-1.2924718384105534
-2.7278567985364135,-1.313105890494123
-2.7239207992254224,-1.2150011713085171
-2.720488563156766,-1.2135984043089807
-2.720321302696216,-1.2190976302445007
-2.715559976289451,-1.1652323651848329
-2.7009701674782054,-0.8441092232819994
-2.7008355228236316,-0.8670538421471716
-2.6979593943948923,-0.801779299040681
-2.6936292903270256,-0.7265826000586157
-2.693375220090486,-0.7190836126471626
-2.6784088320484685,-0.3183166666783393
-2.6471823104316705,0.7974902400040129
-2.6426653104519926,0.9884999989370009
-2.634037038334135,1.306117815329362
-2.632527915947821,1.3473138999256051
-2.628032311671289,1.54035427501008
-2.6218649669099205,1.785485729067414
-2.617089637917295,1.9699575590201657
-2.6031041343500236,2.3948121271465124
-2.589556645280294,2.8040311682443337
-2.584334324568638,2.9664613334004333
-2.58045212739107,3.0681853807316726
-2.5751361837692093,3.159515418762697
-2.5647606165117356,3.366028213661603
-2.557617329449517,3.413372391395587
-2.5551316769515333,3.4624863882675467
-2.5534144314005047,3.4514570651910055
-2.5522102996179834,3.4849758717142643
-2.54587907901882,3.4871706019884603
-2.5369314545300297,3.479596183575968
-2.530130162494167,3.426199444180271
-2.5265768774953212,3.422549116234153
-2.513408904722528,3.166321465389342
-2.4914281966760288,2.6691466956181995
-2.4865777095999313,2.498848671427405
-2.4861375051454973,2.454154995082592
