n_harmonics,base_freq,magnitudes,instruments
10,4.989778238219199,"[ 1.1002655   0.80308068 -0.26505884 -0.91678049  0.84930932 -1.12609415
  0.89493152  0.84356635 -1.05362448  0.88053246]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9998122170638153,3.7379226877987155
-2.9984357369154617,3.784609735593347
-2.9937413819865624,3.656476719356275
-2.992129703411011,3.6330437943780383
-2.992098338713528,3.5972694323767334
-2.9916882999190735,3.594846206381664
-2.9909507341862165,3.575877830458606
-2.989250004924398,3.471749574876782
-2.9856824235610633,3.2119476484902294
-2.9731381205660163,1.6929553261246186
-2.9658866951628005,0.5422783641988639
-2.9640754880655313,0.2472958577741754
-2.961791205582341,-0.15425967829503434
-2.9614971038499913,-0.2426990535477688
-2.95651427535468,-1.0439631868041972
-2.951114585814304,-1.9513128362044012
-2.948283532971736,-2.347165895815799
-2.921279221588406,-4.783140545123199
-2.903985896754013,-4.355352357592716
-2.8994936550551884,-4.05742227300513
-2.892195827480853,-3.4795409912372435
-2.889854843854124,-3.2887063297287495
-2.8869197579153862,-3.0591129102244095
-2.8741383377859107,-2.0709453280784027
-2.857855979632588,-1.2011516584161424
-2.8442746975639386,-1.0060961031587552
-2.839891419450259,-1.0255644006739941
-2.839076918783693,-1.0247019207518977
-2.835014478586015,-1.0119877271040014
-2.8319863401596255,-1.0294928628514586
-2.8309492574267248,-0.9894116070885499
-2.8214753415658524,-0.9794606959297723
-2.815808665980427,-0.9137693270375286
-2.813126985469996,-0.8685653089325347
-2.8093868733924836,-0.7828208086814324
-2.8079935298179763,-0.7203484812135448
-2.8002517999469623,-0.38719013908762967
-2.790477658182791,0.28296772222059297
-2.7824568264981058,0.8895398000684365
-2.7812118186629458,1.0151629950678789
-2.771228834561288,1.865158898729882
-2.767053573906065,2.205907078325281
-2.7645847783259816,2.36912577662566
-2.764115333805366,2.424557571355476
-2.7635557620119506,2.4529523240002935
-2.7630421625022734,2.5106325437770427
-2.760034655780324,2.753128119792027
