n_harmonics,base_freq,magnitudes,instruments
9,3.0932033729181616,"[-0.95121583  0.0385254   0.54308164  0.47842486  0.45893616  0.82381448
 -1.80805033  1.56393666  0.07996941]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.993177018634962,0.5352791134265609
-2.988215758726746,0.6764963920182926
-2.9731480277357516,1.0612880548753907
-2.9680202333451335,1.1557244286961452
-2.963071616594861,1.2104737323552792
-2.960064767255447,1.2502081757660206
-2.9526633288868176,1.3301514491384507
-2.9518249328879547,1.3141957302022569
-2.943456152287353,1.2967946350630175
-2.9423300863207738,1.2717740187439812
-2.938306765429757,1.2574461016457439
-2.9374528860676596,1.2423769361282662
-2.906154138931878,0.3136154076576184
-2.9033075980200467,0.17445542980213596
-2.869039889869133,-1.5217785225757992
-2.865798647877931,-1.6495642595706033
-2.8574142725732736,-2.0306859758207936
-2.8451453853086246,-2.4618333284506217
-2.835868203254092,-2.6563452610392084
-2.8350136237413377,-2.6554820422083627
-2.8306007041594308,-2.697693653810388
-2.8232210154212334,-2.7130601765235864
-2.820398339835842,-2.691583669273211
-2.8183619516634817,-2.6559492937129074
-2.8147677258154395,-2.5922011815222814
-2.814311779072206,-2.609402891726358
-2.8105036550893954,-2.524576336028093
-2.8048149907589637,-2.357754354445598
-2.8038939678117805,-2.3218520664700386
-2.801942413667735,-2.240479516418901
-2.7959995709327146,-1.9938543278641756
-2.7936597777339944,-1.8766421547379668
-2.791080213014615,-1.7211733221000571
-2.7873033947158325,-1.5358657635862105
-2.7682372109113937,-0.2246034612114758
-2.7626637794975215,0.202475943811932
-2.756062994694662,0.7279596341458792
-2.742049737963768,1.8185879035591233
-2.7344298438514576,2.3204376740114037
-2.719496360750325,3.2237048127844603
-2.712351291674376,3.512458415781211
-2.7112280540780325,3.563583522510441
-2.696177126898255,3.850723941369166
-2.6952123017131333,3.8373528187402024
-2.6911449432544847,3.8599081578816397
-2.687208287920952,3.8103966974108325
-2.6796563106928213,3.6334361043421226
-2.676858982878536,3.538810516597009
-2.6749855564835423,3.4722673155866137
-2.6723193154528344,3.3680256244083573
-2.665753029382243,3.0411738140686704
-2.665163004465152,3.0094559230615365
-2.6645315071211964,2.957637046923409
-2.663855770037263,2.9263998703573924
-2.6408541101227385,1.196807523525684
-2.6348519572419615,0.6367881849628835
-2.634330488543432,0.5995007701745165
-2.6177984974294333,-0.9463568893533896
-2.6130253701312784,-1.3871132398762012
-2.6117808803574185,-1.496717244377254
-2.609386409615267,-1.7166274336126046
-2.608473771483894,-1.7825591439541297
-2.6070056980828937,-1.927138314397657
