n_harmonics,base_freq,magnitudes,instruments
8,4.62665797113384,"[ 1.14030214  0.45172013 -1.59288717  1.3567819   0.50079408  0.16773425
  0.78251112 -1.31278466]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9962587020142446,-0.39217245771670606
-2.990165825319112,-0.5630659841721184
-2.98811634073075,-0.5862484278463498
-2.975221054441718,-1.0314863301202266
-2.961207959546049,-1.4532053366140345
-2.9595967226789774,-1.4939748767863614
-2.9501104415017267,-1.7585397894201131
-2.931758767418259,-2.2703819987181406
-2.9233067192903777,-2.498283792096539
-2.9219787970569913,-2.517999334262511
-2.9054655792495,-2.873879232849097
-2.9003858966091487,-3.048633316202488
-2.8965749719186733,-3.1442759509638654
-2.8929952253313753,-3.2155275583845975
-2.883211352002411,-3.387743195760069
-2.8756007946584843,-3.496490461935043
-2.8682745319449623,-3.553280374498903
-2.86774285263892,-3.6134644468611734
-2.8615315620873103,-3.6147994137362116
-2.855199292958805,-3.6567767208070916
-2.853876262756606,-3.605949579972089
-2.8520818737517266,-3.6366887158636567
-2.851991943701756,-3.639683978536767
-2.851845776583404,-3.6262759929652093
-2.8343966159097382,-3.299711847125088
-2.830467555298246,-3.2043935150993335
-2.825152586815652,-3.017666114239305
-2.8197137715471845,-2.794803003800307
-2.8158287963651842,-2.6285817698554563
-2.811694772995162,-2.4803369311720638
-2.810273717894079,-2.4045811405640323
-2.7986225236404314,-1.8058683868937735
-2.7823022340247228,-0.9867228942403092
-2.760782438101499,-0.0529205865362675
-2.7490416800687196,0.28899589900567607
-2.7465119729318292,0.3809914137561614
-2.74202837683031,0.4088009902911806
-2.7400617472184496,0.4948383826731892
-2.724035419834685,0.5585445774444211
-2.7227615880334035,0.4980752099400745
-2.720027829257619,0.522810101957832
-2.718336763051612,0.4676808625210043
-2.716827275664623,0.47201494482219186
-2.7125218091124323,0.45994700777213143
-2.7075080241384164,0.4198566605578476
-2.707484865188534,0.39809243825247687
-2.7056378666369367,0.3786323416873569
-2.702282204316832,0.39260512315968105
-2.6945179618275805,0.2700954320232841
-2.6889978086056114,0.29609883657990554
-2.6803611936094693,0.23544949214299712
-2.6750272312158057,0.2626157284278775
-2.663068045689082,0.40522726366940565
-2.6624089660171553,0.41433419085540296
-2.659185618033237,0.4633265365292086
-2.6575126427464726,0.4896001333925025
-2.646914409448417,0.7933857907048504
-2.628251089550844,1.4934889388157535
-2.6167026842701557,1.9023294320104205
-2.61134358215918,2.1166556231936324
-2.6035433154511796,2.3096553211215176
-2.600177482352395,2.3863272419427015
-2.591579205800203,2.482351055337171
-2.582563782430135,2.49826110199521
-2.582210877165918,2.4586766366317496
-2.5801371871579644,2.468409788946404
-2.56650584523574,2.160006354211979
-2.5554093529704023,1.70461241645356
-2.5540587499591334,1.6164712687867626
-2.5537791579481794,1.6173850215925238
-2.550920239929325,1.4425773004379019
-2.5469638375885424,1.2451869037645698
-2.5466362187349434,1.2133445401867688
-2.5448039139212124,1.129996320045877
-2.544307198895255,1.1243771783983014
-2.5424759218339887,0.9427655664751872
-2.5417194127287277,0.9600117646469167
-2.5349004063939935,0.5389764240389112
-2.5278592716939725,0.13750620741325806
-2.5079551556237902,-0.7977598933272915
-2.5069956969940526,-0.8495503518864486
-2.4969113459733103,-1.1064282103412513
-2.4936725962207307,-1.1212870411256117
-2.4923889511428143,-1.1373475056805282
-2.4884788765733754,-1.114069770610092
-2.486884973878155,-1.14460554059279
-2.485159301078739,-1.1264824725816192
-2.4839487912267266,-1.1343459518973247
-2.482574912325191,-1.0881235105064275
-2.48119347557794,-1.0709812090129878
-2.4761945240180525,-0.9539862815058358
-2.470549240670668,-0.8149948070925188
-2.4419450987110904,0.5906744613159112
-2.4419242321273904,0.5923982546772192
-2.436992757774213,0.8208309031540183
-2.4367107858147374,0.8577913770068789
-2.433067274296233,1.066961983932878
-2.4230611340432966,1.532383657993191
-2.422289171480679,1.5889324558492968
-2.418108149776751,1.6939177824710183
-2.417843483365857,1.7069303193205876
-2.412571554120474,1.8883523122371668
-2.4108750886701813,1.916910664548271
-2.4059049835296817,1.9871562903244422
-2.405605537285017,2.0099433242492526
-2.4051451796489287,1.9840895423294902
-2.399439786663574,2.0615844616557735
-2.3968747294014054,1.991240149490319
-2.392982731285473,1.9648539206728923
-2.3892687274112854,1.9524167603627003
-2.3846214995648527,1.8017512958056545
-2.378744824355891,1.6052633029831826
-2.3748359485181894,1.4689420801156654
-2.369045219113043,1.214890527198745
-2.364104679158502,0.9148240955708887
-2.354504186463741,0.4247211663633882
-2.3533656633090447,0.3361287064120649
-2.352335168492619,0.2987678635274366
-2.338653077852336,-0.48060230897826506
-2.314602920158425,-1.3499925023304453
-2.310130088760725,-1.3821666022572765
-2.309610818114047,-1.423873148611351
-2.3059563208653175,-1.4408949131512594
-2.3044053857143902,-1.4635825014437673
-2.3025853517484736,-1.4801376356174176
-2.3015568442815093,-1.4358969018505023
-2.292501206037081,-1.4022774415971608
-2.2911674902352397,-1.3595429839409476
-2.2849846297081564,-1.3113065308489922
-2.2843343217889496,-1.2759213773282378
-2.283514159767834,-1.231457925674279
-2.2774354720535577,-1.1129682450028529
-2.2768805443623075,-1.1065755826247785
-2.2742742236496785,-1.043442096148335
-2.2740290589998846,-1.0112815497799192
-2.2738151217141263,-1.0149920103509522
-2.2463943122272423,-0.41452355423597953
-2.244619651670033,-0.37612951076705287
-2.2441391216246895,-0.3755192061766056
-2.230363310625204,-0.29112268681312
-2.2269544764214904,-0.31717720945965466
-2.2237975308977282,-0.3245095907176507
-2.219164477981985,-0.3965453925446287
-2.2133915382006286,-0.4347504133401612
-2.2099733253949916,-0.5309925877430313
-2.209421048185372,-0.5017805691722481
-2.2048721154266024,-0.6209128145931063
-2.2027251923473212,-0.6423491865562685
-2.198782392378833,-0.7139159523248226
-2.197863773940677,-0.7397759940205119
-2.1887841476033616,-0.9158713458347304
-2.183794313417044,-0.9548911474314317
-2.1777764223512195,-0.978634580451754
-2.1665556525467036,-0.9363333947816186
-2.163993116619455,-0.9073489696378595
-2.160508383195584,-0.8003833814394514
-2.160463315461895,-0.7582323216421868
-2.1491429819626324,-0.36909157714100743
-2.1413209668987805,0.09155180970523147
-2.1370189083002655,0.40068795255893297
-2.1234919062347206,1.6112863466859009
-2.1195963335479817,1.9905510774111839
-2.11648005691284,2.2734696075136656
-2.1124828009926855,2.674668222759048
-2.1055451866331305,3.3579950725893006
-2.102244262503712,3.6972574507152456
-2.087735146584561,4.877736533565944
-2.085049740158385,5.1083706200306205
-2.0833148395434784,5.204636879531874
-2.0628435720864617,5.801063271843708
