n_harmonics,base_freq,magnitudes,instruments
10,2.3010944120768766,"[ 0.58007251  0.02945603 -0.14397382  0.48504184  0.63947947 -0.69449117
  1.84501451  0.64337912  0.03706994 -0.66320013]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.997606009646063,-3.74202586188339
-2.9849835458273555,-3.775353686003917
-2.984937052283959,-3.768308993837069
-2.9722147674801747,-3.617730631183377
-2.966421186480094,-3.5023116518970387
-2.9461156090942247,-2.892578102879189
-2.9420655395484174,-2.744087594528986
-2.9293286382766963,-2.2429589819461584
-2.921969649837945,-1.9371833549069015
-2.9171607495656544,-1.751276412248425
-2.914397417047908,-1.6453880084119465
-2.9137595379215115,-1.6226493145870495
-2.90435445130887,-1.2676915934834847
-2.9008355736666385,-1.133420596012581
-2.8912371657309004,-0.8287772805118577
-2.88979611223571,-0.7911743327440487
-2.8880596039107633,-0.7421176312663351
-2.8814244507288294,-0.5845637678213549
-2.8679779677708974,-0.33569011253966796
-2.8617471475127676,-0.275109611548777
-2.847622024892223,-0.26884421008426124
-2.84488815507215,-0.28059257453192066
-2.841640162037356,-0.31347788984633207
-2.8377271232138304,-0.3524920724359835
-2.8308687847875227,-0.4666988852894348
-2.8274424497668864,-0.5414154462504609
-2.8253608198484,-0.5782734039533182
-2.82105807516149,-0.6727067528927811
-2.813658292172483,-0.8746068383873575
-2.813254883510636,-0.886132859988302
-2.8130859275009485,-0.8955517824842547
-2.8116582084418456,-0.9489278710779053
-2.80902664020465,-1.0228558525442033
-2.7918019425750114,-1.599370933116212
-2.7868969902924325,-1.7771323717531706
-2.7864086557748173,-1.7922689742027937
-2.7592594138013773,-2.740338488322501
-2.7571925460174476,-2.7996198128910055
-2.7412257023114743,-3.2317781868799473
-2.720124830401861,-3.5597015632834372
-2.705607406151711,-3.5939001315029735
-2.6938752879015633,-3.514309456715994
-2.668352904642059,-3.0003737401947266
-2.66760506616615,-2.9839098329444718
-2.662868264802621,-2.855586533855574
-2.661916292296805,-2.822027777854615
-2.6442233306263594,-2.2459808785733624
-2.6403071934746123,-2.1157617666653983
-2.6393637694139276,-2.085951479087907
-2.637064935434022,-1.9992234713848744
-2.626879054676782,-1.6500038491975872
-2.625543695574419,-1.6104360506381752
-2.6216662084092937,-1.4539606850631384
-2.6206323565032923,-1.4336162284096052
-2.616900958000393,-1.2887962280410337
-2.6163673280312225,-1.286321505745877
-2.614146413339757,-1.2166625808965765
-2.613867271195316,-1.1992829629892994
-2.6067111259296327,-0.9853399748704312
-2.59129262738883,-0.5422265996432973
-2.5912767471195215,-0.5489762976718908
-2.5907181847116902,-0.5326962771189424
-2.5886150148043567,-0.4848366483488498
-2.5867147772069017,-0.4387141705536888
-2.580349585093433,-0.31317634201429906
-2.572041921024087,-0.1689663040706894
-2.5692372566194583,-0.12202730161744912
-2.567392143325619,-0.10589826768682038
-2.563706364683629,-0.06313991475704558
-2.563132996277943,-0.04953701559356314
-2.5589861890348677,-0.015806173210165267
-2.5549411568912355,0.009319823392731815
-2.5544707339613524,0.010801965258128127
-2.547493591315414,0.04071195795963093
-2.5438994952551095,0.04613701255115477
-2.5381682736623397,0.04654825391565709
-2.526332240470942,0.01079843602111704
-2.518383595931443,-0.041717630256700486
-2.5154001323783683,-0.06401071915216042
-2.510270974860987,-0.1069055692190558
-2.5100217665371267,-0.1200307007630306
-2.5065508675209878,-0.15172804725868394
-2.5061384485639144,-0.16559312685750133
-2.5001324178908746,-0.2350849990926742
-2.4898162892366242,-0.3474914299357338
-2.4840625324958987,-0.4128615667827633
-2.4830923158853544,-0.4251035639403425
-2.4808523054741496,-0.4535478489989158
-2.4782208072417924,-0.47098106716026583
-2.474690146323453,-0.5180658150928334
-2.4733288314260813,-0.5232525991959985
-2.461427222587772,-0.6309555745789289
-2.4593571355285855,-0.6504942500758588
-2.4548796362137137,-0.684325648289417
-2.4052621813596096,-0.6624165530159691
-2.404752150959745,-0.6619571487226018
-2.4031705162411665,-0.6567796984625176
