n_harmonics,base_freq,magnitudes,instruments
7,2.9847928176051006,"[ 0.46695769  0.93024148  0.33431722  0.33973839 -0.65803763  0.86930039
  0.30023746]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9967869838700203,0.30960066463031594
-2.991634659628511,0.06689400675084486
-2.988134455165018,-0.08505109744260372
-2.969489319320234,-0.8182460531552475
-2.967590016246583,-0.8744335057066446
-2.9673654430680365,-0.886503139182465
-2.967349036745166,-0.8874148529911363
-2.9608075389348283,-1.0798978283592453
-2.9577119018827593,-1.151417975740737
-2.942286426442375,-1.4389478025620457
-2.940158885775878,-1.457647648058652
-2.939383498829105,-1.47222954628678
-2.9347292859006564,-1.4882702791619637
-2.9320677088500897,-1.5152215630068673
-2.929324074007256,-1.5095878203365887
-2.9251409212819373,-1.52124407251235
-2.9186902505068764,-1.4533048506107957
-2.900124789588925,-1.1680694680753287
-2.884084254522831,-0.7115842667350608
-2.883401991519386,-0.6792552383339187
-2.882785618060607,-0.6555587359133112
-2.880908903721065,-0.5969425005316794
-2.8738771241278744,-0.32434446023069835
-2.868184896628886,-0.0939197127912566
-2.867321601059033,-0.07069248857185484
-2.8650111160518135,0.024256177541835556
-2.8573491519448906,0.35536415291529666
-2.8537766228622834,0.5003966662353262
-2.842075159945712,1.0219542731783011
-2.8385525489157057,1.159572436313722
-2.827020209130793,1.6695139343792473
-2.8197630082886462,1.9442281926692344
-2.815539085372773,2.098534613704654
-2.8132404463769123,2.179599514205089
-2.8061849610452145,2.4055250377145336
-2.7993361176242235,2.6125305525039284
-2.7828300396112877,2.948542162033877
-2.776858483179729,3.027272944272209
-2.77466960659169,3.047462110581743
-2.7715361253096003,3.068676621524467
-2.761193936508782,3.0798938343829994
-2.756252604232329,3.0594174810654784
-2.7554987818854624,3.0596564746127592
-2.745342713685881,2.9280790773016134
-2.7423771209226704,2.885933692735535
-2.736888142826472,2.7707725529688045
-2.7314537880910352,2.6372702596509003
-2.7139598955574185,2.0957588477072444
-2.7047493073829445,1.7390923315778735
-2.7037218596981556,1.6981148429251314
-2.6978568162164054,1.4512964075253936
