n_harmonics,base_freq,magnitudes,instruments
10,2.4739015241332356,"[ 1.44610406  0.93905987 -0.63641112  0.65740778 -2.56155634 -0.64798319
  1.02336966  0.08301466 -0.54068892  0.10074585]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.996440635896495,-2.67749758143882
-2.995851559302105,-2.6828151104282676
-2.9879629668299774,-2.8665050532763963
-2.984925779413153,-2.910657401695634
-2.981724554999179,-2.9514073756244237
-2.9816284201759253,-2.952569280023809
-2.976710007696174,-3.001770201625326
-2.9679365797797748,-3.0163724860397747
-2.9492350347546004,-2.8211820388704925
-2.9473825825132414,-2.7778928666441742
-2.942258919180035,-2.6552555276890804
-2.942148241539188,-2.6523476149562977
-2.9278517185555923,-2.2074443545432945
-2.9254824488593267,-2.121419433998891
-2.9251151012913623,-2.105156875155488
-2.922336090262645,-2.0032508061528502
-2.9141539043361524,-1.6691090749908015
-2.913026580144079,-1.6292966778072338
-2.907710204550553,-1.391703005564315
-2.895909042789809,-0.8570378157774211
-2.892505891400277,-0.6989396410938902
-2.88572805277372,-0.38873527663281265
-2.881335959022636,-0.18820476890144905
-2.8696493454014904,0.3191461721372694
-2.8645019354582137,0.5257345559898925
-2.847306763671172,1.1278634934805942
-2.844870985374329,1.2059994391878741
-2.837571638519142,1.3882831577186003
-2.8374927052764773,1.399946837837292
-2.8369186559633066,1.416947823739697
-2.8255258774317213,1.6584806531535061
-2.822985602704507,1.6961065241963231
-2.8146813601350233,1.809710593712548
-2.8065238888736372,1.8857031935330208
-2.8050901999709006,1.8931651568414807
-2.7964241870577498,1.9216907823291571
-2.790637306753059,1.925726095794023
-2.7819035665482335,1.903810623350711
-2.7692596331096366,1.8247395828228454
-2.765423744173248,1.798783277724927
-2.7611635209377,1.7466181152366616
-2.7611178281662636,1.7462940989155695
-2.760001152933736,1.734579469393338
-2.7440558606085172,1.5594501012144446
-2.737327657319682,1.4709843417614155
-2.735460202687816,1.4567816221073926
-2.7219382100149567,1.2861601439053327
-2.7211557414036522,1.2686751293639416
-2.7154334411792007,1.2019829614044646
-2.712758493006712,1.1711169355913766
-2.712674471894662,1.1708997204670388
-2.6940693059308822,0.9573722288841182
-2.688889545205628,0.9224605973267078
-2.6809184244119852,0.8297942198195664
-2.6790578216118113,0.8162973964913794
-2.6701935935927867,0.7275107389083776
-2.668417337432069,0.7149907761440307
-2.6679795874029724,0.7077221432434504
-2.6296795961802237,0.33510225967590335
-2.6262265266826916,0.29450196801557
-2.6025702203990133,0.018466330790237677
-2.601515761146326,0.004794475965744782
