n_harmonics,base_freq,magnitudes,instruments
9,3.5801395401145797,"[ 1.59758214 -1.06684107  2.41110744 -0.31783354  0.6178607  -0.53138633
 -1.71383137 -0.39901611 -0.5934628 ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.994268130274846,2.6606754072515093
-2.9910056689039526,2.3833085999136947
-2.9906837392040506,2.4008356503803028
-2.987533712800631,2.136337578414865
-2.9811081085582876,1.5978946259771194
-2.974471995294767,1.0891792413527124
-2.9520562396934507,-0.6687599324573157
-2.948432625115944,-0.8667692331443045
-2.948343119241864,-0.9564472096767198
-2.945010732625196,-1.1561333492133787
-2.9380612625614084,-1.5012871351204757
-2.9339462535473713,-1.6742983957173276
-2.931905691044199,-1.7378626072047103
-2.925130225324764,-1.8848594227005753
-2.9223148118832167,-1.8726388207094098
-2.896327115653829,-1.3209759986928555
-2.894450463646711,-1.217609739907794
-2.8896907289504803,-0.9017069924742067
-2.8760095338150515,0.04109636086685762
-2.8731150378529753,0.2992774744234606
-2.8730883067188095,0.2500560056732576
-2.8694649428522228,0.6343655693719672
-2.863530259532892,1.0419648086053575
-2.862861758720042,1.1107121490665486
-2.858504161197002,1.4991366367053014
-2.853212102371037,1.8641456923149016
-2.850253235607515,2.1648985952159285
-2.833291846249315,3.1553458527385283
-2.824977645266162,3.5197682546721643
-2.8245424861183777,3.5044266299119515
-2.820722949202346,3.5730156596536764
-2.8178620490187676,3.6243327234361296
-2.809397860244557,3.683980555583394
-2.804411641364096,3.5886690305720292
-2.7976636888669004,3.2896932006145736
-2.7965072050542776,3.2323853466158656
-2.7956198721570136,3.2217886720910105
-2.7909416760028005,3.009173336204968
-2.790551624287649,2.9944902674133154
-2.771384425058212,1.5677628184448107
-2.7709282197921077,1.5395787855693033
-2.770205243023355,1.4762103848889243
-2.759420724942082,0.4211031267834221
-2.751103544603942,-0.334338498141895
-2.745287362110835,-0.9066201679633854
-2.7098175042035244,-3.364626442145254
-2.7081299307459155,-3.4225140404308125
-2.706800896034145,-3.4552408816034257
-2.7018905307662235,-3.4990084454274455
-2.6985122781153725,-3.605221788739811
-2.6820027649423555,-3.53076693066486
-2.6772393458451624,-3.4467222675489917
-2.6741780799084083,-3.384687974420961
-2.673351651625252,-3.3233518193262297
-2.6627050406664905,-2.9670319752594634
-2.6607671948087157,-2.784343612220118
-2.660585510435306,-2.809410943112286
-2.6582315295802887,-2.688660121531375
-2.6559880856159257,-2.5987938521594125
-2.6523565555266675,-2.353609541288214
-2.6416964821464877,-1.8513784378800209
-2.6370958455997116,-1.5807851085115328
-2.6326644651316435,-1.4157102434028523
