n_harmonics,base_freq,magnitudes,instruments
9,4.424294042175346,"[-0.46863357 -1.45791618  2.71516277  0.74598558  1.17616081  0.76723689
 -0.25302387 -0.05379727 -0.19925014]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9928798205231892,-1.8356595694595754
-2.9900939984577746,-1.849473951830533
-2.984833925644109,-1.8449942638373074
-2.9716930112093394,-1.687146395323368
-2.964059349908692,-1.504285119386866
-2.9593008248422357,-1.3625227505164514
-2.9509684096777056,-1.1416218652755
-2.935704098638158,-0.7399539316854572
-2.9345162562798537,-0.6846510298178802
-2.9282154313162954,-0.59495132520919
-2.926398551285477,-0.5540495936552728
-2.9209905489414174,-0.4898109827939866
-2.917451970279438,-0.4699902028219494
-2.9167770444765964,-0.4576183437403539
-2.913739284845663,-0.4324716695103826
-2.8843238114649012,-0.71613312237419
-2.8839036286221953,-0.7345850305937445
-2.870750034503768,-1.002907041960236
-2.8677738510712962,-1.0687623901083596
-2.866834372433054,-1.0970734292969326
-2.862026928061052,-1.2000164267698437
-2.861173105645889,-1.228639410348137
-2.8611427432129206,-1.223563607162074
-2.858936817487801,-1.2791944631935084
-2.843059726078676,-1.6296906018471895
-2.839265686322462,-1.716449474276706
-2.838758031212456,-1.7267242545080368
-2.8364531547256364,-1.739245309557692
-2.827760675216931,-1.927179821254111
-2.822220096246089,-2.0006688781884026
-2.8206809251338005,-2.013632133331466
-2.813619568293606,-2.0840959932090346
-2.7894977069986644,-2.1075003423533336
-2.7840789955751477,-2.065045927679689
-2.7821765330294683,-2.0339001619337806
-2.776109294582781,-1.9330972129074502
-2.7748345884811028,-1.9017819613730684
-2.7712266404531363,-1.8027581249921194
-2.7592196113941467,-1.4223368244820636
-2.7539581984868517,-1.1794320695850031
-2.7533071969387173,-1.1444497105184641
-2.7500021183390277,-1.00494153486014
-2.743261202722948,-0.6270056917169796
-2.7302731597370262,0.2214103432085634
-2.7293798724129834,0.27905217106221775
-2.7180222179021483,1.0961399963151794
-2.7090506631515594,1.771319502668581
-2.6945763071512703,2.7652683379598963
-2.6838947125148787,3.3698033176871816
-2.683060795523888,3.402975045337097
-2.678731517068218,3.5669121524303207
-2.650061383115845,3.5972589838043123
-2.6491586060530095,3.5428799834334623
-2.647774567167327,3.5048235144334288
-2.6454541264087226,3.397893680267833
-2.645017548899447,3.3725578748697496
-2.629358770764602,2.355732917561806
-2.6206532037231076,1.6119658169356936
-2.6180755873425285,1.3607070966457386
-2.6163728870506135,1.1811876903719267
-2.593298485849238,-1.0221690702904789
-2.5858620126068432,-1.6679808711010355
-2.562653548546394,-3.064865862634658
-2.562598558320544,-3.069724114902522
-2.5571993506555737,-3.214597268149711
-2.55226881387698,-3.332131927356965
-2.5501788005724686,-3.3496602329081395
-2.5497152851712386,-3.359612976935845
