n_harmonics,base_freq,magnitudes,instruments
10,3.9992287237849378,"[ 0.88209664 -0.34434887  0.29774281 -1.59635039  0.95801785  0.58677243
  0.67961357 -1.62403104 -0.05632063  0.32094668]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.996778903625661,0.7082571038764754
-2.977097535543007,0.16709403375814622
-2.9723021128678004,0.06555641076959742
-2.970993672261427,0.01889064866362808
-2.970468108037007,-0.022745526670064596
-2.9690506074233305,-0.06781063149256794
-2.9686191129687716,-0.11835222099425623
-2.9602984397422714,-0.30822163345396253
-2.9509867849349405,-0.5940692316268004
-2.927526555152115,-0.9135512491113379
-2.916511452864505,-0.9509382226411068
-2.916238380184889,-0.948745049551416
-2.912472973010696,-0.9114771104545891
-2.9092088851226263,-0.8644208907085423
-2.891556961360332,-0.9585206871903938
-2.889887572723352,-0.9895036417410109
-2.8885925051586194,-0.9686923951905348
-2.879975777604212,-1.0817778096370059
-2.8709724234218514,-1.3666247536298401
-2.8346914206054628,-2.7803601306334538
-2.8299033270920972,-2.873381129608916
-2.8217596865716867,-3.0389777365965993
-2.8071142934143483,-3.091525097158037
-2.8070331117440213,-3.091372935173092
-2.8053961865627572,-3.0562430572455375
-2.8031225106827615,-2.959648394317265
-2.793720710948826,-2.652973309740054
-2.7596625183942227,-0.06475141715265254
-2.7577346614639673,0.07533453846864947
-2.75170599259663,0.6019345394489459
-2.7458797249787876,1.0587797778495747
-2.742042926382265,1.2852804342782567
-2.7383550549106763,1.5746529892658985
-2.7360153531130287,1.659669351223036
-2.7292420008851344,1.9937420730883981
-2.727481288641552,2.00625397060518
-2.7264317177707547,2.124201564282849
-2.7232716447703025,2.143196781667482
-2.7176200275262454,2.1650088715571036
-2.70967227901636,2.092266965827047
-2.7058286680191372,1.9955942588733533
-2.704900790831768,1.9316314386968956
-2.7007397219622735,1.7519074177834104
-2.6995125782025666,1.7355368657895411
-2.6937942933983385,1.3886852979764917
-2.692266716577506,1.2913034509645163
-2.688758606596768,1.01680280871746
-2.686965283853656,0.9209974152445743
-2.6848098493987305,0.7294756565186827
-2.6736049352184184,-0.22379261949711002
-2.673473456895258,-0.189612014604546
-2.6720655005183613,-0.3193023580739668
-2.6638953832901167,-1.035564242197815
-2.654488462887448,-1.685715326031146
-2.6357288186695422,-2.3807103222443637
-2.635529028485437,-2.3757780271503974
-2.6329061232747537,-2.379309847908445
-2.631979935524907,-2.374851425792114
-2.601888489826406,-0.9236220608707296
-2.5870319812147913,0.5356380180906041
-2.5839534653556,0.8116819475663379
-2.5835923267828442,0.8364465216285835
-2.582404347271457,0.9624809438428505
-2.572670421810461,1.8683241866265807
-2.567740861329866,2.2728096946344647
-2.5555842230969543,3.073157170569297
-2.553281259361577,3.217858245947525
-2.5462592964436292,3.416236117297438
-2.5453526730769074,3.400260263737933
-2.54320844876351,3.44786585796395
-2.5413793051167795,3.445944343158501
-2.537775664693716,3.4523540159233113
-2.5340526810995856,3.3916705891905736
-2.533761566030453,3.3722438397024526
-2.5259076640782276,3.161600105862651
-2.5228771546869844,2.994672772585315
-2.5153260087771994,2.5465964599752295
-2.5120265248307225,2.2952596107425416
-2.4984665405115734,1.1780317032409087
-2.468961382786805,-1.2649460240419776
-2.457326619337586,-1.8856198630349772
-2.457304679706809,-1.8713004548968788
-2.4474908570614096,-2.175723253210787
-2.446251692659606,-2.188171001385398
-2.4437966193496523,-2.223305608129524
-2.4418786349165726,-2.2202829599589005
-2.4412437076325126,-2.243247140566847
-2.439786246561895,-2.209187607779432
-2.438138925580002,-2.2107656459738916
-2.42919814623043,-2.117054872464215
-2.429107367293849,-2.1292302445067706
-2.428346031020944,-2.0833305545640455
-2.4101438062066673,-1.4190134744225729
-2.408777887468897,-1.3338608526939417
-2.407550309312947,-1.2610631622928885
-2.3994353537137476,-0.839419424465949
-2.3917207198165684,-0.3659684899120867
-2.389085842425879,-0.2522690460896502
-2.3883975631525476,-0.2113337914483622
-2.3863953776993645,-0.0724224245165378
-2.385274038633958,-0.039180108809508944
-2.3828631712319437,0.06796147848258347
-2.378444225677422,0.30461036558233706
-2.3758637460310004,0.4849919191230745
-2.357976976536619,1.3016428780297569
-2.3550802598408493,1.4395720693482557
-2.3508201423197708,1.6238891751126427
-2.343151271570794,1.858020574546798
-2.3428305338644417,1.8851900687759624
-2.3414441207730006,1.9032823537985288
-2.340648098200823,1.9557311331925373
-2.3385951701703993,2.0022372350317
-2.3343727213989363,2.1413965233899117
-2.3206198649013428,2.4850815231927488
-2.319378203113046,2.509610746943661
-2.3075252216021287,2.6733036924780067
-2.30572511374993,2.708188027428576
-2.3048503763941657,2.708678791734391
-2.2856030783215875,2.871637050061386
-2.2826547495763623,2.9134207758527166
-2.2638906043501157,2.7711868130332666
-2.26166292527079,2.7408786070807225
-2.2592576550856,2.6220234564269083
-2.2509650170108957,2.456353470554405
-2.247935710373679,2.3587934536680786
-2.2456398303739213,2.3010037568797395
-2.2399352354858135,2.017638395911484
-2.237537168768545,1.9652761036219537
-2.2369258521123956,1.9311299133678672
-2.2358922378129518,1.8365106894644216
-2.2255068881769127,1.444693755624324
-2.214782705255179,0.7469450790202188
-2.2127720102237247,0.6647267461666916
-2.2051574618326235,0.18856302863377794
-2.2032315883077094,0.08730482500328535
-2.2018169849832065,-0.029908079449587243
-2.200839889087605,-0.07366080707747294
-2.1914823169886937,-0.6399539691555649
-2.189235470753493,-0.7727454035628943
-2.1796417115140305,-1.2855896249967098
