n_harmonics,base_freq,magnitudes,instruments
9,3.939045348733326,"[-1.41282661 -0.95473254 -0.80378904 -0.57500857  0.62437126  0.28936942
  0.10031297 -0.32083445 -0.53328685]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9897791507321916,-2.435137854506845
-2.9872434483073125,-2.480034081132421
-2.974255732512602,-2.7977791410860227
-2.972503308359819,-2.875762507593516
-2.9711242156793727,-2.9431724458241537
-2.965101278494598,-2.9061679472051134
-2.9598358070210358,-2.7847417961579586
-2.9524107343396793,-2.5937836400154644
-2.9490679138259925,-2.5552400197270244
-2.946667770516277,-2.4635356052443775
-2.9386994980767893,-2.1086095972736616
-2.9336530223713266,-1.8468506802006999
-2.9335989795951596,-1.8016390989603916
-2.933189517482291,-1.8343325287579881
-2.9096501151828775,-0.5821173240936448
-2.9064479764079394,-0.4174927374620881
-2.9027296906478584,-0.21384364596814884
-2.9015834331361425,-0.25007529408119683
-2.901178994300908,-0.238604172069938
-2.900261007581073,-0.1463172514191451
-2.8901468108204975,0.14038977344406042
-2.8734809521404268,0.4393419187464612
-2.8725666951833713,0.4520028821629875
-2.859547533751649,0.5023388438513223
-2.8541211916748876,0.4899685092803858
-2.851450604059812,0.43097270399569343
-2.846511219566569,0.3507084708136908
-2.8434660107304834,0.313245244715458
-2.8418354892278277,0.30198266643023336
-2.840998020249998,0.2564624917880632
-2.837591336961861,0.2792270828062445
-2.8369593063676115,0.2616447850567085
-2.8324531728182016,0.1617360290939394
-2.8324412354835116,0.19389153161975312
-2.8300363443546472,0.20469616597471366
-2.8241743371458803,0.039373768283945426
-2.795646759210338,0.2743849782337857
-2.7953010367779014,0.3254119351082054
-2.7917126370735854,0.277972368349978
-2.788886418516879,0.3054388497322575
-2.7864216550623473,0.41151187166501363
-2.783430990220803,0.49021875302240275
-2.778916929173303,0.5925378044854411
-2.773378152367939,0.699115919629257
-2.7657138108530703,0.9322300759359053
-2.7531818732395306,1.2087564078134898
-2.7411603029197376,1.5170353278873974
-2.7319557786794126,1.4721136537383164
-2.7299858464241717,1.4877014635144221
-2.7296598607117897,1.4931760860244232
-2.712946511172242,1.186043455803003
-2.6871385790782902,-0.04176969773360297
-2.6842813129054273,-0.1751745221454588
-2.6710762810222235,-1.007428635798817
-2.6667403981174402,-1.3004973118112384
-2.665119928839366,-1.3654168906652246
-2.6651176807917967,-1.4063197696547682
-2.650696480894421,-2.149550101855155
-2.6476594978950336,-2.2895591557477717
-2.6272132836986595,-2.6998968918924486
-2.626046605146262,-2.70153586260914
-2.6202042411738544,-2.709259152536061
-2.616043008208096,-2.597281498851795
-2.610620199790872,-2.513258163343655
-2.6053853795998276,-2.3126930348791332
-2.6017332662276527,-2.2395456622502494
-2.5847940594720074,-1.4325383209223763
-2.581775901694887,-1.3081922525393075
-2.5808203603465785,-1.2689647032701064
-2.5636272022759945,-0.49532014544350955
-2.560198734212161,-0.35314191936309897
-2.556706239848282,-0.25807894177261487
-2.542749572256487,0.04788083313310328
-2.5363331969107223,0.07151136884408368
-2.53345453946131,0.013899193049415955
