n_harmonics,base_freq,magnitudes,instruments
9,1.1947612982343983,"[-1.16401447  2.23867377 -2.45524052  0.87164606 -1.09447314  0.31144496
  1.47092051  0.09431913  1.34057519]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9999510464479293,2.067390479575061
-2.9922507637162186,1.99736022679165
-2.987080528076021,1.9651106494991673
-2.9793297930401463,1.8841432777510514
-2.9676472206398277,1.7635772505793974
-2.9565241655854217,1.6353270002451117
-2.946458854766177,1.5229134004323497
-2.945044536720973,1.5178624774185203
-2.939549220193821,1.457808356340399
-2.936322871258458,1.4249665553085105
-2.9283095619947215,1.3181231194054952
-2.9163252967316824,1.1867015481412846
-2.9116802424533494,1.1342903496849075
-2.909825229652265,1.0952522398939024
-2.9028723077823573,1.0051335976316578
-2.9019579693039352,0.9928263263716965
-2.891440783735435,0.8607161860913252
-2.8857384072215257,0.7925110456690332
-2.8857112473829787,0.7755933032532508
-2.880696310466231,0.7269607858650491
-2.8696360510901835,0.5970012024565774
-2.8644651796401277,0.5195143564056639
-2.842574731714905,0.26222148076102175
-2.834680121962755,0.1646008745034279
-2.82073487687438,-0.020542094829753707
-2.8045905019942534,-0.20341462755572232
-2.8040501768814012,-0.21278652512967167
-2.7989321590475837,-0.27238297392656596
-2.7980583167682647,-0.2889096811185101
-2.796690363436729,-0.30551715403858953
-2.7918049443864508,-0.36198829980026975
-2.782669768468855,-0.43296397513623297
-2.7756846070761965,-0.5478713585059636
-2.773680551205201,-0.5519298749789578
-2.7649665770739995,-0.6535156829911035
-2.7561071861391824,-0.7651044014525266
-2.7466525193154316,-0.890527109034971
-2.743298861197167,-0.8810664980039896
-2.7424234498272,-0.9118608590631193
-2.7412374704288087,-0.9318002139268501
-2.7402857264408844,-0.9530290629434167
-2.726480052941109,-1.0827823638652117
-2.720231804330524,-1.1618289105347384
-2.711700630770233,-1.2173543727797
-2.707372005252881,-1.2939375394101211
-2.7063370453367273,-1.2826253784442851
-2.685371544329107,-1.485695353449281
-2.681858473082541,-1.5120598893771315
-2.6765990516565115,-1.5788167802580884
-2.6758919331933684,-1.5694730115218998
-2.671285877622701,-1.6268910414926827
-2.662981741810868,-1.6755893016759407
-2.6572571905811024,-1.75452921303257
-2.65608349958434,-1.752600449022986
-2.653606257607553,-1.757247122991454
-2.6522050918217213,-1.7887555188795308
-2.6414019942204465,-1.8614923037452729
-2.6411002044516865,-1.8828509581627648
-2.6395666187998783,-1.8999947441698126
-2.635069929502137,-1.9160959643832225
-2.6263053982284497,-1.9929908227933109
-2.6255866693133187,-2.0121270509215923
-2.5955639178831014,-2.262130474395997
-2.5842207045800043,-2.314669570987959
-2.5838807148096636,-2.3052235664170566
-2.582267416316288,-2.3073041511273407
-2.5777245193719818,-2.335293105863981
-2.576731591708268,-2.356663741401734
-2.5745733825309207,-2.3824376081260255
-2.570525745302497,-2.3828085631850673
-2.5625603543834012,-2.4314837021914477
