n_harmonics,base_freq,magnitudes,instruments
9,4.857358872041228,"[-0.84394228  0.19421891 -0.86464363 -0.88633638  1.31835388 -0.24849544
 -0.05639485 -2.188207    1.22103389]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.992874815217119,-3.8040701238345784
-2.9915552788623927,-3.964815440060894
-2.9914495083050214,-3.9223465939296434
-2.9890145761223295,-4.113856867401825
-2.9776682731131663,-4.714334270411985
-2.972963701026221,-4.739215142990072
-2.970240553364202,-4.866623586847069
-2.968694661128122,-4.853114302532166
-2.96533897137732,-4.799005454737154
-2.9573084626484833,-4.588504523361851
-2.950197069829567,-4.144788573942752
-2.940803142342399,-3.438669871562746
-2.93293174367946,-2.6467413685033105
-2.9295262493124428,-2.3156596486566845
-2.9241436022534693,-1.7771807067012004
-2.922811616198855,-1.5913660690919182
-2.9189635981438755,-1.1612306901401843
-2.909502670804783,-0.2016742666591572
-2.9083512935939906,-0.08449935563507283
-2.90447985809379,0.31732735783188226
-2.891684587757598,1.4954595827447619
-2.890593159994922,1.6330098371017805
-2.8861382243428553,1.9400416684392372
-2.879296050331357,2.3195280727211216
-2.8639615037573134,3.128025730250844
-2.8525411681010584,3.539144553888362
-2.8511062113689642,3.603813222756736
-2.826296392084224,4.0361033167832066
-2.8234480255560657,4.047113455874409
-2.821798917770956,4.02473726332788
-2.8217520350180028,4.010884993528936
-2.817088584642668,4.031760071147668
-2.816269296242046,4.026063487143983
-2.8160819712786065,4.025571373488246
-2.7905483206402417,3.510764346721381
-2.7866435097302986,3.38996431948214
-2.7860354027845995,3.378464407469248
-2.7554001055008976,1.3192106106895907
-2.751701737680256,1.002364105249581
-2.743291579365592,0.3978089486067837
-2.7417036835148556,0.2319690826222488
-2.7224131204453554,-0.8609084758512535
-2.6941882998331588,-1.0637453887391661
-2.6929958313641515,-1.0247873968778016
-2.681845124111829,-0.47373883091269126
-2.680448092885785,-0.42373312847880035
-2.6796568066088478,-0.3165525408130104
-2.678416315615803,-0.34211472494239503
-2.6726717682344368,0.1333681796070539
-2.6719283660666093,0.16334316414166863
-2.6708131549409577,0.18364753617753754
-2.6700289711473486,0.28488860222964163
-2.668589918780324,0.3746389721580184
-2.6633889485775235,0.7367669354499077
-2.6632211658765312,0.7377283861080709
-2.6619728374564984,0.877330574444478
-2.6586209763626445,1.095059098140152
-2.658139051937419,1.165278089674762
-2.654286966589887,1.5063221960516262
-2.65312599182814,1.558595928232883
-2.6406602137606052,2.3513584244264547
-2.62953587963155,2.853029813189564
-2.627928574139914,2.8655180965921683
-2.6240531408497123,2.9783417214261942
-2.6235185188228343,2.999403579647152
-2.60549969883746,2.9017395071535392
-2.595253782206811,2.644941143919877
-2.59296602475231,2.5044675913715992
-2.5845348966354704,2.1528791823224296
-2.5627626999071182,1.049870091242516
-2.561619264162468,0.9976935008789574
-2.5612389617574327,0.9897370948317904
-2.554788411057201,0.7219681000089945
-2.5373985208842345,0.18425754775506492
-2.5347130301076715,0.09933193271457645
-2.53396063012558,0.09957521239737908
-2.531046265289361,0.0369546976511324
-2.522905210745164,-0.08297269960947148
-2.5129859344222627,-0.18444410791296875
-2.5119142186954493,-0.14329282236657243
-2.505573926375394,-0.2264741862295126
-2.494344514698914,-0.3023222869784774
-2.4879768484525044,-0.3094201589894923
-2.469183734505057,-0.5707263309329617
-2.4637987860547197,-0.6205944346527605
-2.458792457694161,-0.7294048529755842
-2.454060843167222,-0.7664539378523494
-2.4429909506306124,-0.89757517173079
-2.4308932636611154,-0.9447294483637413
-2.425454789515681,-0.9567722646135342
-2.424900962713888,-0.8543007882213614
-2.4189443363654064,-0.8376192313778533
-2.41623321045379,-0.7863442038921509
-2.4080581651464126,-0.7045839278599388
-2.4005866662219097,-0.5865979254864883
