n_harmonics,base_freq,magnitudes,instruments
9,1.1378105227231088,"[ 1.09393313  1.29313204 -1.11765598 -0.81126997 -0.28085372  0.39546342
  1.18876862  1.07276634  0.69148777]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9965677230460708,0.16639810916831593
-2.995484638415967,0.18023531383855113
-2.9911727351110624,0.20886015369209593
-2.983642247684993,0.25787080287223285
-2.9744460958558463,0.42124857029126234
-2.9743112319999256,0.32955938124260986
-2.9728351867284046,0.4005727738152397
-2.9591454935157007,0.5477347653839587
-2.958344774196931,0.589722626346
-2.949856819850164,0.6697972642022378
-2.9427152077379723,0.694562888676786
-2.942235737326314,0.7761108572427274
-2.9386762515559828,0.8259292565456273
-2.937860635422198,0.8268111210219884
-2.9289887249944213,0.919726637654026
-2.9261927060831456,0.9752019102316948
-2.922206246834742,1.0139730056920524
-2.9221226021831224,0.989922503450826
-2.9188937156325405,1.1067239742549237
-2.9188363291423185,1.0080443070468894
-2.900272073395157,1.3042855798519233
-2.9000734921849327,1.2883619043609442
-2.8880199460192975,1.4362568395477329
-2.8828693500276974,1.4709528773828022
-2.874229350114782,1.6297140541518687
-2.8640481412524883,1.7203805925948294
-2.862776614687733,1.7471417180750168
-2.8606288005803515,1.7628162470378856
-2.8469584075666847,1.9100384716343874
-2.84401862949706,1.9286426713736222
-2.8412236383157996,1.9911719429891857
-2.839605918809582,1.9707804429379554
-2.808376228324853,2.249734058697462
-2.807979807761753,2.2007162198988555
-2.8075237545187846,2.2056673924140613
-2.7874691313514406,2.269129772629699
-2.7868465439201886,2.3184253428282013
-2.784441334433144,2.316842731551814
-2.7829201980727096,2.3570747055159282
-2.781461747599004,2.298143463777249
-2.7767424309957667,2.32578909067852
-2.7721827448591276,2.3117722717358333
-2.766535734482174,2.3294975481304547
-2.764157590724989,2.3305139218148656
-2.746562004308843,2.28848881396245
-2.736433295959598,2.3047510503948128
-2.735038337835594,2.3145503011014745
-2.7302535102775263,2.2493098263677043
-2.7210028480956394,2.2105970720119057
-2.718019014867288,2.198481468151259
-2.7166037344823413,2.1186378465272506
-2.6945006096749182,1.983320878481691
-2.677951240112119,1.8436171600299265
-2.6759107596498284,1.829892067610125
-2.6756390336683644,1.8205101916601816
-2.6694990673116505,1.7081385825056856
-2.667486003928045,1.7279192925618352
-2.66694626934125,1.7142021372479752
-2.6652428431379773,1.7009980771544213
-2.6560053311411655,1.5274455226034727
-2.6541296947382342,1.562170998296818
-2.6458888638049727,1.402030565391127
-2.6379107510422033,1.32449954621738
-2.6290041115424776,1.2381748063443412
-2.623569715856839,1.1853309798023788
-2.6210384464606715,1.1495481225859794
-2.6089812624705955,0.9366746197294834
-2.6079349802274674,0.966591356369961
-2.6047575759525854,0.9033710655162679
-2.6027711072771966,0.8849393968241507
-2.6022846023517068,0.8710943193516985
-2.597293890437982,0.827706431672314
-2.5727401104842125,0.4417468955599222
-2.559641357167133,0.31719003426981784
-2.5584311636551798,0.3109434162629532
-2.55714286826809,0.2768757308187226
-2.541809145911224,0.11679081274697276
-2.5344433305177203,0.013759754184290911
-2.5343546042386293,0.022350713841187156
-2.527041425035283,-0.0993213482768028
-2.5252499008058225,-0.0995929115725643
-2.5203490494465255,-0.16966170370864797
-2.5145812662255373,-0.16115530582982168
-2.5099851952488406,-0.2206715952715066
-2.503308111469969,-0.2709321908284645
-2.4981481955895477,-0.29880354366035844
-2.491917483631778,-0.3313619273805667
-2.487478670758012,-0.4178384580623473
-2.4843772199543093,-0.38593264701221747
-2.4812617995500617,-0.39287548821391743
-2.478863200967189,-0.4434052461917555
-2.477787976154511,-0.4459522399686998
-2.4737201403251516,-0.41305681083294227
-2.472552126771112,-0.4166880802182531
-2.4584776760907747,-0.5347283296879183
-2.4473987301957445,-0.49587995769791066
-2.44608411600606,-0.5237476625180478
-2.4427652093389507,-0.5791383919037534
-2.436620411679776,-0.5363525256009591
-2.4344210220164912,-0.5943250970941545
-2.433925850193182,-0.5744247979965138
-2.430903624193986,-0.5236684582189631
-2.425338788450838,-0.575273555655651
-2.4193485287979124,-0.5646247245594669
-2.4180860309086665,-0.5440137820175261
-2.4177477861693575,-0.4875220984602649
-2.417443221126662,-0.5012544411321844
-2.416285878674768,-0.4830497548835075
-2.4158491906478354,-0.5462497311715585
-2.40351484158669,-0.5185252548406566
-2.388534522187871,-0.47284759485796196
-2.3842651763544804,-0.38508765162224035
-2.3779506923520017,-0.3620725641373945
-2.3775016080484703,-0.33649091820127924
-2.374184115983458,-0.40306007033932734
-2.370644772482892,-0.3629672762482528
-2.362215433352237,-0.31674003433490105
-2.354666087425117,-0.23833237655078474
