n_harmonics,base_freq,magnitudes,instruments
8,2.8927303705377407,"[ 0.18999324  0.86307952  0.88171803 -0.68421751 -0.42307472 -1.17314869
 -1.70314304  1.19357723]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.999869448661216,-3.5558356121077828
-2.9934022243756244,-3.5283123480378373
-2.9897570271841527,-3.5230659790467165
-2.9868906115714253,-3.4754501891705223
-2.985742917806856,-3.4559906340933497
-2.983407624347322,-3.4180243121664025
-2.977251065487609,-3.2525063240382273
-2.9741674332566586,-3.173787060838631
-2.9684368287825325,-3.0326379661978833
-2.957928210228645,-2.647002653886217
-2.956770578739871,-2.549953962677379
-2.9442772837484616,-1.9653062500958232
-2.942781928519914,-1.8560628483576371
-2.935971068671161,-1.462934019682693
-2.935959703899564,-1.4840939463678797
-2.93424619767433,-1.3357538370199575
-2.9012877201548375,0.6468656083413042
-2.900476755073123,0.7329694200180475
-2.899608635861523,0.7903333028103534
-2.8829466419133785,1.6859704639158157
-2.8738837832056507,2.1013034406912987
-2.868725448059668,2.321134583034146
-2.8672262869970284,2.3724149011421645
-2.8637785291353275,2.485918918722184
-2.857910717132949,2.6440126128375225
-2.847458396877918,2.8685405075134436
-2.8325124590258675,2.9940787819611137
-2.825929843776824,2.9672503537747352
-2.8159623641791143,2.7980652105441406
-2.811494996683882,2.708275365936608
-2.804290410419618,2.530162818779063
-2.7922117438926946,2.0987900668040975
-2.788688610645287,1.948215687218768
-2.7795631493046162,1.5703003391663728
-2.7736457043638074,1.3152022573772517
-2.7727176152798494,1.2456086690718233
-2.7677939393427424,1.0257432115168463
-2.767456883889216,0.9987306237394532
-2.750924519206966,0.20468146333224482
-2.743665673131452,-0.12282895458818745
-2.7398209157493847,-0.284512134511182
-2.73331413974201,-0.568475416680152
-2.727169279524753,-0.8179146886406118
-2.7242392359574232,-0.9407158066618698
-2.72013476365166,-1.0657631474605365
-2.7152283271322357,-1.2242828637652956
-2.7109411616235914,-1.373794768937497
-2.709916991051654,-1.3960066709305108
-2.7086882920312902,-1.4289378559062489
-2.702157155777609,-1.5932951419085815
-2.6962930173271387,-1.717216242233446
-2.688618001965713,-1.8150621621713157
-2.678876672303309,-1.9057276500312783
-2.6676409447938623,-1.9557516717864654
-2.6665707272494705,-1.9444751225139993
-2.6628872389073344,-1.8939714904235763
-2.6619605767828887,-1.8878742227430803
-2.659172985059122,-1.9014117652187763
-2.656636660382145,-1.8630459112718316
-2.656355889331505,-1.8755029757327701
-2.6438047632218242,-1.7239698018319733
-2.6261743351406475,-1.4247287541354363
-2.602340785892204,-0.9968524760430819
-2.5925199702074178,-0.8035942170345369
-2.591469410942077,-0.7837279711750478
-2.588646762974899,-0.7404423274484997
-2.588554201751972,-0.7395562518630667
-2.586541299264741,-0.7168636860294096
