n_harmonics,base_freq,magnitudes,instruments
7,2.872612718792647,"[-0.46568348  0.31011489 -1.19032496  1.3348707  -1.18376038  1.21606872
  1.55710924]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.999852177004176,-1.748565848467747
-2.9987098604897966,-1.785888620073842
-2.985799186709265,-1.950342984307145
-2.983281708645012,-2.0003794668152417
-2.9829804252817826,-1.995166230814718
-2.971305076090212,-2.039870567104176
-2.971296545843796,-2.013533461228521
-2.96854843722247,-2.046818133991073
-2.9565420251657493,-1.9790760922509008
-2.952984639353007,-1.9208369304281074
-2.945852944351069,-1.837645957968586
-2.945352818602198,-1.8201093714153478
-2.9349757908272345,-1.6128891056478385
-2.9242645281476376,-1.3520408335495941
-2.9212298190129724,-1.236699930633817
-2.920357866919055,-1.2447620349946051
-2.8719014115159487,0.5362771614352965
-2.8646470572395524,0.8019067238401579
-2.863268801151936,0.8393988023222717
-2.862617519131038,0.8688757430382434
-2.8605624496946342,0.9356449754123637
-2.8593903261671474,0.969764767028794
-2.8569020316888696,1.0631028746614142
-2.8528199447281346,1.1722487416147216
-2.8507344785712396,1.2696458981829515
-2.848601249290171,1.3455916235438097
-2.8418583102451525,1.5440871081411374
-2.8380522919623665,1.6297819574094161
-2.8349343137351,1.7594397614435942
-2.8327020448808646,1.7839921717952802
-2.8284608559279594,1.8864060937461113
-2.8268303140164655,1.9538453060239944
-2.825543846120392,1.943505379953146
-2.8178569319432913,2.085757067945612
-2.816915162003203,2.057500227809307
-2.8113481198449026,2.212204255362677
-2.8107110621782274,2.20607145111128
-2.810141208652084,2.17071267678494
-2.7972586246176587,2.2769850254424884
-2.7958157343067214,2.311133406945956
-2.7792474260352593,2.2502570314864734
-2.7695900192873864,2.119274455974016
-2.758901402907327,1.945717637809398
-2.753013102064555,1.8465655646424874
-2.7521051707057964,1.7742121474337027
-2.7488194945803204,1.7137408609269933
