n_harmonics,base_freq,magnitudes,instruments
10,3.4071334738812764,"[ 0.08336639  1.04676228 -0.53641038 -0.26973664  0.92075925  1.72041125
  0.2641111  -0.62105393  1.69288073  0.36608326]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9961369679861445,0.8960687048664753
-2.9900606489624497,1.29851165304449
-2.9869636501233487,1.4253147445747003
-2.9826660762744934,1.656556272403485
-2.982568198036815,1.654388976929435
-2.9647213254742137,2.226111032611873
-2.9608625744167965,2.309730982773955
-2.9551777588194588,2.4206084791037004
-2.951339030504168,2.4416919486658415
-2.950422923069767,2.465193407622047
-2.9432985339436972,2.425201462580305
-2.941819504279655,2.4465263486754956
-2.938458743166648,2.4127148957561335
-2.9126792508894095,1.973393380453815
-2.904308899261026,1.7944575007120103
-2.9022150304253604,1.7791576599380587
-2.9016033700460193,1.7306006982933386
-2.8982423043834604,1.6991533494075195
-2.8899613956850554,1.5389994932962279
-2.8891417517436553,1.541800903509669
-2.888447014493151,1.5286217774550876
-2.8844426403033943,1.4962952949465407
-2.8753951795727777,1.488339366688773
-2.874670448930527,1.4246561335828307
-2.8737600104135037,1.4462866582563922
-2.8656601138445716,1.4454912624885312
-2.8621791505548675,1.4403458024519782
-2.8612275833560825,1.4205296472750446
-2.857696208381276,1.4694725335225662
-2.8564215766543546,1.4281308776155879
-2.8483427269440673,1.527275997367246
-2.843791941286633,1.5746219754540027
-2.8423911532193613,1.5825828826111128
-2.8421568175639185,1.599207715349868
-2.840228951365421,1.616013778500441
-2.8322666433786026,1.6434266277848135
-2.829740282697502,1.7059460155678106
-2.8256913566619586,1.7568259257006187
-2.825354317164524,1.70819947969597
-2.821395449672691,1.7192411046171736
-2.813559513718556,1.6988591121975887
-2.809427653969351,1.7658586109409349
-2.7940786815134953,1.6326043269591706
-2.784587232394725,1.4824114154842507
-2.783040241166354,1.449877676014618
-2.7774322728962995,1.3127769792983894
-2.777308623492368,1.3549023853975328
-2.7771675846353956,1.299222781644599
-2.7678117444844665,1.1104309822778085
-2.756469276251818,0.7979710367076539
-2.7521524118267475,0.6825034479246571
-2.7504672595685378,0.7255146106382152
-2.7439715753185956,0.5583766304287031
-2.7307507800123005,0.42046620395687656
-2.7286026045696694,0.381680101411538
-2.723119850697249,0.4063232316557335
-2.720666661973799,0.3976603842268729
-2.7198952988366933,0.3823965246908476
-2.718704939402202,0.4775525407122948
-2.7124533124942785,0.4845830427078754
-2.7095891925471385,0.5923042327719952
-2.707338757309678,0.651378836388864
-2.705681088729511,0.669144337792822
-2.70566124233871,0.6941243124242418
-2.6902181336650663,1.2986463516868771
-2.6885928645372896,1.3260567007262785
-2.6883868949093737,1.3217756300460262
-2.6856564703852066,1.5035350306519168
-2.6754014529210526,2.0995970083299444
-2.672839209307578,2.2851075727883634
-2.6682648620868408,2.5330609243822413
-2.665201392729718,2.733792079683391
-2.6591629776226453,3.0886065817698873
-2.657532481233056,3.193338578839849
-2.6519418601000044,3.489178301136746
-2.6508201568528906,3.586841276399437
-2.650716779172665,3.561278919940595
-2.6422951503232577,4.019635844807558
-2.6396240447392554,4.150368956595583
-2.634374453805133,4.318819420890945
-2.6268781233982104,4.5296455201930295
-2.620718891208514,4.566981889564088
-2.597542615544076,4.240693379338657
-2.5952426426306303,4.158225722777487
-2.5815392658209007,3.402047336409816
-2.5765365881475732,3.1726674649650497
-2.5638152444579108,2.1909357352009513
-2.563642143456594,2.2415802784307988
-2.558728602114104,1.816226482274965
-2.5563525316715983,1.656741097350127
-2.544211312935175,0.8404651038600491
-2.537310243912265,0.44723855762122494
-2.534111197384415,0.17079999147262576
-2.523894167609805,-0.20232038800093016
