n_harmonics,base_freq,magnitudes,instruments
9,2.486883734614352,"[-0.65622105 -2.08735997  1.35792035 -0.03937848 -1.9525003  -1.66994275
 -0.70295102 -1.53364826 -0.15604238]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9984167137843074,-1.041555282412056
-2.9967901671242156,-1.1183509414391772
-2.99423613528457,-1.2362632619585001
-2.9899381190161236,-1.439954098682576
-2.9896454165481208,-1.452028350308976
-2.9830445884796197,-1.758526623375607
-2.979636653431499,-1.9127851081800278
-2.9752220471398703,-2.107275209680559
-2.9700495587180713,-2.334589334468544
-2.9677479977438677,-2.4329506360721522
-2.964222451841065,-2.5808869231721747
-2.963797263769136,-2.597572197812141
-2.9558052353794766,-2.921677367863848
-2.9545039381527363,-2.9724851969347483
-2.952076328276386,-3.068816374259125
-2.948773490440742,-3.1955253651183932
-2.9418478909125607,-3.4435655587543543
-2.9413174657251604,-3.4680529985366304
-2.9352574672240683,-3.6739686855583624
-2.9183680810522796,-4.192537481025082
-2.9097339504215207,-4.423725087622265
-2.900401958220005,-4.642707356527285
-2.890914464003804,-4.833758985658794
-2.8902640178490824,-4.839032679785533
-2.886950776924869,-4.899040725793158
-2.88337922860151,-4.9619413308396885
-2.8768615229930248,-5.048850766911776
-2.870450878620188,-5.126324279983125
-2.8701227503538345,-5.125712375681515
-2.8659931560594494,-5.158537305074862
-2.864000938752103,-5.1815050423212075
-2.861649412205943,-5.196119712232225
-2.8289439334539335,-5.143317609778908
-2.7911238896866966,-4.409930550229366
-2.7806469483445855,-4.077958282320624
-2.7763304630118286,-3.9247807650756386
-2.7734870756362318,-3.81990340733857
-2.771502018195137,-3.7488719523597505
-2.762913905599241,-3.410032299602991
-2.7596261327486538,-3.27396466521326
-2.7561751311811564,-3.1212212282304974
-2.7535887605594,-3.0097554429683404
-2.7444449980268315,-2.5926817649697376
-2.7392292785681853,-2.3554598678738365
-2.7317321147961513,-1.9956366160524668
-2.711947141495958,-1.0453193047664255
-2.711518206994435,-1.0207840935876378
-2.705268760488318,-0.729887794576688
-2.697353591004087,-0.37654358031725693
-2.6953675098039325,-0.2895962205010767
-2.6920996884321218,-0.15174448900430718
-2.676439785880368,0.45028006094067174
-2.6760382125349595,0.462549077310195
-2.671736969495475,0.6076982324229548
-2.6650567412699715,0.8074338080232691
-2.665012071060165,0.8066779192441715
-2.6558774823381888,1.035936119275382
-2.655720370875506,1.0402055209827787
-2.6555064990859245,1.0479188144136364
-2.654556167078266,1.0653699597890705
-2.651603157687074,1.1187525486063228
-2.649422826394588,1.162623170438726
-2.648832784341807,1.170748391047764
-2.6451939379122464,1.2288340015032733
-2.643157287764359,1.2584929512932799
-2.639869058583927,1.2964773169694226
-2.63359602880874,1.3437647988950907
-2.633366087186113,1.3440844767881144
-2.6322730125173983,1.3451418198610596
-2.6180526489985723,1.3388420893928907
-2.6179814708170293,1.3387518756837289
-2.6170678100562763,1.3284365436621621
-2.615486996924962,1.3180918474248062
-2.6028598004079946,1.1583890838879183
-2.6012116195185344,1.1303669540962593
-2.599004652947449,1.084625267154759
-2.5949303917504536,1.0072140743805018
-2.5946950027093547,0.9963510151937192
-2.5932336180590063,0.9648923291043232
-2.575538125857422,0.477111424229471
-2.5706828740281713,0.3227288094801135
-2.569703344053915,0.28843582989371863
-2.5597064837460306,-0.06819648228716403
-2.5465187300538776,-0.5626299048378405
-2.5401372019443826,-0.8133795853567778
-2.5362398398189163,-0.9553569253294504
-2.53565684450256,-0.9779837787150155
-2.533385250848597,-1.0584854713861576
-2.5326523236787892,-1.091422591410269
-2.5287180819640933,-1.2390601134261647
-2.5245217381878344,-1.3911878240558353
-2.5239014867424716,-1.4121390121231139
-2.5194187102667307,-1.5694134579072598
-2.517559219870769,-1.6373405945446193
-2.51552495205546,-1.7019162918614128
-2.5115826523732805,-1.8339086159505742
-2.5058055624203757,-2.0081889140329654
-2.5020911667140275,-2.115381207883442
-2.4825687279622013,-2.557019109341345
-2.4793436082358737,-2.61736210965425
-2.4708054822272185,-2.729679299897003
-2.4626735953331327,-2.7914246421930273
-2.4615751149435887,-2.7988354227852006
-2.447648048667001,-2.8059319395334104
-2.4368606371171824,-2.739312426360048
-2.4317874461751896,-2.68676007156092
-2.426274048743516,-2.612773782754303
-2.423255524529872,-2.565365315814205
-2.4184436053476537,-2.4850417176557853
-2.4141573729105317,-2.408679411811514
-2.4058038189127915,-2.233038142720007
-2.3984948495676996,-2.060108570903957
-2.391109479929833,-1.877924940694581
-2.3887583271657706,-1.8180335461002595
-2.3857674708007948,-1.7397941702059916
-2.3635355901873107,-1.141065562509229
-2.362936802037522,-1.1239473248973575
-2.3621971289433477,-1.1025287832783308
-2.3613113160780115,-1.0820705527806502
-2.348982025409022,-0.7574301219394675
-2.329723227007669,-0.29027113955434125
-2.315546588219084,0.015098237862874323
-2.312727008885375,0.07282046516180693
-2.308372437778803,0.15416176220165054
-2.2961816142326037,0.36530590209829056
-2.2889850031088184,0.4799132982300768
-2.2886869821684055,0.48558436840317626
-2.268483780513141,0.7708318242182363
-2.2656457039991764,0.8067870299972565
-2.262404924834948,0.8524737271952884
-2.260312906868765,0.8842532538922561
-2.2538045562647118,0.9685748379439121
-2.2479943296539555,1.0440826162704282
-2.2461738834201253,1.0689692811967697
-2.245402661058918,1.074065403415358
-2.243533204421082,1.099722948896742
-2.242972206489401,1.1074954787078752
-2.2361343984928617,1.1991429309887018
-2.226197487923532,1.3318165668151365
-2.2192864525698193,1.426556420417295
-2.211374548280986,1.5424575761245103
-2.2094685354672974,1.5704403208024456
