n_harmonics,base_freq,magnitudes,instruments
7,3.7742629694783925,"[ 0.64881275  2.0855166   1.64952479  2.34651332 -1.58071775  1.79630336
  0.74812458]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9924305459377187,3.091814556861101
-2.9920404553659763,3.0806986919579193
-2.9792060035491943,3.006012967809192
-2.97132841746435,2.8611139298781527
-2.9708197231506563,2.8435807794105745
-2.9697351349247376,2.8174474535724285
-2.96929668096006,2.804972177518911
-2.9546438577603036,2.3549522343492084
-2.932740832882193,1.4504119380023763
-2.9223125649707304,1.0068461139348657
-2.915514838283207,0.7276394359201626
-2.9068931536748197,0.4253974728509862
-2.906019111691974,0.3957028336966698
-2.9034942875188965,0.3163536870984627
-2.8965614057000395,0.12526001252645624
-2.886801350491641,-0.06659670568669047
-2.88610221991297,-0.0865031356660301
-2.8838205530864363,-0.11489161494726113
-2.877534188056544,-0.17134173473049327
-2.8694461934614237,-0.18012782886569684
-2.863710752830719,-0.14440252873487483
-2.8594146822497732,-0.09695107006198143
-2.8585671120221594,-0.07886497937091695
-2.850141502574928,0.09233950051662336
-2.849716702635994,0.09954473537077324
-2.8482896759724747,0.1324480598399483
-2.8446809277357126,0.23378735646134136
-2.8443860445998124,0.24192142276738382
-2.8312449574448335,0.6811519570288613
-2.8289448411358737,0.7814576811174176
-2.820183220226622,1.14698355150977
-2.8196297942403774,1.1752272582432215
-2.818605551745936,1.214383895452969
-2.817007070681394,1.2895445229668854
-2.812651718610394,1.4888459828866558
-2.811029371028915,1.5720009769219594
-2.810237988694314,1.599596908789652
-2.8065816224499036,1.7706200021329392
-2.804765149243977,1.8531317205199878
-2.7985060282958734,2.1367834426970735
-2.7978408387311777,2.159958332724155
-2.797211481406551,2.195331081018881
-2.7961463874705377,2.2456432924201772
-2.79357201718436,2.3564764343120457
-2.783895925507024,2.7642170627703813
-2.7821143046832613,2.8357969089269073
-2.7676329434283904,3.305722897881176
-2.756684031336773,3.5473709055858977
