n_harmonics,base_freq,magnitudes,instruments
9,3.0359043893563893,"[ 1.10394234  1.38769577  0.11511967  0.09158341 -0.35318989 -0.62604977
  0.72596966  0.32820793 -0.88523621]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.994187651916077,-2.519017528478702
-2.9868236141207705,-2.8040617532851373
-2.976379945754948,-3.060368490612074
-2.974669354328559,-3.086333423145339
-2.9637571645170198,-3.224421987244108
-2.9633173390820247,-3.2271858485748757
-2.959279831372946,-3.241131261156349
-2.9563343293034023,-3.2417203571530626
-2.955676705633182,-3.2308685779299755
-2.941174650631071,-3.1159135963893534
-2.93192541736601,-2.957078896418887
-2.928649896062259,-2.9041761991584916
-2.9003360593719028,-2.2967964041338655
-2.8988642976983536,-2.2736054907436287
-2.897185169407254,-2.227166210289756
-2.8967775794957404,-2.224706232997641
-2.8963235511271996,-2.221141961161959
-2.8939170754808297,-2.175509954624022
-2.890477102723646,-2.1105498268162566
-2.8855818168915395,-2.0273319544063266
-2.8818340334448305,-1.9820626501397398
-2.866972343625479,-1.7970868753271265
-2.864300006794397,-1.7879621629856286
-2.853716779965976,-1.7233544176364224
-2.853369344274645,-1.7118355847825675
-2.8521645297298237,-1.6980014878105676
-2.8504051115368307,-1.7048160226553184
-2.8501045676068175,-1.6980428576953797
-2.8478029539323284,-1.6898738159888018
-2.830971423465396,-1.652487848942859
-2.82806261571901,-1.6305018936060216
-2.8210835519395894,-1.6168198119882016
-2.8167011809664864,-1.5884593006200765
-2.8067599509368533,-1.5088927436416633
-2.803606637862674,-1.4911951273203443
-2.7975316268447514,-1.4039824747757097
-2.7963704180667577,-1.39299251984392
-2.7880618947288003,-1.2173492306372062
-2.787686317536603,-1.2328524899619717
-2.784050195271032,-1.1334978524319133
-2.7809505529744403,-1.0506849870228325
-2.76217887547232,-0.41579143140452524
-2.722039734521551,1.5588086210595342
-2.7136149898350754,1.9902961404331616
-2.710272720845671,2.173062682308358
-2.703372018402543,2.499060908946382
-2.698447518487113,2.704358180643625
-2.6917123884694707,2.971525531514986
-2.690941649064002,2.994194528417886
-2.689221679155306,3.0476910114711884
-2.689143222429484,3.0549192336570954
-2.67278138340947,3.4413673774393243
-2.6564674795942382,3.4932401466575063
-2.649182843438865,3.376445756645504
-2.6490491222000374,3.383125978472228
-2.6480711791224287,3.3535206766335772
-2.634220927742338,2.9616868230733897
-2.6248106341480155,2.5444389215306225
-2.6205883724256003,2.335882074816522
-2.613224465457848,1.9240459794678089
-2.6126109035836453,1.882164711501509
-2.61141329485854,1.81838620676869
-2.6113256326778345,1.7999917536309191
-2.5961241133378916,0.8544712732090378
-2.5889481225588398,0.37781917238437995
-2.5720899115643707,-0.6799975094519709
-2.5661057654173347,-1.0260884361774316
-2.5460362580542943,-1.9172384380314322
-2.5394499664795083,-2.094365781506271
-2.536362428065856,-2.1697085968839507
-2.530746253938551,-2.2708600953137665
-2.527785040015947,-2.2998486294067044
-2.518694059292015,-2.319961564326641
-2.513800806234402,-2.291329242821155
-2.5069859872281333,-2.1789425435143737
-2.504198119425287,-2.1232386090929345
-2.5012293762536357,-2.0568828607737917
-2.501217149455056,-2.057223524929402
-2.499215818691697,-1.9863474248677937
-2.4980090493164755,-1.9670947006170723
-2.4844688504454684,-1.4748767244984577
-2.481386902088171,-1.3450471646250788
-2.46691488445559,-0.6714169657057198
-2.4616481025581756,-0.40608504339421253
-2.4577378988650946,-0.21612345746495365
-2.455539657116491,-0.09672407972271013
-2.4538664662515495,-0.024416721781220875
-2.4471058117896387,0.3092406130391879
-2.4350345691602633,0.8340635059576949
-2.4204282245178597,1.3562641372376256
-2.4200745081216883,1.3592959686734647
-2.407361203300801,1.6483565443160477
-2.3935435706708237,1.7823454481398953
-2.3850570751953946,1.7686439582276043
-2.3769754814347306,1.7061443965216527
-2.371508049725911,1.6171292961980668
-2.3713548712995998,1.605952238797362
-2.3525081936551744,1.1835712430710235
-2.3462967382515743,1.006129705395404
-2.330668937480892,0.5447352230000384
-2.326321235243827,0.41527909240525257
-2.3180979354647877,0.1895733670673034
-2.3177725526900916,0.18647269770755082
-2.3046074718306815,-0.13320042444798258
-2.2990587165885747,-0.2485545989567779
-2.287887578520862,-0.41528549161620604
-2.2851275114499074,-0.443195404544969
-2.2838929137685287,-0.461093297017701
-2.2830522959201494,-0.4716492445243289
-2.2716298123888974,-0.5391771943590906
-2.265559583431862,-0.5369735666725232
-2.255969590319924,-0.5243106303373213
-2.239513449992459,-0.4082528682724729
-2.2042289393672143,-0.18489431243105628
-2.199550312137503,-0.17405248694908443
-2.192668375051942,-0.18711351038789248
-2.1893369153190583,-0.20618485558688512
-2.18692212278627,-0.23258841206047295
-2.173364240023753,-0.3623031390910803
-2.1703832462189716,-0.41043115906267946
-2.1666811606880705,-0.47082930903464715
-2.15444200459714,-0.7169116403982455
-2.1529117784105782,-0.7631512264955966
-2.1424157912997224,-1.0418714179685162
-2.141110009596182,-1.0629275596564984
-2.1367323787205406,-1.2071548402442054
-2.1309469775427905,-1.3596179148899168
-2.114947705307986,-1.845250537699912
-2.1136847665722946,-1.8848843205952572
-2.1113170864362614,-1.9509088352688901
-2.1103052269542975,-1.9884073040561006
-2.107281125416365,-2.0643646125598836
-2.1044368459130744,-2.1464029968379106
-2.1020568124674073,-2.2090729090849077
-2.0822631065900197,-2.6372850329302904
-2.0814429828072667,-2.6277016434053952
-2.0666989921862626,-2.775097530440247
-2.063708618017092,-2.787524521504041
-2.045333311668066,-2.714199726595164
-2.0407046232070387,-2.6534879277432726
-2.0397541692708465,-2.642453061513414
-2.0263803296255367,-2.390757945730768
-2.022701541842795,-2.3183534616427424
-2.0220243657444112,-2.2943193260114945
-2.0127954442175695,-2.0470258677884456
-2.0111867041581286,-2.0017840357928356
-2.007214529730083,-1.8774539522842049
-2.004098969063602,-1.7811124812112
-2.0031035365969387,-1.757623745220928
-1.9931741578134523,-1.4522488315157498
-1.992611087740534,-1.4156339317807138
-1.9921746091093744,-1.4165128570367755
-1.9705144041173264,-0.7455037056237579
-1.9603116750587157,-0.4758390441846093
-1.9526256027303919,-0.2963554691308944
-1.952145404026265,-0.2831909794508017
-1.9066697868799414,0.15436140450503122
