n_harmonics,base_freq,magnitudes,instruments
8,4.698988111705372,"[ 6.63562596e-01 -7.31572353e-01  1.10577035e-01  1.15600120e-03
 -1.25280045e+00  5.98778845e-02  6.25841948e-01  8.92263506e-01]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9971580609508113,-3.91674893334867
-2.986698981372661,-3.314942526129574
-2.973666199948651,-2.2935927178564777
-2.972773206949342,-2.166352316475334
-2.968828716247651,-1.8990133003617937
-2.9682448671422996,-1.8447033158062294
-2.9654265715348003,-1.6585912500379454
-2.960260472080842,-1.132736525335022
-2.960019027991212,-1.1048260377492565
-2.9593223955951475,-1.0279880561242818
-2.9582744281468907,-0.9733929956094952
-2.9556423272260504,-0.7673984851994482
-2.950296346419572,-0.28737635483055307
-2.9437073593866883,0.20119804022878837
-2.937971313838421,0.6808295035729214
-2.9332190776197082,0.9719796151153627
-2.921267558565355,1.4651891529362595
-2.9016937143515333,1.6144516456298112
-2.893971871655463,1.365378598503803
-2.880631151999495,0.7352427292996023
-2.8774843177696505,0.5406080639356503
-2.8561641837156824,-0.702124160612805
-2.8483831565812716,-1.1417220360043683
-2.8411878998647584,-1.4465464149492047
-2.8363367538905067,-1.6053309412772532
-2.8300977767022397,-1.7912274192036388
-2.82796958746884,-1.8087470052964132
-2.8170444174865246,-1.7731105658229755
-2.801752045275345,-1.4706408993268718
-2.8006922973216515,-1.4673518751298031
-2.792005946208467,-1.132051169969147
-2.7908347566603933,-1.1459836760147608
-2.789307829322177,-1.0510167173844842
-2.7777742357198862,-0.5577774299972337
-2.776269938185311,-0.46753781903913755
-2.7754950381982244,-0.4671445755170766
-2.771809743365946,-0.37371951702321776
-2.771350012018665,-0.3211257392478281
-2.7687794453326564,-0.28313538784224007
-2.764484901703519,-0.10891588298825505
-2.7628378408260756,-0.10286061503692313
-2.75049248678728,-0.011845026572984661
-2.7455104633265286,-0.041712953620387024
-2.740788005529354,-0.10980602032020675
-2.7346499067685377,-0.2702946601086057
-2.732279008005839,-0.3903159067400143
-2.7210580527083272,-0.9966215650567404
-2.7150562246346635,-1.3944947248531134
-2.7039080204466526,-2.163773898190916
-2.7031076730060226,-2.222031049991663
-2.6996202899214303,-2.551297272220266
-2.6964181100984392,-2.779759533869263
-2.680040000480208,-3.859760591316567
-2.667985371932163,-4.340379220780494
-2.666900581579522,-4.396339755815871
-2.666714790142321,-4.460977449137176
-2.6666103897823223,-4.422079371932002
-2.6654382131490513,-4.519289436231142
-2.6509977713750175,-4.390606133913239
-2.645766476107757,-4.19489138234168
-2.64422645750944,-4.104381631513575
-2.633883918056898,-3.504371089938434
-2.631293825719224,-3.244769736163235
-2.6296607894256847,-3.08744938024048
-2.620267244925179,-2.21592654642914
-2.611787744840875,-1.2933498077829104
-2.603353394343615,-0.29723514398199286
-2.6028694942563213,-0.25594555426125504
-2.598967114561762,0.18307629036120232
-2.592926143271144,0.889384052313649
-2.585921182668753,1.56701975090126
-2.570799625216379,2.7718761289876004
-2.56956461263123,2.8344794792387162
-2.568939176122678,2.9210223957951724
-2.556334596661685,3.378461344365599
-2.5539777611378414,3.411311094623399
-2.545410070356133,3.41272291163681
-2.542759086580829,3.364052206635145
-2.539785725745639,3.274392634186518
-2.5395140680363335,3.2512209919391544
-2.5339242580348875,3.0774985732132865
-2.520954838179601,2.4112714873784276
-2.5170418438312616,2.193995307531232
-2.516024450357903,2.1242234579903774
-2.515528457981186,2.0051668148549355
-2.5145816525321827,2.025846555662035
-2.501309942966827,1.0766959673116463
-2.4994817556474285,0.9461464172645266
-2.4908758410068854,0.4374371631707835
-2.4845862644738794,0.20320566722381225
