n_harmonics,base_freq,magnitudes,instruments
9,4.0044409762345765,"[ 0.78163618  0.23549246 -0.20665962  0.3343049  -1.01026227 -1.88868065
  0.12798028 -0.43148305 -1.57795643]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9985118978799745,4.072221285888232
-2.9828778273492373,3.893329716565389
-2.9817753048213826,3.81270505744157
-2.980915714558107,3.8143378280615012
-2.9627944679670772,3.0361500458580477
-2.9617885871558496,3.057726940337138
-2.9617303725170947,2.9727053891748665
-2.9607136560423335,2.927047952123871
-2.9602544957562547,2.875287609642868
-2.95969396576176,2.880002259796866
-2.956796193161771,2.683340094322714
-2.948382552913726,2.1218902028158926
-2.93776932841266,1.2261099464257637
-2.9303814609718537,0.5662818039488164
-2.929570212162857,0.4852911459555663
-2.925840709197651,0.11513841668490973
-2.924606806386989,0.02881430686038986
-2.923320413743893,-0.12836068475438658
-2.9186118087844495,-0.5390484771727183
-2.904285796129971,-1.9386270470532947
-2.896821182210785,-2.5510241426200313
-2.8956477479258913,-2.682860079382296
-2.893563084163797,-2.822268847821711
-2.8690186329132903,-4.213702527677103
-2.867195942385076,-4.292720919455639
-2.865191341258362,-4.299745262823831
-2.8540494297829246,-4.548899134359924
-2.849771727484272,-4.478285149604687
-2.8484356619363718,-4.493650350605122
-2.845843385218614,-4.451308147571469
-2.833811666037862,-4.131925613782144
-2.8334301268504714,-4.127108938856728
-2.833040886798376,-4.105669064165447
-2.8215157207598596,-3.6280356583593085
-2.8127519745628033,-3.172021746907569
-2.812597272807513,-3.168169883716253
-2.8028299446437535,-2.619543616663636
-2.7947200722487717,-2.154194275982631
-2.794056651865815,-2.1427144676461176
-2.786393700253857,-1.7523462778130454
-2.7777290680897595,-1.346093002059378
-2.7728915879734424,-1.1684752521840074
-2.770884337237175,-1.0794002515104297
-2.768825271873431,-1.0613624382220193
-2.762874662769705,-0.829363090712415
-2.7520069010285106,-0.6761160410521813
-2.746008877676833,-0.6454492859386268
-2.7449676736736563,-0.620817859172316
-2.7400669698866715,-0.633188031527289
-2.7391712823094814,-0.5623354787673509
-2.7165827368059894,-0.8513943883566506
-2.708255513540016,-1.0197587078227617
-2.7023293552893977,-1.1378583943350353
-2.6861777946980148,-1.481382717303651
-2.679894311497386,-1.6462255809975144
-2.677591830025105,-1.6754863580253179
-2.6726856030914434,-1.8009646355859503
-2.670061687100066,-1.7842995066259024
-2.6700592588725454,-1.7859260550441463
-2.6691275230848115,-1.8479836325893804
-2.6673559339628214,-1.8561105882638065
-2.6670378810619217,-1.8144711772858229
-2.665434015114017,-1.851141133247487
-2.6615575825919775,-1.9806855557585274
-2.6563065306728113,-2.0051352719542095
-2.6549702733321614,-2.008912723897438
-2.653935107302608,-2.0326942609344454
-2.652005497841075,-2.1031191587086076
-2.6506971191429516,-2.058155259488035
-2.638203500439137,-2.292006498396267
-2.6323537839028557,-2.336206764525244
-2.6290531008225555,-2.3723110261120595
-2.6241282709914895,-2.4204526670203994
-2.6218016737768988,-2.485523581157778
-2.6196582494402665,-2.5042032009829507
-2.614403563336144,-2.5285368871837006
-2.6048643183122033,-2.637003170793998
-2.60452935839582,-2.6512373707476566
-2.5914789508809797,-2.791717719467352
-2.584504417291707,-2.78411230533456
-2.5830258062581164,-2.8343547468427874
-2.5810826360810344,-2.8291442752876335
-2.573775543109806,-2.82701355137358
-2.5735555467509155,-2.799562087873256
-2.5701989693514813,-2.802439263809898
-2.5681461592127173,-2.789020165178576
-2.567016986451974,-2.775685544291975
-2.544027787514384,-2.2079695955062824
-2.53909073810821,-2.026889526398855
-2.5051976628456636,-0.016973139232761197
-2.4931208479948124,0.7793807024049131
-2.488782228590594,1.0630572926066093
-2.485413508966806,1.301524306565328
-2.48311148271069,1.417930296312722
-2.478969716812364,1.6347283243090818
-2.4669329124963966,2.1289994865358888
-2.463375351266514,2.258777464675922
-2.460155176035234,2.248347531776724
-2.4582429740858003,2.3200074741805095
-2.450491455248543,2.41319540222337
-2.4439001717316535,2.2911906748475666
-2.4263696127891965,1.7198341695296224
-2.416837324926399,1.19880036966726
-2.4126516242990625,0.8843750514636933
-2.4091828206457273,0.7272172449457319
-2.406063453155106,0.5250032995687771
-2.4016827290759624,0.19596476293925452
-2.3947799790359223,-0.18467500532080747
-2.3902220794657536,-0.47141700623750327
-2.3838448813425677,-0.8259774350518932
-2.3797553630395374,-1.0173473589841013
-2.3732180860750125,-1.30182498996218
-2.3640907317124507,-1.4434051465733115
-2.3549834038820445,-1.4409402140912324
-2.353233518552181,-1.4094860002786656
-2.347700506428449,-1.2620299362211655
-2.3473134394797537,-1.2433139165115914
-2.3419592817741393,-1.0562698666663768
-2.33865883433982,-0.8927635783107047
