n_harmonics,base_freq,magnitudes,instruments
8,1.1199952462641183,"[ 1.364638    0.52118376  0.69551054 -0.31807228  0.12451144  2.11264127
  1.7882776  -1.27485001]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9987260063951107,0.13041419503875715
-2.996154967545725,0.0835829395896686
-2.9955603398010524,0.07137138654853994
-2.9853370975366236,-0.12605153629868815
-2.981535590769851,-0.19901695167338274
-2.9666037728769385,-0.49340863647221683
-2.9645744394107787,-0.5312444376173016
-2.964508223275914,-0.5349247414725592
-2.955752177807578,-0.7097183880768969
-2.9537437378556133,-0.7515236320908631
-2.941881316371624,-0.9858063758850353
-2.937555618487479,-1.0753602705945196
-2.9318017436895856,-1.1861334234081347
-2.9236590619161755,-1.3515319265831947
-2.92261700553611,-1.3725411085322876
-2.919249505890605,-1.4368048049686268
-2.9175531181552388,-1.4700804005201422
-2.9151961984412402,-1.5176758490772924
-2.910372453345352,-1.60755818978578
-2.903292649161259,-1.7440693626782917
-2.8947819168498388,-1.9005289503607197
-2.890833777118832,-1.9720111491817203
-2.87646536503798,-2.2183277490212214
-2.8747064359117247,-2.247097318742494
-2.869200241540913,-2.3391760167702826
-2.8633435995097316,-2.4302836603790086
-2.8536311618361925,-2.579646460287567
-2.8484477578756096,-2.6526651408754245
-2.8449190138739855,-2.7005775710610003
-2.8431038929641472,-2.724377421133566
-2.8357820965149614,-2.8192697167073675
-2.835112450953492,-2.828244334522744
-2.830670804122474,-2.8805243652499772
-2.829214905691572,-2.8999404622879883
-2.8247038098106945,-2.947965461440939
-2.8051727241048035,-3.141819956533212
-2.8048881615547234,-3.143075056379464
-2.798229119476927,-3.1958011611396016
-2.7974872349199593,-3.200735049254622
-2.7884658068881034,-3.2605881484895405
-2.7840256773698,-3.284412424076182
-2.7834952876398478,-3.2887988463933224
-2.7790268364463016,-3.3101891923981155
-2.7669081031332743,-3.3519644234917623
-2.7522065505493822,-3.375607907049422
-2.7411646107127052,-3.366468402234799
-2.7400656046952263,-3.3661777367543437
-2.7348855831086443,-3.3570566738793497
-2.7097077934263503,-3.246499990422999
-2.7073931451858972,-3.2282246981678986
-2.702007537479952,-3.1943387212012286
-2.6987257825870605,-3.163207652696231
-2.690616541885606,-3.0954760617492147
-2.6888624586626246,-3.079811039520797
-2.687781514782139,-3.0669774556354445
-2.687368914166543,-3.0686266076644833
-2.6838522924654553,-3.034072764598809
-2.6737670756763636,-2.922836642543432
-2.6619590718930564,-2.781474792393264
-2.6596007671162134,-2.7491848780421835
-2.650918365942153,-2.6261205377216386
-2.640590540052873,-2.4718182793888666
-2.637557591232281,-2.4240152081196644
-2.6315640218412515,-2.3283474453827235
-2.6172992383510922,-2.079676612745618
-2.615853366385293,-2.057931270346126
-2.6141086066989554,-2.0263396645546643
-2.6138284978729684,-2.016807713247906
-2.6100526821158834,-1.956771283094807
-2.6080443661349997,-1.914259496682009
-2.6069914810807786,-1.8926145811954682
-2.5936688093436397,-1.6352104937392713
-2.593295910785728,-1.629975813142209
-2.58889736857852,-1.544307124365508
-2.584881484293252,-1.4626609588479418
-2.5396286899256046,-0.5098581929372371
-2.5220418359751973,-0.1287002054754772
-2.5137926126337775,0.04755508388574961
-2.511064670082553,0.10713587609637781
-2.509104833905176,0.14666024815381387
-2.506342603878843,0.20671918607352494
-2.4825532641213224,0.7032154864548431
-2.4793267809041364,0.7658927964892035
-2.4792155251852948,0.7675907116615351
-2.4772174735706987,0.8116438509010786
-2.4763927104141077,0.8252713743088702
-2.476267379548668,0.8272199829165785
-2.4598169522495037,1.1490941440368487
-2.457749324007868,1.1878203167194317
-2.457252543044289,1.1948505404254584
-2.4564806262216434,1.2090599028660758
-2.456216065670062,1.2162729942785022
-2.4455627886581857,1.4071893512263676
-2.422673190477167,1.7989477249667922
-2.415257708997344,1.9108807182846916
-2.4136173444521964,1.9348933630814227
-2.4124214907137977,1.9546827645598739
-2.4023218346787614,2.097372767228749
-2.40216406901728,2.1002826834637904
-2.3947143258428074,2.1989875463140107
-2.3921844720480445,2.2300216727148525
-2.3837830468492482,2.3323622474464503
-2.3836226190727094,2.336592372716104
-2.3802992634309668,2.3743704569682933
-2.37811651748331,2.4019482575168003
-2.371325473829131,2.4714185171957936
-2.368918321184388,2.4986285843023217
-2.3678955726064306,2.5085831896140705
-2.3626945296064275,2.557959991498091
-2.3585847236157944,2.5952733384624813
-2.3542700730828194,2.6286403732006076
-2.353270642098413,2.6411888977589166
-2.352924616594892,2.637415245431316
-2.346043889742611,2.6970819321031176
-2.345081268525496,2.7035838701007675
-2.343112183396732,2.7147428559561826
-2.342931778965429,2.7200087400947113
-2.3394826706415373,2.7396107715704128
-2.326438399021013,2.8178386338942953
-2.3175501093728164,2.855948204908606
-2.317177357197875,2.8588533441493778
-2.315016108349793,2.8669382066452394
-2.31200348827861,2.87546912948341
-2.3086908480707704,2.888936854213676
-2.3060737595891116,2.8953692142997256
-2.2960962795178945,2.9155730547063854
-2.2955827391435215,2.914758990489201
-2.2925285994743687,2.922230611370038
-2.2811531419209325,2.925004274596011
-2.280085122813113,2.9263885344406027
-2.2743607653228115,2.9251109204136583
-2.2705140575023854,2.91943867502481
-2.263164558401681,2.9075933772716582
-2.257446073980242,2.8877325860625946
-2.255255180512989,2.8835283368944995
-2.2492962044790246,2.870553071119496
-2.2463231331931865,2.856319251547043
-2.2344485028931818,2.8043598637406775
-2.2183642501019127,2.717481003171228
-2.2147165234414325,2.6971812929232692
-2.2109399652762987,2.6715023693606157
-2.204204920489718,2.6230599451658705
-2.1998184883902803,2.591825316537604
-2.1907768046867915,2.5177918422379464
-2.1904961254370976,2.5199933109128323
-2.189686640442476,2.5085718878528063
-2.188748111462872,2.504544418300996
