n_harmonics,base_freq,magnitudes,instruments
9,4.1659714754826,"[ 0.99542757 -0.70588503 -1.02211221  1.80906208 -0.73648575 -2.00429899
 -0.08203551  0.06934031 -1.30056974]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9940079557431734,2.6919871889406153
-2.9924077534562636,2.674355630537782
-2.9880605731531826,2.598130437742182
-2.9815140804349007,2.421488469872815
-2.9634229293278995,1.2342538821400992
-2.961073777694299,1.0708190632809582
-2.959937974533206,0.9201791657340741
-2.9573601680002177,0.717814066630475
-2.9566762702007976,0.6343537023920369
-2.9477973588671453,-0.30420511646422416
-2.943010494139094,-0.7544434825915869
-2.9369193516599075,-1.4663237861630063
-2.934924994169815,-1.6077515914581901
-2.931762791496224,-2.001466459649709
-2.9299780955773924,-2.222309041860837
-2.9295621955233946,-2.2072121089578163
-2.926803197064793,-2.518569472045518
-2.924108178484385,-2.7881946733107106
-2.921542554409961,-2.9860170263633226
-2.9145739165779254,-3.612959345629649
-2.8911457038573354,-4.654191893752383
-2.8898106553486995,-4.591616475097552
-2.88950377015483,-4.675380021556947
-2.8886822071687943,-4.619786477184242
-2.8777418775053407,-4.444747374401759
-2.8702007364351605,-4.12890538006429
-2.866993161169143,-3.9579505834866313
-2.859093907437856,-3.445595625336051
-2.8550368414938823,-3.1460862119552897
-2.8273138792208528,-0.9346819789168618
-2.815115700808514,-0.25252385234835517
-2.8113707763155853,-0.08772903910461013
-2.8083695074942785,0.029106784563203682
-2.804889874979487,0.08693883689570711
-2.8032970484212285,0.19325270365556924
-2.7940397858537143,0.23004304243546625
-2.7857170925173564,0.19991747556882475
-2.7853124127305007,0.125685934683841
-2.775719820450804,-0.13711123815928944
-2.7740323809676966,-0.1432473242419578
-2.7677199459742585,-0.4200959948397252
-2.758272714227326,-0.8422539507126059
-2.757614725311355,-0.9006125187319615
-2.7505001346595375,-1.265150684675898
-2.746179715573181,-1.3746306413592349
-2.7452159327854924,-1.4174478317502879
-2.744947377691064,-1.486000666266382
-2.7319646599336567,-1.8494554281264037
-2.721442806901436,-1.9860646675442497
-2.691488855524373,-1.039623560047302
-2.684735547253427,-0.6832872169171448
-2.681126089480996,-0.4771006320166435
-2.666652052774877,0.5207167366082291
-2.664715688188844,0.6606364918144291
-2.6568488878365537,1.1356291494986577
-2.6473643745891002,1.6635111478865656
-2.647040075716264,1.7286060714517226
-2.64679924235603,1.7072448839406493
-2.641713128126341,1.9233324490702381
-2.6379607434907104,2.0437780665009098
-2.635896054292055,2.111306753302486
-2.6270855460414664,2.218180349821989
-2.6186341866054006,2.1713166188748816
-2.615139989245777,2.085051945324077
-2.614763589298853,2.078734059493484
-2.6054387202930984,1.789140968507343
-2.603267563675381,1.6480051420487212
-2.601679112692704,1.5961305561710186
-2.600288437503325,1.5369264706014458
-2.5974486882654118,1.3740786356874382
-2.5930313743944655,1.124338568813028
-2.580340173030653,0.2801958148922532
-2.5801736387960332,0.26712481920244724
-2.5734559924007576,-0.19797571952346327
-2.573177842443765,-0.1814044798502924
-2.56599376443737,-0.7550132197598092
-2.5619081832310586,-0.989394259562693
-2.5578657467647226,-1.2251742399753398
-2.5566010276089672,-1.3030273408874165
-2.5515439280668395,-1.6139548575497227
-2.550614210938902,-1.6454666295033116
-2.5356918038623273,-2.2610490413448185
-2.5291109576887663,-2.4707509121003586
-2.5228170966907255,-2.5300757278529358
-2.52245707813775,-2.491833971787792
-2.5205986309511488,-2.498996780889404
-2.5204846452816145,-2.5015398860999483
-2.5118693000638475,-2.439654529802507
-2.5117603565011835,-2.4777899438582662
-2.509187838121983,-2.479900095800683
-2.508424994955603,-2.4367212847571853
-2.4900326788763447,-1.996594507907904
-2.484414660363514,-1.7805439215654608
-2.475221113068357,-1.4588938390906772
-2.4663234103716554,-1.1084564476998084
-2.464979736441066,-1.032410612962333
-2.4605282355317053,-0.8752457803781785
-2.4582120587595,-0.8222829864862905
-2.4468169006912905,-0.3931057026477905
-2.441560801840512,-0.24741063429831608
-2.434825623889134,-0.08776019717255594
-2.42697128642384,0.06558219650499852
-2.4264671060746146,0.06843448612786793
-2.4135526844568282,0.18149563388477122
-2.406490874129339,0.24566028835413956
-2.4026837431184784,0.2555416723100428
-2.40084436458499,0.25553040623073914
-2.3993295240602994,0.21342414151847572
-2.3981232106339663,0.21447431755078092
-2.3952235892765454,0.13368965801295782
-2.388093493155033,0.11612763089859693
-2.3873157678908647,0.13507475593080365
-2.3860094610695928,0.08432699508446342
-2.372909094834731,-0.1586898388774432
-2.371027003159833,-0.148241207025869
-2.3584218615184156,-0.4364505666351126
-2.3561841334565496,-0.545891896167674
-2.351205309136571,-0.7000178768513492
-2.3391227257314875,-1.0531825328601416
-2.3336576160846847,-1.2258611580364873
-2.333586015468394,-1.225596309827455
-2.3280130402478107,-1.3888194809055316
-2.326439201301797,-1.3957859752943653
-2.320437110937129,-1.574320893344881
-2.318402950370735,-1.6409357209671118
-2.313787776317058,-1.7401449943284828
-2.3022738384494197,-1.9923648476562803
-2.300816284020733,-2.0173075621780026
-2.3003135855927104,-2.0438158074511943
-2.3002223598711398,-1.993386207897465
-2.297472687492862,-2.0608231231620504
-2.293293966594077,-2.0623682517440045
-2.293002465817496,-2.037908649680967
-2.2920480266985903,-2.122465949554475
-2.2910370046803408,-2.0717756559954723
-2.2832246409374326,-2.060204462846463
-2.27047248026488,-1.8001598340655627
-2.2620452120415093,-1.4794913288030558
-2.2411556607237575,-0.2764018676959412
-2.240993091552155,-0.2572991845476897
-2.2368438313124086,-0.02181965811145202
