n_harmonics,base_freq,magnitudes,instruments
7,3.131410756902258,"[-1.12136884  0.26710628  0.04219906 -0.1037846   0.31128542  1.26203866
  0.81504921]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.999452661475684,1.2237887841079202
-2.9939181026793626,0.9168746792497589
-2.993862873790391,0.9288298893319002
-2.9793603083656235,0.1987473622338426
-2.97708513453336,0.015773169698275913
-2.9712432887928535,-0.24290689227130138
-2.9685711220684734,-0.3585017401230773
-2.95227560847276,-1.081705390041366
-2.9522350576852547,-1.0811348525361155
-2.9510754917479836,-1.1165225072244926
-2.94696819716318,-1.2609057309015521
-2.9450894158371597,-1.3205281213000566
-2.9216415576733112,-1.8528887893936588
-2.905324792415728,-1.9525853549890893
-2.896607414810233,-1.8774694362079594
-2.8956244437669394,-1.8840086924885793
-2.8893688043694588,-1.8051987402889567
-2.8846805987038975,-1.7001637360585498
-2.878001712429528,-1.584795685539268
-2.877202235861564,-1.5721550331077927
-2.876066178535484,-1.4985634866131967
-2.8715721490403037,-1.3614811766992738
-2.8626463958698016,-1.0713349685480418
-2.8505139175440632,-0.6521149089711626
-2.8500854329504275,-0.6475041613910172
-2.8498032512952474,-0.6029740850811655
-2.8496957416205375,-0.5910350128053684
-2.837874759757373,-0.12122815868528632
-2.8370771919985858,-0.11614874370774693
-2.8347910322871055,0.014316690465334797
-2.83456070672819,0.0037668363189733442
-2.833537946934614,0.053369607798953236
-2.8160643301190174,0.8184539815522525
-2.8081060054216582,1.1081593947566262
-2.7850686452851514,1.8528036790285323
-2.7827283014952338,1.9224550972437897
-2.780179648635505,1.9893543772312106
-2.7783095402208975,2.0094221067960825
-2.778129946405257,2.0163974039607497
-2.7763007571670633,2.091845098083907
-2.767402799372782,2.167838768884556
-2.7666261321858863,2.246783995252017
-2.7568206315195685,2.3086546289015764
-2.750206995521246,2.353343060879616
-2.7491346890579065,2.3793934278039566
-2.7482690654081274,2.292873567583055
-2.740866169674039,2.3006641472430047
-2.734894662845666,2.288229442700439
-2.7246027001090445,2.1418799091526215
-2.719888577745574,2.0384819245490235
-2.7017127363641,1.6342485028453113
-2.698528429555073,1.548084042194964
-2.6903755322133267,1.2923115203793343
-2.6796374939638263,0.9114962948544393
-2.673125690898571,0.7095567652053776
-2.652845665801733,-0.0028859904129811343
-2.6524596851448177,-0.004182705480745568
-2.649908788955626,-0.1306912564414152
-2.647518342584565,-0.1751046727371098
-2.6465713119583967,-0.21949342146120412
-2.6349558215607454,-0.5826862638323878
-2.6331495729397423,-0.6331255924784353
-2.6297004558353776,-0.7448319692899555
-2.6241796001768742,-0.868179493690017
-2.5999651599209654,-1.3809516948989284
-2.596923030040637,-1.3837130310635943
-2.5860157948321314,-1.5740951042909954
-2.582088137312179,-1.6077534120146222
-2.5419354229275917,-1.7491828224627537
-2.5389622862094194,-1.6930006383608902
-2.5350232247786098,-1.7178231545111389
-2.5256424144581167,-1.686960205223245
-2.5242898873187407,-1.686042120900492
-2.5241958776136038,-1.6672757168869465
-2.5146965804642822,-1.653398766158576
-2.5083571670157028,-1.6501155023769454
-2.502718844786171,-1.6331906496311315
-2.5018921719333598,-1.6610385829938772
-2.4924031315578983,-1.623126104218144
-2.4911714712483577,-1.5842059171878802
-2.483948986544374,-1.5781776289659766
-2.4836150286692336,-1.6036345684746076
-2.48181814598947,-1.58523916227474
-2.467290506292984,-1.6391044964982302
-2.4636742160704728,-1.6429619114406537
-2.4579479676719913,-1.6963432347898515
-2.4547627283898112,-1.7161626954061213
-2.452598912207816,-1.6767399514946133
-2.4519405869346205,-1.6740356592139334
-2.4203011047065326,-1.943747389867612
-2.4199768448723917,-1.9229834845123748
-2.411448153066804,-2.053806268445451
-2.3991855477850774,-2.1647235531747158
-2.397948210605864,-2.1758104775632865
-2.3962871856779624,-2.2124952106651317
-2.3956374932970497,-2.225665812721761
-2.382294278307512,-2.353714785583099
-2.3809056740331003,-2.4097981070039816
-2.3803529504983683,-2.372911169257639
-2.3588979813679885,-2.6017925889283524
-2.349987732261698,-2.66730893863686
-2.342063732951358,-2.7049009323336186
-2.339686972379398,-2.6882305517008174
-2.3370441939615842,-2.73265052702703
-2.334836088173346,-2.721172812098389
-2.3330579155382494,-2.723076934615319
-2.329949556663782,-2.7443211596279036
-2.318343931288901,-2.76811108144488
-2.3171693848404606,-2.82232789655475
-2.3168765797981887,-2.7974029816094856
-2.312014389351689,-2.788378408357936
-2.3059586997040307,-2.820533073708903
-2.3006894853736872,-2.779585442319499
-2.2919566700989833,-2.758788859829587
-2.278935271664378,-2.7492027115061517
-2.278501687448012,-2.7226252213354334
-2.261333086455856,-2.7082041188993693
-2.257051904292074,-2.661483574666634
-2.2459171076242597,-2.5704391269585414
-2.238875137870128,-2.555072052952682
-2.229943784740641,-2.4849866107307954
-2.2269571417433456,-2.469248807807991
-2.2260131840066504,-2.4405013580676007
-2.223371381165186,-2.4350860954528866
-2.2157230571454525,-2.394075222743282
-2.205708821443304,-2.2381790657443505
-2.2013017109734903,-2.2752634396528664
-2.199761502544999,-2.2691292819044797
-2.197570038421726,-2.214090484772703
-2.1955020532970364,-2.2051050407731787
-2.1944697276870557,-2.2157103291642333
-2.183153356816616,-2.0573063680792214
-2.182049022891273,-2.0015936672697623
-2.1819274920000282,-2.036627089400872
-2.175248948639551,-1.9139510355176934
-2.1667569950926238,-1.7978697424563788
-2.1664636207186723,-1.819960820594296
-2.1653642204788914,-1.767101227942569
-2.165153004253188,-1.740750449051062
-2.1603636586552915,-1.6875044304060014
-2.1597650921702685,-1.652846505838172
-2.1553680945725375,-1.5508807331801147
-2.15153957699456,-1.5221850165321875
-2.1488627724590232,-1.4519193226132936
-2.145854299167568,-1.4041526774826572
-2.145340006791553,-1.351694019182986
-2.1191813353158846,-0.6455311227488342
-2.116728727072716,-0.5445638636354364
-2.115048037823774,-0.5428832306372687
-2.1128229985165636,-0.4393853116959124
-2.1095354266795443,-0.3320656176227314
-2.103232848311449,-0.09580311934827267
-2.087990378509881,0.5130772864054588
-2.0864280205024004,0.5684880544681854
-2.055832671521971,1.8052657197261142
-2.046144985537425,2.2556787345799414
-2.0392045103583367,2.573609710117926
-2.0373343889937328,2.6180581613681917
-2.029673489385014,2.911634421688714
-2.02592970858923,3.0297736093864267
-2.0242366323357923,3.073397888440696
-2.0199978583750453,3.2278924702086313
-2.016075533557774,3.3033832160848826
-2.01418954434822,3.373866275725761
-2.0105614475743945,3.4903331557203265
-2.005193143790532,3.59581780157229
-2.001077655311361,3.7178502010166183
-2.000816067642547,3.707930768796281
-1.9858458449508574,3.950622640138953
-1.978891175088972,3.9543861058126133
-1.9734267098205245,4.026111578960892
-1.9682291920135195,4.017926676847398
-1.9664142835055016,3.957161733929195
-1.9659200999318076,3.939070718929233
-1.9375935945431382,3.3904659932997947
-1.9364925588465345,3.392155702529692
-1.9269493093775347,3.0113154739063117
-1.9241666516352463,2.948273597126288
-1.9185674870287526,2.6814540398412228
-1.9165140031117296,2.6042488989972377
-1.9118468623400444,2.4155357949623686
-1.9077222263915896,2.2173020172175573
-1.904992051321372,2.034369389348567
-1.8903456553459628,1.3279677212072547
-1.865991949558309,-0.03179654482398677
-1.864460960813509,-0.15764815939466092
-1.8517078905800772,-0.7625865424981425
-1.8492956799032472,-0.9134545348235715
-1.8452482225724292,-1.0753460177891538
-1.8428160268044724,-1.1857989892110594
-1.8386038554788988,-1.3375216643292882
-1.837422074484775,-1.412430164475897
-1.8343410609618518,-1.5662440250263814
-1.8292579413189851,-1.7512049432567633
-1.8274256074177562,-1.7963248878131968
-1.808063002380558,-2.3414135728617547
-1.800560912116052,-2.4672277713467463
-1.7981004903226863,-2.486004170425664
-1.7862446456624155,-2.599114711366021
-1.7803940680742951,-2.550405210701513
-1.7662594764262947,-2.4305361172620694
-1.7526370752324723,-2.1387474486617335
-1.741182545785994,-1.8030379627230517
-1.7341758576557444,-1.6349111511479824
-1.7335598918859516,-1.5674689023899824
-1.7311541972393016,-1.5262554094901337
-1.7311279908588146,-1.5082279472836537
-1.7293067743931472,-1.453695336020142
-1.7103102683685536,-0.7813664157311829
-1.7096388903654336,-0.7111690676450987
-1.697632409866654,-0.31204733406170254
-1.6835014474655299,0.17043190300415087
-1.6829909140611359,0.18541538731174712
-1.6765986779907112,0.3655869291005892
-1.663512621503124,0.7082128520360437
-1.6631603524860321,0.7037107794375214
-1.6621648540003082,0.779494029504596
-1.6571187286205777,0.8260170381240289
-1.6521939135936397,0.9079443398529902
-1.6518613555727837,0.87116656411719
-1.6263538373857043,1.1161223045352344
-1.6171379941436084,1.142563137181086
-1.6153096553783888,1.1106978437274135
-1.611584336987957,1.111350218000825
-1.604010926847628,1.0030025147324366
-1.6018445326647066,1.0359304233436397
-1.6014025230895934,0.9532591959951684
-1.5906329815540472,0.8333309149121407
-1.580043496566763,0.7283701660915414
-1.579336528325419,0.7091870775814902
-1.578981568391577,0.7087302751074043
-1.5681907987901225,0.5028348923397993
-1.5622294178350857,0.4185035609360685
-1.555524976609773,0.3342449425580007
-1.5552150574581776,0.3111264886902436
-1.5532047453049604,0.3437940687231442
-1.552109721551883,0.2629436983804568
-1.5385263004911107,0.12796623697989085
-1.5321918331905204,0.051699291998442864
-1.5230113841085307,-0.005342991134068371
-1.520519334864827,-0.023704268071268263
-1.509674965493647,-0.05200959452378897
-1.4999986838576682,-0.03010946718621989
-1.4997460398126157,-0.03554386421054666
-1.4937910496059121,-0.003338313276680112
-1.4916619004834573,0.043439422401560936
-1.4907686258742503,0.007137469818799855
-1.4681646190408584,0.31714858851234184
-1.4635829372141578,0.37643185672005786
-1.458453303844704,0.4595317936134263
-1.4521881668728285,0.6220836766139226
-1.4505228223394444,0.6295619363067673
-1.449686129396525,0.6989913316732599
-1.4485885533135243,0.6898782198848337
-1.4455061432469478,0.7477266066651096
-1.442577719112847,0.8154266716481507
-1.4406813390894158,0.8494584533025574
-1.4323896993166179,0.9851559123505149
-1.4297239342905945,1.067225537592312
-1.423256780850027,1.1586632222455484
-1.4199994807904295,1.232757527494266
-1.4113028645964978,1.3566041465780858
-1.409690764541562,1.3837127505708124
-1.4063990646810853,1.4742340439074246
-1.4054005441914423,1.4820912692652584
-1.3880975193965284,1.5934995765021982
-1.3821197501885836,1.6322349753691585
-1.365290522306243,1.5890612115477936
-1.3580732569510523,1.5017075413831418
-1.3478756255035889,1.3417255930967729
-1.339186591505122,1.1320729364232776
-1.3304507034201911,0.9862060310286344
-1.320290273345031,0.6957332036210375
-1.3145038157160762,0.5544932083046643
-1.3092950356184485,0.3573487041743516
-1.2960155567956548,-0.0659756061442168
-1.2890944505560116,-0.242582885593539
-1.289075502865383,-0.25645283925627965
-1.2856093570325338,-0.3789782871854203
-1.2825052656305376,-0.4359571727259686
-1.276393579967453,-0.6136743794999145
-1.2726974772577473,-0.6871791958738676
-1.2713088601257083,-0.7230832885747571
-1.270448424811887,-0.7526010553790633
-1.2640006772673655,-0.9035434478212644
-1.2619205360818673,-0.9246351609951369
-1.25454617985717,-1.0884147818011491
-1.2542398616838075,-1.063009207145444
-1.2517422951594162,-1.1329368597717482
-1.2454834425245107,-1.173228093555039
-1.2440457567551924,-1.2149881214428453
-1.2309853974160976,-1.283061138974296
-1.2255620796760514,-1.1868895578487408
-1.2250796432227191,-1.233690108747254
-1.2077686022292595,-0.9999710661501989
-1.199276734141526,-0.7784398686449872
-1.195694900450854,-0.6857001254416458
-1.1916498341056767,-0.5492955455488694
-1.1895808425862655,-0.45497386573908166
-1.1839068899064076,-0.2809051404839708
-1.1745334430112229,0.07034528481155222
-1.1733145009915649,0.1040506046811699
-1.1652546628179403,0.4629144197135271
-1.15748497292427,0.8199781359869202
-1.15186836879216,1.0600796694703414
-1.151400651285841,1.0965900381973992
-1.1436769813289314,1.4743005342757227
-1.1376179001800468,1.7806304532501234
-1.1314075478002847,2.048168616069862
-1.127486866472714,2.1935541203031903
-1.1235644076574816,2.4070154304782565
-1.1229141586071323,2.39164766683914
-1.1203098966362177,2.524357574764722
-1.1130004320845748,2.7401771672317703
-1.1083018425884943,2.9580639513329245
-1.102736493218201,3.114855139462402
-1.1026518682754651,3.114358529340732
-1.097153951621903,3.3012481159220393
-1.0929302732849864,3.341497916391399
-1.0925349877780917,3.3615232339696006
-1.0829110523089887,3.5387558551624383
-1.0748646838253288,3.6138907719057767
-1.0713548801163486,3.6227786483916398
-1.068670892830323,3.6159440772329865
-1.060322218685055,3.5657027183051837
-1.0552159250327375,3.5465233013956974
-1.054640319387745,3.525071526304524
-1.054533698219961,3.530846993339661
-1.0486878170035694,3.38628455021125
-1.0129308488877007,2.2286121877066085
-1.0112675482363476,2.104178439130841
-1.0098664167261662,2.0267502698491953
-1.0089914130269728,2.003483728838644
-1.0063578340274895,1.8902933815314362
-1.0007873661451374,1.6167188933611518
-0.9906259789803986,1.0959140376682528
-0.9905148685593006,1.1047344794458935
-0.9893611867408758,1.0515076847787757
-0.9868600333773632,0.8978768134924823
-0.9838189710285361,0.7255085572918467
-0.9667624002841748,-0.15653566998295174
-0.9457664694110361,-1.0748127859300292
-0.9442046781868019,-1.1216067249474375
-0.9349437735233845,-1.4027896236841086
-0.930432664525835,-1.573106603837907
-0.9183488845556749,-1.7839661847450712
-0.9176080227100631,-1.8275191919597085
-0.9115467430437798,-1.900020457509754
-0.9098697049614239,-1.918952387037474
-0.9068758556097718,-1.9384072378433492
-0.8971541183464193,-1.9398837700903504
-0.8922243001401817,-1.9078739468804122
-0.8838518903101154,-1.7915790335325024
-0.8812923329184632,-1.796135059191366
-0.8798045611895793,-1.708097178105352
-0.8741192196760075,-1.6390767962262127
-0.8694327479238293,-1.5229159097060332
-0.8632050707125316,-1.3142122301015506
-0.8580955451001318,-1.1458330979390832
-0.8438809137403513,-0.6334512927672551
-0.8410852989412865,-0.5512749979963549
-0.8410490046028589,-0.5450986955364632
-0.8398707054967991,-0.46477855067407164
-0.8383237212969901,-0.4245087479282627
-0.8377459470294788,-0.3880966907464482
-0.8276842611309458,0.006251097002457847
-0.818609769882106,0.417925161147801
-0.8128236207349175,0.6658051949179546
-0.8103799346753942,0.7325841332007104
-0.805897131957571,0.9160258468357511
-0.8054429588353011,0.9533487967777441
-0.8050848586573505,0.9645628437912902
-0.7961099076374945,1.3111307099541527
-0.78313050613023,1.6992639207225844
-0.7780000180882851,1.8799055790367931
-0.7772185758239347,1.870302021286648
-0.7754140581140927,1.9762709245787915
-0.7736535223598828,1.9761541338041382
-0.7687291366627536,2.10930973986307
-0.7677623957775657,2.060783979568003
-0.7663720242664542,2.110275483173726
-0.7544685274163374,2.293141585187005
-0.7525575043888226,2.290134462503124
-0.7428142551563788,2.3398561432909513
-0.7295684726967817,2.3047716593029848
-0.7250182356926906,2.22369514493635
-0.7218389390524012,2.1961026424331185
-0.7140071679825972,2.063259363989063
-0.7134876304047153,2.0830406575844256
-0.7023381219817959,1.8087765275366858
-0.6846139861536371,1.3031215152235736
-0.6800067710317856,1.139563540405326
-0.6794874029344022,1.1378308012759781
-0.6785000590536279,1.1057823599897543
-0.67371312802827,0.9309267026226318
-0.6708659768947336,0.8532142907564253
-0.6667183947615616,0.7012819569447183
-0.6659653614925829,0.692347353593849
-0.6655444306451583,0.6991547062304112
-0.6582075528552949,0.4302936621717251
-0.6574008759249867,0.38062035473525724
-0.6442534642081044,-0.08520988540272253
-0.6440522788735938,-0.08610784600667246
-0.6329625625383333,-0.41671767460999987
-0.6261103842678111,-0.6735510672829385
-0.6233485840443596,-0.7150567072853347
-0.6181358560072789,-0.8787379115061249
-0.6175058533152473,-0.8716292496268407
-0.6065337593342592,-1.151119649026949
-0.6034257302002324,-1.1746482236128748
-0.5982677048385989,-1.2729020609768948
-0.5790368897966576,-1.574872801550767
-0.5753940840891483,-1.6279617037389889
-0.5661735093537756,-1.6732546350522501
-0.5571184370278415,-1.7338166743917975
-0.5401146345863674,-1.7292047236198003
-0.5348980990527901,-1.7619821011373558
-0.533580774875297,-1.68650922947161
-0.528185926114646,-1.720657745391242
-0.522992558583939,-1.7233006500372834
-0.5106163169162059,-1.646710345848209
-0.508054785261761,-1.6533958516649405
-0.49801290158281475,-1.586724935493799
-0.4922283897104349,-1.6213128547163247
-0.48931359659005835,-1.6141017517070129
-0.48718177683314146,-1.5981188412647727
-0.4871643785426354,-1.5777352083158587
-0.4833923114669165,-1.5955739389017303
-0.4796747018384604,-1.5818062565588964
-0.4768811272082072,-1.5816458130878241
-0.47136498740141874,-1.5937415074939918
-0.47108402993186704,-1.6261013377013993
-0.470542717820964,-1.5957041038893198
-0.4468271620034492,-1.6577038903662387
-0.44628639510357404,-1.6611431908841547
-0.44024762554713703,-1.7176756957049042
-0.4395904343389141,-1.7048656949925376
-0.4195772637967945,-1.909850828932882
-0.41840276099088847,-1.8649448884103268
-0.410763714819149,-1.9797404645479395
-0.4101311940350172,-1.978777056218707
-0.4076442108314642,-2.014692663629609
-0.394860332435091,-2.149137179847418
-0.3928285477790374,-2.183661961665148
-0.3924707799701972,-2.2144113137504475
-0.38172478282060585,-2.3171694032822585
-0.3717323931920724,-2.4185311765178685
-0.3626976816742422,-2.479333289095057
-0.36234846917118935,-2.470979402348441
-0.3542192555703787,-2.488726605007824
-0.3452805848537315,-2.6570724854152172
-0.3286306504078027,-2.72806175385244
-0.3183394279121661,-2.7695772799998166
-0.3181196156746755,-2.743388898134476
-0.31323508159876656,-2.7640515372266794
-0.3052444621320931,-2.782565367592357
-0.3022719631481139,-2.815998716903224
-0.29645621592297067,-2.797627529396713
-0.29242760836492865,-2.8088586928698964
-0.290755544801482,-2.829270504846416
-0.28814382195406774,-2.7656278160399976
-0.28810958459184377,-2.775373769895979
-0.2866456129473747,-2.7862054257690514
-0.28543699444523174,-2.811735750998773
-0.2739871292163212,-2.768017590607201
-0.2707829745840167,-2.756586981635139
-0.269891090295868,-2.713085767917443
-0.26871635076044065,-2.740194765280232
-0.2665263945879657,-2.7202128165824404
-0.26450352035665414,-2.72509470960171
-0.26215881711973177,-2.713318684981453
-0.2510459594473269,-2.6397065157115236
-0.24998263199568616,-2.6187771499783197
-0.24909174300772285,-2.626773494628824
-0.24373628164739802,-2.5926770299802517
-0.2385785301672012,-2.56735818695411
-0.23583534022432495,-2.5822077194234883
-0.2333682996845905,-2.545674490044507
-0.22535442438453046,-2.4968873754864207
-0.2209062485079789,-2.4930520511198275
-0.21942796580115198,-2.460645430533512
-0.21627138082295527,-2.459317335591669
-0.21192559884974216,-2.433583954780914
-0.20795349688800924,-2.416925287167439
-0.20708346032109493,-2.361911529617442
-0.1891896347882671,-2.1944666260942576
-0.16926806252507998,-1.9332142621595632
-0.15893747856028284,-1.7486678158512345
-0.14576429513174194,-1.5697379807048855
-0.1413905881744082,-1.422482518074277
-0.13687492142532198,-1.3094846295933789
-0.12051835751389994,-0.8810057912718197
-0.11990608386973989,-0.8770249454202604
-0.11048847748688129,-0.5923403649380847
-0.10818168831862263,-0.5152121261012379
-0.10744110326322254,-0.4814789191540122
-0.08914422326486715,0.1935953150979199
-0.0795596451782723,0.5454024207019192
-0.07552053068627185,0.6605760080076984
-0.06717534532603242,1.0811498531554615
-0.05734945208383291,1.4938359051572543
-0.053846220745572104,1.6345543390532862
-0.049559346629447276,1.8080692479761922
-0.04944907658038389,1.8182141760250727
-0.044053873941097166,2.0537527430632045
-0.037958836816362584,2.3291680405086383
-0.03656123689230828,2.37496538272905
-0.03571492094062112,2.385657285675037
-0.020700200179911477,3.0051223520472226
-0.018126214924287343,3.041826655068819
-0.012437995570886429,3.2763526344392178
0.0023035888131657245,3.612248687004891
0.0038213184453206317,3.696152566320744
0.01694413120083027,3.857053162354374
0.017862463034426845,3.9050159230375048
0.01883043193710776,3.9322970833190682
0.028478091572967656,3.9698860668667866
0.03486806984249924,3.9820572829275522
0.03505161502405674,4.007425943694873
0.03930131167730444,3.9655343161076146
0.046139900154163804,3.9037374583311726
0.050152009000321573,3.847095154551858
0.05044876576752699,3.875495596048619
0.05669437892936635,3.714937451548576
0.07683041241194122,3.143569322430231
0.08767239810535443,2.6950741526319173
0.09113893313453403,2.56350725143375
0.10252832442707849,2.0092550381963976
0.1079247284887952,1.7671751457148088
0.11581355088150147,1.3302985808758645
0.12125695229428146,1.0410869714781055
0.12215546602002725,0.9517917587644239
0.12514169727604285,0.8311331687950622
0.12761446469200965,0.6556067578074514
0.1335114517538214,0.31898634424020966
0.1335283639912328,0.32764022777528157
0.1386177661854915,0.05460257825796835
0.1391378413068196,0.004054134035781788
0.14418089713970428,-0.21354772006121778
0.14645797894839552,-0.34449725524971564
0.1519051636358748,-0.6522010613954239
0.15512993799857044,-0.8082917713512945
0.15737203044252324,-0.8648410659303689
0.15847931322845366,-0.9635717733629454
0.1617334747537491,-1.0860777480352974
0.1702822932658128,-1.4637910513971903
