n_harmonics,base_freq,magnitudes,instruments
8,3.475877023549624,"[ 1.00804122  1.37178143 -1.14618099  1.02127065 -1.22961009 -0.11396363
  0.09612612  0.05212875]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9922801553840457,4.474267121684869
-2.981441903483222,3.5566119163418044
-2.9616993732317183,1.7112539281566286
-2.9615013868105455,1.69205310501027
-2.959798233920419,1.5324538288664291
-2.955246816611543,1.1089435025922203
-2.94859180025501,0.5101405788562093
-2.9467321026563384,0.34721624774491955
-2.9343841684920955,-0.6357037820639009
-2.923965306736224,-1.3146524628649678
-2.9217137063867242,-1.4383974970046949
-2.910878727046813,-1.9195906812523706
-2.902700304294277,-2.1423980261081534
-2.895523781197314,-2.2382326745911425
-2.8817388186146653,-2.1643305840807696
-2.8677760825220897,-1.7863810194577965
-2.8666598003326174,-1.7449220589349745
-2.865543551298421,-1.7001669158016024
-2.8613102980208454,-1.5242548373822737
-2.856868954540354,-1.3210041936269292
-2.8563155246121537,-1.2949539574243445
-2.854527124474126,-1.2059240643118034
-2.8534441458904327,-1.1526441419041167
-2.851432337484943,-1.049891115324848
-2.846371286767541,-0.7792604691894885
-2.838786344156544,-0.3531559016579534
-2.8367712660970588,-0.2388766452679252
-2.8332090913076433,-0.03394783983715917
-2.818128422941326,0.8061962124469821
-2.8109264391684468,1.1702050350543074
-2.8091893246994273,1.2520233246851775
-2.7994208318627742,1.6619364682468243
-2.792240817442563,1.9017606975162664
-2.786127916584275,2.0604098940456663
-2.7810442145317396,2.1550432727406625
-2.7714923900814292,2.252060351429824
-2.7675101654634293,2.257271721554299
-2.7672344196855976,2.2584297048022157
-2.7647553844509067,2.2509901264159633
-2.7588173821623636,2.2063535082758463
-2.7573257964537827,2.1876408003223573
-2.7528182006191395,2.118961586067656
-2.7511425582746813,2.0883155356523897
-2.7472884341495627,2.0059485541561637
-2.7454424638218438,1.962969992473298
-2.7420084291223925,1.8746191655330862
-2.7305232880098886,1.5090332980124137
-2.7261477231975837,1.346782056662167
-2.7194720863152773,1.0887253083122113
-2.7180643915916987,1.0301771447598524
-2.687559966731487,-0.20290083810772575
-2.682621970864841,-0.3817828745325498
-2.6799226053885787,-0.47199187050576835
-2.6787448206606026,-0.5096906670550868
-2.677040581350113,-0.5648753273186721
-2.6769248438819546,-0.5702401903856789
-2.658424210823356,-1.0479451434298677
-2.6576039352375185,-1.0616505315236873
-2.652032403868721,-1.1589589824505435
-2.6511545646476713,-1.1736239905126986
-2.6486576108685,-1.207635943056578
-2.640512952172856,-1.2945148322255204
-2.618410072832121,-1.3335824329059613
-2.6147844839475987,-1.3184518075324867
-2.610641870672673,-1.2971625131148636
-2.5987114297801432,-1.2087114803527352
-2.594691938695405,-1.174688467200266
-2.592065781650904,-1.1494073767741473
-2.5857794799335503,-1.094538827881775
-2.5737927265343785,-0.9890618039943256
-2.5655054198389085,-0.9307849020863254
-2.5633712535827344,-0.9177964462897042
-2.5588824145462477,-0.8946334123488445
-2.5493981186143277,-0.8535943595093057
-2.5395263247918938,-0.8345097863243102
-2.5263384331424383,-0.8403704141211266
-2.5251166547320705,-0.8423846120007443
-2.5247879038918057,-0.8428412651448091
-2.521187793694946,-0.8501066264228128
-2.5138093991774078,-0.8671087210829762
-2.501888793717892,-0.8994463730387547
-2.5018875883539744,-0.8988232389520665
-2.4988147281213546,-0.9054830538013225
-2.4925522868050622,-0.9174015424450387
-2.4598383346153216,-0.8475479216322881
-2.4536952795942573,-0.8005597532495179
-2.451468618381133,-0.7791979954812165
-2.4498452814626135,-0.7630997763237424
-2.448087517189445,-0.7443157767528962
