n_harmonics,base_freq,magnitudes,instruments
8,1.2930714418403189,"[-0.71133878 -0.76711606  0.17725754  1.7169119   0.03905589 -2.06505141
  2.21623522 -0.36479487]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9970643585322554,0.22109880394582396
-2.9949080265427743,0.17500485557252124
-2.9934371903802095,0.15154005373441834
-2.991866078947364,0.12561847515857028
-2.9801163461342477,-0.10960066324686352
-2.9792562740923785,-0.12953056772559265
-2.971853785309114,-0.2741449713270477
-2.9716890470050967,-0.28121431664276714
-2.963263314042237,-0.45260570018238877
-2.9589969098971696,-0.5541999515989257
-2.9571676413581494,-0.5901882184132039
-2.94083423842305,-0.9428521673269623
-2.9390630905409783,-0.9812368533703643
-2.928304992612917,-1.2230820515222995
-2.92329692297723,-1.3352727609745394
-2.920134022617348,-1.3974453555254844
-2.914233886067063,-1.5287376005077806
-2.909295821888964,-1.6379430020467292
-2.898917961303371,-1.8635662096723213
-2.892572500391303,-1.9935678180650467
-2.8861979669063667,-2.1323147752843075
-2.8800983898355366,-2.263841188722726
-2.8793826223853847,-2.274815776343446
-2.8774171007343794,-2.316429985479794
-2.8714703361060363,-2.4346001735196796
-2.863859164132397,-2.5800171668282617
-2.860949516948516,-2.6404452175816613
-2.8605123459050277,-2.6475696367304673
-2.85071940573021,-2.8183508256494414
-2.850434997270737,-2.8327478984685612
-2.8090110535523563,-3.451702239579849
-2.785764565332788,-3.6861284924533204
-2.7848826659676,-3.6907999665519977
-2.7790514529922756,-3.7249122796167597
-2.776888475678172,-3.7496443491003073
-2.768056559782698,-3.8007742147555983
-2.764839558143021,-3.8051286619855267
-2.752416222577902,-3.8450377416324364
-2.7440915391593625,-3.8515535598876784
-2.727295556977446,-3.819692776648398
-2.723596221854481,-3.804456716362718
-2.7221578669182875,-3.797507736651912
-2.7176820588101394,-3.7803669816563588
-2.7130663680090956,-3.75154946792065
-2.711866927467392,-3.746375393559575
-2.6980941469036717,-3.6389251544506402
-2.693264995545474,-3.592264000297206
-2.692374212720429,-3.5920829130632965
-2.691485135510833,-3.575597546948498
-2.6899331474790014,-3.5665178978113126
-2.6895596784887457,-3.5603094250493834
-2.6802552865779576,-3.4515371420094594
-2.6777726525096694,-3.4240073679934673
-2.667117442173279,-3.288536681455212
-2.666142304677805,-3.2733987969000897
-2.6580527276236205,-3.1490747340934195
-2.654771462148223,-3.1094489578300837
-2.6544122437411035,-3.101076205822227
-2.6527200459369573,-3.0676911928776205
-2.6498851489750193,-3.0289478452909364
-2.648787580208325,-3.011540365150275
-2.6425020706288618,-2.9032670982587847
-2.6385649702470264,-2.835353685383206
-2.6313220695762913,-2.7091342101377767
-2.6307135994831787,-2.6932187551505162
-2.6276715936671704,-2.6282300924849844
-2.623868823975667,-2.5567140485437796
-2.6229265077897628,-2.5458881469836645
-2.615448109385988,-2.403297917396766
-2.610544868169182,-2.29945869492239
-2.6104841302149326,-2.29896467935688
-2.59610913887849,-2.006215320584364
-2.5960388043636904,-1.9969348387495391
-2.594061649519566,-1.953676022892689
-2.5914314811853885,-1.904097536859971
-2.5845555452968565,-1.7595936338575102
-2.5834499833298836,-1.7390603003656362
-2.5760094681526873,-1.585540071245449
-2.56116907158233,-1.2561330781901052
-2.5599287518350877,-1.2339733070920256
-2.557027868423435,-1.173292630634181
-2.5474155882203537,-0.963391724403923
-2.5382523484096158,-0.7787267958299668
-2.535229866825233,-0.7208527330937909
-2.5260109063769853,-0.5376019755231343
-2.5246632506832496,-0.5146240788015608
-2.5025044749098475,-0.11407366493119099
-2.498335660595963,-0.04508712955414007
-2.49284238323367,0.04260549162228242
-2.4927915635555618,0.046589911634982724
-2.487559694652779,0.12693758327140597
-2.4807499543910003,0.22220284751285993
-2.477544887281131,0.2687569358847551
-2.4762289758918463,0.27587458985861535
-2.4750848094208107,0.2984655233115765
-2.473509006312014,0.31393651757267665
-2.4717686946826394,0.3378269207487281
-2.4486476144617075,0.5786870312778426
-2.4299232901248473,0.7064911600911393
-2.4187040799843214,0.7375344161659058
-2.418003176832264,0.7391463168615211
-2.417187498516359,0.7416969250746084
-2.4083510116685125,0.7600959094096081
-2.4044095204322504,0.7555457756663451
-2.3984470266495803,0.7526986661676466
-2.3926777492075875,0.7443182975829234
-2.3896815312293884,0.7377250352959798
-2.383561644401481,0.7120889366223248
-2.3817985695475263,0.7095350489503617
-2.3784521548319937,0.6891737280963336
-2.3772914895348034,0.6874692165410794
-2.3724274385547215,0.6569609822701301
-2.3672646667435964,0.6215482305684001
-2.3634150478747076,0.5907290081598014
-2.3593588019592513,0.5694970484484386
-2.353900648343675,0.5050687423131462
-2.351545396981294,0.4900598361276499
-2.3504375784026412,0.4739911754593669
-2.34968790736969,0.46798616456420744
-2.3441605406684793,0.4126425801528908
