n_harmonics,base_freq,magnitudes,instruments
10,2.3761881464305623,"[ 0.51083126  0.18413433  0.93565026 -1.88978255  1.77591668 -0.98186065
  1.1065398  -0.45952768 -0.01404561 -0.66017871]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9972142331080214,0.1574017046376311
-2.9904792834164367,0.22708112048368195
-2.9869152834477335,0.23658986524863496
-2.9847823265420805,0.1648601830063299
-2.9818735139424586,0.15990710781775508
-2.9695417927813725,0.09603081155724971
-2.9678725275850293,0.06407326658884177
-2.9545452554267078,-0.19233789442562624
-2.9519369128630206,-0.24666046911511672
-2.950578402124032,-0.2964953905536104
-2.9484403226508387,-0.32758165353945656
-2.9419621328497847,-0.5406020641145441
-2.9409690006290696,-0.5679471645084445
-2.9408081145970395,-0.5394546038687248
-2.94060995429495,-0.5442083413533044
-2.935979881376573,-0.7393346734142632
-2.9341170418030185,-0.7793769612473809
-2.924248658294573,-1.0825485450725
-2.9233157678171393,-1.167909679074528
-2.9204422889374975,-1.236309838840536
-2.901142183933225,-1.995154345666455
-2.8966533672387382,-2.198013717640925
-2.890951300036064,-2.3738029957899927
-2.8895381145946324,-2.392609694098885
-2.8828866176347754,-2.547983964874082
-2.864793246201861,-2.9146920480800866
-2.8592712318453293,-3.015625390378466
-2.8498127201496275,-3.055418110945204
-2.8408991135994466,-2.9921655747310756
-2.8278198064373123,-2.711262622937028
-2.810784080330227,-2.0314261413542036
-2.808489795321343,-1.9911618493392944
-2.807244599151562,-1.8992496733892912
-2.798718829918757,-1.4575122431992558
-2.795337254284831,-1.2668073370321513
-2.7927257805513097,-1.157294362612889
-2.7897756557022824,-0.8409617003964457
-2.7891276105488414,-0.8834886223931262
-2.772627401360362,0.3409434437820019
-2.772210404445469,0.3347628475883345
-2.768799150382809,0.5192992860518271
-2.7671719595329494,0.694599435851112
-2.7547410900499263,1.5451798604716978
-2.750904885958091,1.811510341759186
-2.7395657794787027,2.573347918922107
-2.726140706486575,3.446552089677384
-2.7121205070914773,4.0311850371921265
-2.6942395977891134,4.461344001060058
-2.692175052415635,4.467360579827931
-2.691017868106772,4.458322515699012
-2.690470953276342,4.465347155140538
-2.689503261596389,4.518916139227076
-2.688334605429369,4.533262207859807
-2.683047502362689,4.50977964801075
-2.680831525576888,4.531979557434093
-2.676594907512175,4.407798416563712
-2.6340342336981726,2.6029598967770764
-2.6249036862132042,1.970278574006807
-2.6211224975671943,1.63921261514739
-2.6150701860826597,1.1915319706131733
-2.6065950181527726,0.5842978335568485
-2.6009120697388877,0.07457100675475248
-2.5985645943868825,-0.11369393820672498
-2.5895816974327444,-0.7433909974425906
-2.588379016574322,-0.8786703876768817
-2.5865029373379773,-1.0296283365161176
-2.5800816676066503,-1.5029191670074882
-2.572967742444863,-1.9506271619926556
-2.5714491981993604,-2.128373243726556
-2.571225525244855,-2.094602883558622
-2.5544947613111315,-3.018994550587711
-2.552047307687534,-3.1626614163422246
-2.5468581117998434,-3.4425497519882153
