n_harmonics,base_freq,magnitudes,instruments
7,4.8426784682466595,"[-0.01621814  0.24116762 -0.22579893 -0.60438828 -0.01685511  0.03726567
 -1.84322186]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.999211907214116,2.0713412082981235
-2.9791826433906783,0.4506439830044241
-2.9751595705200993,0.09704400780779172
-2.9744679184497915,0.04589752835667895
-2.949887048179822,-1.8803785780554905
-2.948507682748116,-1.959315358042299
-2.9408219534061555,-2.3981424351010827
-2.9379054711996497,-2.5246635675149216
-2.9362805572994555,-2.592780113995214
-2.931434689057679,-2.750596221873996
-2.9310942105397446,-2.7740059494551232
-2.925986736931783,-2.9056271974127874
-2.924075502848437,-2.9288288996374265
-2.9037992448152092,-2.842026949832214
-2.902403834006178,-2.810995457947288
-2.8911788689460214,-2.4559111424218822
-2.8883523247553677,-2.337462722339847
-2.885051881166966,-2.199651545104389
-2.8787982166975437,-1.9098296524530651
-2.874600527966114,-1.7175446160547139
-2.861731532631534,-1.0891430563882798
-2.8585289886868765,-0.9514340253885091
-2.8493281250666413,-0.5618181969619264
-2.846030751882576,-0.447590689168713
-2.8413857962306244,-0.2908576436203854
-2.8377589450222187,-0.19911887328495306
-2.8348837925565586,-0.13102787558873977
-2.821941595949305,0.03936779993382238
-2.8188328436068266,0.04846610668979374
-2.810613620101886,0.025022717558550588
-2.795732823608918,-0.20467284799000393
-2.7907973150925667,-0.3051005281967297
-2.7804897236670243,-0.5615682937741378
-2.76980477303624,-0.8557160284453966
-2.764936569422763,-0.9629700466631947
-2.7646197540113353,-0.9827194404184427
-2.761697338805166,-1.0465290494256863
-2.7612993771070915,-1.0544765722631708
-2.757425931038924,-1.1398425516704653
-2.752311780775239,-1.2332012315500103
-2.7461859185013333,-1.325036890180906
-2.724417499421125,-1.3607779343241486
-2.709713509428618,-1.135004346731223
-2.7043022703022217,-1.0127839997558765
-2.701181406861174,-0.9250063796034761
-2.694407499896063,-0.7241740447005725
-2.6938240359351533,-0.7055830911506145
-2.6778491087832474,-0.1608117491010553
-2.67468382336057,-0.05193461311541178
-2.665485553627428,0.29408458446712166
-2.663748211168966,0.3453601868201049
-2.6254393817251165,1.5680643741714138
-2.6237306421151922,1.6083809248071037
-2.621088926862683,1.6805545544084024
-2.614914780311505,1.8340558330201207
-2.613771361559189,1.8544862366104504
