n_harmonics,base_freq,magnitudes,instruments
9,4.945858631887653,"[ 1.4957904   1.02958957 -1.68808242 -0.26545262  0.16613589 -0.60713355
 -0.83902767 -1.09957466  0.63392488]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9994170260703346,-1.2696758325211475
-2.988506819465659,-1.4801150756055987
-2.9850079390375246,-1.6560600005382746
-2.97056484515634,-2.4280710675613015
-2.965461218168533,-2.72404961926417
-2.9590827852768795,-3.136706392146316
-2.955497898209813,-3.3438432513596905
-2.951352089869034,-3.5307239558112813
-2.946117380126285,-3.78809905896511
-2.9387298324922306,-4.048806235005379
-2.9356219352410697,-4.060198327862055
-2.9248978529589147,-3.940047228146042
-2.915023569504238,-3.412559896226227
-2.90831677685894,-2.8475677722586155
-2.903943165586007,-2.4577289606798893
-2.9022297664120984,-2.260042222494731
-2.9014378847586553,-2.156097595897598
-2.8820053642913113,0.36620823316958223
-2.881704884225062,0.38832955617587045
-2.8804082899283,0.5428028076108317
-2.8683518238502463,2.0623978088852586
-2.862336903242675,2.6629331862598553
-2.8537363640542592,3.359125625349663
-2.846299874993427,3.6452835796085394
-2.8460948340541745,3.6899984201725355
-2.8252706409777133,3.272297202623895
-2.822329254630505,3.023389014015894
-2.8160848745521228,2.622710941495943
-2.809632800141553,2.0159038316884788
-2.8055268226243735,1.5682137482051628
-2.803508971752965,1.3574468135095186
-2.7891619087600468,0.03708160898400831
-2.785872056422747,-0.23827704361313376
-2.7855229477552426,-0.21625638251495977
-2.783974141787625,-0.3905026161411542
-2.780232344817883,-0.6950876761222776
-2.778262832230864,-0.8019888215242937
-2.777296281944384,-0.8416038773610995
-2.7769673783200033,-0.8291732722366126
-2.77457757304942,-0.9597966491581028
-2.7742927436310074,-0.9864897081049241
-2.7731340614594124,-1.0197937669372872
-2.7638482189882123,-1.251973813858309
-2.7628350988540538,-1.234749413545078
-2.7597596275510936,-1.2334845431550845
-2.75445765673077,-1.1512221746022329
-2.744444012166136,-0.811763542421257
-2.742343930792878,-0.6354648513631904
-2.7414501079344062,-0.6417460786477753
-2.7308566630747793,0.02924253575196064
-2.730776280454471,0.11367090314047719
-2.727533772053326,0.24840031739674076
-2.7248711306851146,0.4094089131353557
-2.7077978333081214,1.3275842068565984
-2.702360131818811,1.517954201329247
-2.6963542926764568,1.5460460489045054
-2.6896696453191833,1.5795980468363833
-2.688348542857148,1.4659197578544934
-2.6849583262956407,1.3995285367143209
-2.683646143647188,1.3710251358096133
-2.6821809834721115,1.285005014568082
-2.6807459938065463,1.2100953339570208
-2.6782114895335845,1.0863504722739137
-2.6775324308072266,1.0437801243422726
-2.6733142926825355,0.8672225132853938
-2.6729143769318275,0.7973958594319009
-2.6706819800082098,0.6470273383210712
-2.659187255302971,-0.2291711321676664
-2.6573486205298558,-0.3659816613335632
-2.656191925335232,-0.48028858458446944
-2.654989363292752,-0.4873123471612303
-2.6521417089072243,-0.7779604443084023
-2.6506103245593007,-0.9273483843898117
-2.6481421367451503,-1.1085576978292557
-2.645792899698506,-1.2767821300740767
-2.6406820830947106,-1.6547030738077433
-2.6390218241833,-1.7770014341934257
-2.6326378124614505,-2.193608371927322
-2.6305116221590037,-2.297521846428893
-2.6297769331840275,-2.338484620351771
-2.628192069530917,-2.4200311510128
