n_harmonics,base_freq,magnitudes,instruments
10,1.7836157841967841,"[-0.15458631 -0.3653247   0.8634249  -0.93282721  0.23843996  1.38938277
 -0.27918958 -1.02103096  0.01340426  0.81894203]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.984396606942955,-3.4226134874237166
-2.983323688882253,-3.4463901798684353
-2.982542537744889,-3.449140422971721
-2.97875570824927,-3.4937765497745645
-2.9724779493566693,-3.534005474071671
-2.9645379059211923,-3.6095531059872794
-2.960954168483023,-3.630110195888612
-2.9509380716965574,-3.674312435618538
-2.937108732453077,-3.687875365180342
-2.9344260774751985,-3.6924109526243503
-2.9340643424587083,-3.654515158329816
-2.927773949133833,-3.6557126399495665
-2.9141863071503096,-3.5484249176143736
-2.9119762339623376,-3.509740177593365
-2.903352647579865,-3.4112171100196815
-2.883771608062926,-2.975930823859671
-2.871612749627414,-2.6570641188433197
-2.8685673904043583,-2.5743430798159643
-2.86772301469857,-2.5473499065869745
-2.8558317610919692,-2.1189128660659367
-2.8473225983515897,-1.7633989637210903
-2.843191599031474,-1.6158479699134183
-2.84313098999385,-1.6131244375554252
-2.8428194069762407,-1.617151256491189
-2.8393785329450036,-1.4366559772312049
-2.835637930128933,-1.2546093744751017
-2.832199879046212,-1.11955149995254
-2.8247750467420754,-0.7856275809799808
-2.824176661635387,-0.7677496869680767
-2.8182931815083347,-0.463941387409065
-2.81076840174004,-0.05759898443929024
-2.8078247326693706,0.07825276323693305
-2.8002790588741995,0.4533904966294075
-2.7955499576608798,0.7195627139359906
-2.7924799727835676,0.8669240779330021
-2.789115140266703,1.0665129141400684
-2.7883324043984548,1.1144743960729824
-2.7784891509820837,1.5873994695455724
-2.7728494818309155,1.9078254345138788
-2.767570903574895,2.159661283503591
-2.7467512160375196,3.148338487280569
-2.746278402775004,3.143466604758997
-2.7453973566717176,3.1851909686955464
-2.730480671163801,3.7284895008753294
-2.7289434862052246,3.8024223414003346
-2.720654216300898,4.0355116425104045
-2.719283440485476,4.112336236863355
-2.717537192464552,4.1280106467967626
-2.7111756881414157,4.29557361030493
-2.706810699039101,4.392768764205465
-2.7063711595898976,4.368161285296955
-2.7049384883869623,4.425691237900087
-2.6936644025068883,4.579476925253423
-2.6914279618799926,4.626249957224482
-2.6802704272120375,4.718890886685894
-2.66802690207515,4.622751290824801
-2.661891056083908,4.598441433352171
-2.651791265472477,4.490097154758907
