n_harmonics,base_freq,magnitudes,instruments
8,1.9472473354817108,"[ 0.05806004 -1.85265761 -0.73089452 -0.2202279  -1.91882307  0.12243453
  0.18493516  1.16522193]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.998152387686775,2.3147018885755184
-2.988549033521281,2.5202250092237386
-2.986355564930231,2.5927773300507733
-2.981341506834121,2.696491488404399
-2.9597913836740997,3.157623379109411
-2.945835987571425,3.4363294926253607
-2.9431952212144328,3.479120166281265
-2.9374938477667323,3.5581988343479427
-2.9331387033384226,3.6250121385237364
-2.9301816991027803,3.6713492483195727
-2.9256285845840635,3.7194104689097065
-2.912844756470757,3.88775254995521
-2.9050726981780133,3.936120671857957
-2.9038513089019444,3.979364293702671
-2.9037032347017044,3.978231059226428
-2.895459617541526,4.002661934698847
-2.888385991579947,4.017470115289747
-2.8772135862561936,4.033559591024955
-2.8660454394998003,3.989833672381715
-2.862608106101522,3.9765229034801455
-2.8576080991033255,3.9538827285424394
-2.840359103037834,3.760414488893249
-2.8375874399617524,3.7104399913977004
-2.836863026853136,3.7316924757978653
-2.83450969293248,3.68490556911272
-2.833335708703372,3.634978758684271
-2.8320931826435514,3.6187642193177396
-2.831067320100169,3.6230888354072723
-2.825972751079334,3.5134825982076627
-2.8127724934057423,3.243281145070119
-2.806152436395128,3.0917006161580045
-2.799790133797996,2.950549681554588
-2.7924963139976997,2.745794113662519
-2.788597073221412,2.634406752050593
-2.7875844047610343,2.6074019637710313
-2.7853328427714175,2.536312981899692
-2.78029970781182,2.405165303814008
-2.7779752184588853,2.3048816203629006
-2.7760435038312483,2.257961170356897
-2.7675647291967396,1.99695934651166
-2.765613754775547,1.929049216393767
-2.764568284721939,1.8854914801162146
-2.7635206934411207,1.8598950386826667
-2.7379199744842455,0.9955262925709545
-2.7349888936006157,0.8978998422420872
-2.732958682317788,0.8267564196283034
-2.7232743631500886,0.4989035365673531
-2.7231680813102086,0.4968703798162281
-2.7029545206685395,-0.15595196242309128
-2.6948259081616213,-0.40133347168628736
-2.69466665004318,-0.4118342760439105
-2.681910834738259,-0.7533159029616455
-2.678185976131324,-0.8453269249081975
-2.67730679598571,-0.8688582790027181
-2.6716957568159168,-0.9580927920573334
-2.669146175707117,-1.056783437757287
-2.6667299087049843,-1.0955716531739776
-2.657302080923186,-1.294906577072096
-2.6531982090295747,-1.3414712330420728
-2.649514448755746,-1.416171838111767
-2.646365902938045,-1.4425171749219274
