n_harmonics,base_freq,magnitudes,instruments
9,4.72038842211064,"[-0.03987612  1.01277266 -0.88909726 -0.11716733 -0.55961333  0.16481051
  0.58712862 -1.14874631  1.55205518]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9931553378540494,-3.6192696725750513
-2.988538574369519,-3.4524654892092883
-2.988255403101324,-3.4421402020380336
-2.9881326994490456,-3.4401101215257777
-2.9772461711013114,-2.9879877354768904
-2.967782182928686,-2.577372681659853
-2.96112484124343,-2.2968323800593105
-2.950140689081559,-1.8607903318984105
-2.948742117538202,-1.8067264829761145
-2.9481410331258697,-1.784391290002419
-2.9412670290131837,-1.5311086869642907
-2.933530919377251,-1.2594595642744433
-2.9285074944629654,-1.077887226310267
-2.9228996621276915,-0.8705964638944194
-2.922573650328256,-0.8578128891197501
-2.913839559572329,-0.5098885400349407
-2.903394596983887,-0.03370609129121462
-2.893276999490368,0.5017949353188728
-2.8884089082555766,0.7826258711686578
-2.884258865287878,1.0282144026102444
-2.8690508477913172,1.9670441363342674
-2.854626776780857,2.780127193037038
-2.8295180682961485,3.5671100476178252
-2.8285471122036716,3.571060237659225
-2.8140922801358825,3.4771345086309418
-2.804925853587811,3.230671912322914
-2.8031440130836187,3.1712295210491446
-2.7817987763879293,2.2228610891196587
-2.781036545040956,2.1905864770839103
-2.778789397355543,2.0812656292105647
-2.776042461238374,1.9570498447205134
-2.775893278634452,1.9513734623365062
-2.773768989451824,1.8542362058220194
-2.7720003748815243,1.7734420098778496
-2.7509145403247564,1.0855240163779059
-2.7481873477494254,1.0326793717308465
-2.7443218174037147,0.9798851346229583
-2.732469862451196,0.9296687940477772
-2.7298806872969044,0.9379384723052929
-2.725037167646768,0.969358688352174
-2.702296334495611,1.1973551022697524
-2.6984610505318676,1.221011622366567
-2.694415109391752,1.225652961021014
-2.689075407236392,1.211604766899466
-2.683913381766266,1.165561904808309
-2.6738207873450452,0.9660545721839693
-2.6642222401071933,0.6432989026143523
-2.658062777959814,0.37911860185836577
-2.6547681567392933,0.2240491585702849
-2.653868707603298,0.17655131526020132
-2.6529534649197366,0.13616139678714265
-2.6435217833835445,-0.36809966300997327
-2.636664775221081,-0.746650906238457
-2.611090689719137,-1.8850194291821956
-2.611051272492417,-1.8917864877956034
-2.6090498663785997,-1.9435702877531413
-2.603078137524889,-2.0692263958694874
-2.5990256472377427,-2.1171624740162667
-2.597051427713285,-2.130633545157863
-2.595129632168816,-2.1354096327331575
-2.5930815157193763,-2.1401520137938674
-2.575198979727861,-1.8398666351307098
-2.569641692237109,-1.652183556325976
-2.568240942751796,-1.5991820230553728
-2.5645354167457164,-1.453254402569579
-2.561477584813299,-1.324311930034077
-2.5512441349955575,-0.8551097397888704
-2.5480577234462434,-0.7033904740689811
-2.545923035095623,-0.6035032974521787
-2.527096792629537,0.23634856108264427
-2.5057075755274445,0.920752237699921
-2.501537752262569,1.0114462567283686
-2.500694430865674,1.0269217028030664
-2.4998942863836704,1.0448582359381333
-2.493212419719536,1.158081651401218
-2.4739322390462837,1.3390535792487597
-2.4664443375554743,1.3572839704664088
-2.462311130751727,1.358343761241489
-2.4478104403211485,1.2823518888945766
-2.4455851108134175,1.2598849680384314
-2.443464221210485,1.2328156676922333
-2.4393348341607215,1.1771736586046335
-2.439166024180194,1.1778300054424011
-2.4323665062495854,1.0527591126653277
-2.4319698545041377,1.0448677483150774
-2.4271185782220144,0.9374248866231043
-2.4021826392461367,0.10814853415328933
-2.396342784730793,-0.13121261318908453
-2.3802571807594672,-0.7672258084747489
-2.3760730717034937,-0.9056978289594926
-2.3732716917795353,-0.9854000668697436
-2.372970891084399,-0.9928396406943063
-2.364505240154906,-1.1655441105288842
-2.364035790577869,-1.1731973948037633
-2.363689608586915,-1.1761740496023632
-2.3550614662501346,-1.1946731498345184
-2.3542271874413885,-1.1901888177694884
-2.34865034611523,-1.0980941161769002
-2.345864124885935,-1.0225525237426725
-2.3441474955207635,-0.9671133161539013
-2.342376588055197,-0.8992301779971055
-2.338127607695477,-0.707743116225605
-2.3355252019502126,-0.5674425592549766
-2.326255348818064,0.07021457963769376
-2.303396154909798,2.287337109709894
-2.294958784573361,3.1644652342309714
-2.289340241918523,3.7097693296257113
-2.287413700073751,3.884469400379061
-2.284213032247127,4.158415929630375
-2.2787309821911865,4.564018952212384
-2.2783285532165314,4.588888620478279
-2.269282792338384,5.040828166095737
-2.266482147542408,5.113548463685473
-2.263921673435507,5.156446433943244
-2.260148063496569,5.168754537720662
-2.243249216114149,4.488710121570506
-2.241179121099809,4.324042886817988
-2.2343076326750464,3.673653661637037
-2.2255425594820966,2.647103566905846
-2.2244117228476377,2.502689169973747
-2.2210942453412676,2.0664108138759305
-2.2153721837645426,1.2903581382469496
-2.2132227239843103,0.9926110016963348
-2.201830560017615,-0.5156465949593306
-2.1981614459406478,-0.9594781209642439
-2.186735140129313,-2.0931468813993517
-2.184948491886219,-2.2268075950221182
-2.181192877617493,-2.472206204101385
-2.178014141086844,-2.6344384238887812
-2.17690083150306,-2.679177140894564
-2.1742576250710313,-2.762392493130333
-2.1714698503478385,-2.8167209823511996
-2.1638128852538445,-2.782689089560252
-2.1619998464663643,-2.7352284256181165
-2.1603018138789114,-2.6811072019639615
-2.1526438185879795,-2.2949421116628237
-2.146099373073014,-1.7958205387411887
-2.141902944098936,-1.4184094855133051
-2.139933575328559,-1.2261887950379682
-2.1276899684881223,0.060378750531772205
-2.10691707653793,1.98364250360895
-2.1012713563933776,2.313422061443914
-2.099048930598058,2.410584822010603
-2.0935977459060826,2.568662544459272
-2.088692795870507,2.606670248712277
-2.088692428979927,2.607284617811643
-2.0880273686040622,2.6015752021384957
-2.0802390826007926,2.4416317781238916
-2.073918478902066,2.1374935797581007
-2.0480996060266383,-0.19079272477873122
-2.045200213183881,-0.49655702451325784
-2.0414114837985924,-0.8922389761810035
-2.0327661633779934,-1.7305613339623644
-2.0327340226777704,-1.7330805426200386
-2.0241338424702384,-2.4156595003869357
-2.018688124683905,-2.7393348556912875
-2.015599375160816,-2.8826493244609352
-2.0117132628107672,-3.0225690989943437
-2.0091096661349166,-3.084341805805399
-1.999407638766072,-3.1271370764917794
-1.995652691162224,-3.0640134373192307
-1.9928648021146853,-2.9964175507286397
-1.9919077115639785,-2.9673989557768907
-1.9897769242114833,-2.8937069281735455
-1.9730207870116452,-2.0636825456491708
