n_harmonics,base_freq,magnitudes,instruments
10,3.677127786805851,"[ 1.33618285 -0.539685    1.98721546  1.45850628 -1.9448577  -0.60832096
 -0.80752817 -0.53974057 -1.76584956 -1.78726308]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.993233372613762,-3.1755315768443655
-2.988433223355112,-2.8516989922495006
-2.985463607331244,-2.644959336162254
-2.976987246334211,-1.912406770576356
-2.973235833571085,-1.5707911286742176
-2.9715459493627057,-1.432633825539403
-2.9689636973747975,-1.1524047124311039
-2.963565423864268,-0.5659239428430407
-2.9600185606636433,-0.2005919205886975
-2.957159057575491,0.1337620216731586
-2.94670701977123,1.2470653808010466
-2.936858702231282,2.182151801263457
-2.9343744439465604,2.413255564499379
-2.932138256825115,2.5916563473662273
-2.9246550389379626,3.161873451117304
-2.915470394812338,3.60586216923337
-2.907442571920903,3.8227674926978668
-2.9038383192712596,3.910558924405878
-2.9024579267150834,3.8949399440678762
-2.896715236527723,3.899491203427838
-2.8965882787846904,3.8471357094231666
-2.8962649550144883,3.8809458988971084
-2.8811215741382625,3.4727066619100886
-2.870919305300264,2.9288810257501057
-2.8671997455294482,2.6987156416881146
-2.8604320282661533,2.2423730873730228
-2.853195593143799,1.726515453772137
-2.8523925263912187,1.6948387158246438
-2.8429985239826374,1.006018484338539
-2.839623070590713,0.7469914908098547
-2.8372835255299833,0.5995500830693009
-2.83652048975748,0.5710114665119792
-2.832449520846528,0.3086466000091004
-2.8169572897633914,-0.5801055666199074
-2.8061805095307975,-1.0528493292243692
-2.800189774049689,-1.2239200450184895
-2.799188257032358,-1.2395363181484391
-2.7968436782483677,-1.346480570741289
-2.7866430273920226,-1.5554118699939579
-2.7804754162919756,-1.5825077617193186
-2.7785882925523397,-1.6046220922869294
-2.7778903462786735,-1.6271563428981213
-2.7603452776639,-1.594137166131248
-2.7572046847005183,-1.5804111295455991
-2.729907400077159,-1.1675563446567494
-2.710254493037344,-0.7342899066059055
-2.6942627778175297,-0.25435910919209254
-2.6701937351120746,0.4197726883600956
-2.6625292290025797,0.6379324679644609
-2.653066450478085,0.8715005697674554
-2.6529999885698774,0.8605841682713528
-2.651049763666081,0.8835765367299421
-2.6503552133780874,0.9011665408888941
-2.6492543380429767,0.9113987180122424
-2.6459826663506787,0.995377461829822
-2.6454530907647555,0.9958005450792257
-2.6446977646502523,1.038868957825792
-2.634407006978095,1.1967649239343678
-2.6123914861679207,1.1277006331392032
-2.602246126815631,0.9399103508348949
-2.5953147347485768,0.793580988524474
-2.5901175180091176,0.586159680241575
-2.582789524374671,0.28530905734659956
-2.5711646015354876,-0.20451047705781492
-2.56201353045246,-0.6365916016327204
-2.5615539259984255,-0.6541234947038593
-2.559264278364337,-0.7680500144040511
-2.547304829456098,-1.2882568805639985
-2.5465997092790778,-1.3454095824820003
-2.545601075386599,-1.4227003115753383
-2.536664871009382,-1.7610512473626025
-2.533807197756773,-1.8839747300521266
-2.5325162029369443,-1.9087807557773595
-2.527427034988668,-2.0867256488154293
-2.518582377507901,-2.3267903112080583
-2.518185095181575,-2.3488441075409985
-2.5079666049925495,-2.527661629462396
-2.50616561485314,-2.5499230298314775
-2.504533465452697,-2.5539852115791093
-2.500814758486677,-2.625043938316412
-2.4972613412262223,-2.615851154140531
-2.492924850293594,-2.613874214110242
-2.4890734762573015,-2.651769233007302
-2.4838212147537706,-2.6694306264277685
-2.4825653797619998,-2.659662210688702
-2.47733250931317,-2.6206638801939084
-2.4732628728189807,-2.5688259574725016
-2.459655807924639,-2.5368104317097737
-2.4483982019076196,-2.510144810017064
-2.4393214554950307,-2.4961938941783997
-2.433221427721869,-2.5264791480142343
-2.4311957042067958,-2.501518316153585
-2.4277176382440517,-2.524575478427501
-2.4262577539574233,-2.5442632222484693
-2.418864049857694,-2.5787706228816725
-2.4148734097472535,-2.621518928020882
-2.4114462353315753,-2.6381384468441316
-2.4003108425152195,-2.665565681447969
-2.395935414319512,-2.736572978240851
-2.3923511971599485,-2.683582716280922
-2.3641678097115184,-2.438255557230301
-2.357728050106628,-2.288855223796237
-2.357657730201153,-2.2726220667320014
