n_harmonics,base_freq,magnitudes,instruments
10,2.7510960873197896,"[ 2.12873176e+00  1.59260041e-01  1.52726225e+00 -8.17100339e-01
  9.33998362e-01 -2.93449148e+00  5.76467757e-01  6.88924497e-01
  1.71087259e-03 -2.60295203e-01]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.999037063337332,-1.2526659062282977
-2.9923432188502765,-0.9649106287772394
-2.9898419237548666,-0.8503005705033262
-2.9898003131663633,-0.8465327287910103
-2.9864087283457286,-0.6891996533380119
-2.985413417532617,-0.6414925716351161
-2.9747168094046827,-0.11117674597495332
-2.9706496178357273,0.0927727282125537
-2.968263217654634,0.22015170684659408
-2.9663337180260356,0.3180275242534397
-2.959457898165384,0.6544247956459219
-2.9577296101123585,0.7266273774311374
-2.9562638383484607,0.7906334241250562
-2.940792065066085,1.417470902292243
-2.933441705650094,1.6519452178729046
-2.930951911833297,1.7194629627139737
-2.9297401558957463,1.7374548654550293
-2.924338091981502,1.8483047906073
-2.9153431271884136,1.9329653573832295
-2.908341790907604,1.9533224157431672
-2.9070329849387693,1.9514173222772948
-2.905598341653511,1.9399038014875294
-2.9025349525688933,1.9224246524887862
-2.899181913429623,1.881217527336191
-2.8976915818334765,1.8633992396369172
-2.897658890655199,1.860759941027212
-2.893352113100998,1.7908238770681122
-2.892154753248911,1.7629860846901704
-2.8900782361913735,1.7189986450576287
-2.8814889551539737,1.4982153724531886
-2.8732168184538684,1.2393725046539228
-2.8714481041100086,1.1737924266708617
-2.8684847445271986,1.0721717429323459
-2.8684300255739226,1.0662175357310284
-2.8661654542302157,0.9897462421343284
-2.8651156050472313,0.9372033334406561
-2.8616948008762586,0.8031543557478802
-2.8607387835624376,0.7714359202438451
-2.8604561249657157,0.7649440912663356
-2.8477448278262942,0.2575426723056446
-2.8180209980289286,-0.704083741509017
-2.8171349492716526,-0.7139893541056495
-2.8170722808102164,-0.7201216486244605
-2.812855940372044,-0.8038769119104163
-2.811641442963126,-0.8229100882762286
-2.8105780374423945,-0.8529499190188431
-2.8090382833945373,-0.8645246232941792
-2.803273116707726,-0.9384675986772096
-2.8026639823206816,-0.9432838734868441
-2.7680201000365208,-0.6910508881670305
-2.760679349553693,-0.5221657398739354
-2.753857523611738,-0.33734969416105703
-2.7513674923913705,-0.2698528759733261
-2.7432726842761292,-0.023318193031646693
-2.7388749388384763,0.10050421957138518
-2.7318930716782024,0.30615541797341067
-2.726113242047419,0.4773211532485063
-2.7124601622298536,0.8228272179469827
-2.7069698174759846,0.9299293311178648
-2.703725065406589,0.987199764148095
-2.699625686053415,1.04370761116461
-2.699594310932809,1.0445806146416057
-2.6981948303961607,1.0570262190145383
-2.697816232375059,1.0682300602390207
-2.6968364611550353,1.0869075030273345
-2.689810097969764,1.1355156514474478
-2.685513878314066,1.1608810350882148
-2.6709175889093273,1.1326287208258676
-2.6551828534683195,0.9528272354688708
-2.6512251353227336,0.8790635726507963
-2.6471943445559347,0.8081522711938028
-2.6462349525057793,0.7989963467639277
-2.6441649196215646,0.7634723896712841
-2.641426432800312,0.7059877568027515
-2.6411478591963746,0.6973555596207962
-2.635462016506745,0.5903429433291187
-2.6314368027956503,0.5136255471630691
-2.6308277756574667,0.5065577025112654
-2.6297905559323236,0.47941105939311573
-2.6245299511968403,0.38416819108963174
-2.615805342556513,0.23402368734410084
-2.6115666650454488,0.17216897133168607
-2.594043189654526,0.03198118715736111
-2.587282958531062,0.04307498613500188
-2.5750604927984737,0.12121348444571278
-2.573242969802984,0.13786456283300805
-2.5701288113897585,0.17783187356027655
-2.561645563263801,0.32756445717551846
-2.559553432009045,0.3657101970441805
-2.5594821759855906,0.3671592449334269
-2.5569520835002515,0.4303939966583723
-2.551937692180536,0.5421345252346166
-2.5402035920422237,0.8485234970051085
-2.5386070808908983,0.9008018015668633
-2.528814207534243,1.1651715189070873
-2.526670325168798,1.2148260413891276
-2.51631828840718,1.4888370652052152
-2.5124373006178935,1.5728967520032473
-2.5059521450114275,1.67871311750577
-2.4946636077652093,1.7977137347793688
-2.4813094632996497,1.774154537940213
-2.4804498573929905,1.755724549471322
-2.4753497945297753,1.6852961637276964
-2.4742163176472562,1.6691003812263459
-2.469395254727714,1.5502704673983634
-2.462057360175483,1.3366963092217645
-2.4602561583556146,1.2823050314071969
-2.4558387417187753,1.1097268069014292
-2.448531390972163,0.7679163586406339
-2.43932435940955,0.27032342483187355
-2.4387097273511937,0.24143020084881173
-2.4377700849945145,0.1844800345415642
-2.435990831096976,0.0695718415934121
-2.4344171890873296,-0.026296100814834973
-2.4261896108639096,-0.5544677487801045
-2.422823701450497,-0.7819495093181967
-2.4211361745215894,-0.8949649285354282
-2.418407960334889,-1.084382111461475
-2.4157174691623684,-1.2708233255090964
-2.4129825192266887,-1.4547921101505787
-2.41159305453153,-1.5596805420927886
-2.40356938695924,-2.1003872230376786
-2.3920376899000733,-2.8324265675719427
-2.38906795002993,-3.010114977733468
-2.3865552817618356,-3.1464885445430486
-2.382054756890015,-3.3764298241871846
-2.37856716885736,-3.5373622544889582
-2.376851054471836,-3.616816580414041
-2.3752830581460866,-3.682424297702619
-2.3639352818286072,-4.028790118882742
-2.343881187771626,-4.079661829292134
-2.3405923820877508,-4.02172885754127
-2.3368673702105696,-3.9248827982654895
-2.3324380872154777,-3.775603486235721
-2.329360697086292,-3.6551763207184083
-2.3257581841326616,-3.4871338508548155
-2.3222905914084153,-3.30812076109685
-2.315959527283643,-2.9267286752076123
-2.31541790812389,-2.892550263578783
-2.3140353640835865,-2.81234826005567
-2.313044662165834,-2.7379529817175974
-2.3096958779727537,-2.4982129311814676
-2.3040210987026724,-2.064424339289106
-2.2975844638176914,-1.5374786695444789
-2.2973787268655146,-1.5156586417441487
-2.2965878646555336,-1.4590543805293126
-2.2955442590723063,-1.3601439633117296
-2.293545623786241,-1.186033272378794
-2.2877612712057975,-0.6710873902673118
-2.281676513413715,-0.1251064126730412
-2.2791306956167796,0.11044265008875065
-2.269462579849314,0.9867759573648296
-2.2650701260949,1.3783987798021595
-2.260526260548835,1.756254542142483
-2.2575164679926267,2.008048446415129
-2.2517224581423356,2.4442268760913075
-2.2469390230556234,2.778488368814178
-2.24038719347011,3.174662023464006
-2.233457106453555,3.5229096667860635
-2.2193213588579437,3.9585516769721725
-2.206549377742867,3.993122260706515
-2.2064931247566193,3.990291209998206
-2.2024598584622708,3.929354522451215
-2.2021428119145625,3.9234863135334814
-2.2015214372798475,3.915432216520184
-2.1961482668490433,3.780536596246252
-2.194511773606167,3.7182975276470986
-2.192147640389479,3.634463383463282
-2.184211052322971,3.273128698045986
-2.180627983866854,3.081401078107813
-2.1768309596420803,2.8543494920788985
-2.1765477054251328,2.8265063161648034
-2.16264690784477,1.8282962723731857
-2.1619208276114668,1.7651238070699538
-2.1508349171252754,0.8158643063901673
-2.146681811419333,0.451374525475354
-2.1382849156403556,-0.3108764854078887
-2.1347665355348333,-0.6167716427758219
-2.132245800138163,-0.8498679586346934
-2.1132933272813887,-2.4334057905918995
-2.107461698648682,-2.854255117340535
-2.1063868946087982,-2.9270609898718
-2.095304326486949,-3.600645247821797
-2.0840623162952916,-4.107643341039529
-2.081373276852128,-4.196473297964882
-2.060081402146262,-4.540284391925715
-2.05920988146392,-4.542323506983547
-2.046414816262054,-4.4235425794389975
-2.0439378479296435,-4.373025583289232
