n_harmonics,base_freq,magnitudes,instruments
10,2.1876186475173416,"[-0.15135075 -0.51468991  0.21201379 -0.30979975 -0.25790143  1.41870884
 -0.95711717  0.07804199 -2.34547686 -0.00393419]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.997846920751146,0.5730370720419099
-2.9927125022610674,0.1754246242356747
-2.986064179221592,-0.34586803670536176
-2.9856360019222383,-0.3758043157167555
-2.978198104643645,-0.8885671978055452
-2.975197461442078,-1.1107974856632592
-2.9741550063335245,-1.180273876977377
-2.9697948164284123,-1.445972969163583
-2.962019786576055,-1.94441334977243
-2.961193140948728,-1.9878217746151623
-2.9598355015288504,-2.0598249651219933
-2.9549819459063,-2.3305239869054097
-2.9540458416653954,-2.3597426458071027
-2.943728544479126,-2.8128664171846576
-2.927300585185038,-3.3115591619387263
-2.926353135961674,-3.3157567182967087
-2.923159033168603,-3.3683454020791825
-2.917930545676811,-3.461816500657475
-2.9175515736558717,-3.4572275602804523
-2.9079806636563363,-3.5079276910306145
-2.9061240200133627,-3.5096001327669857
-2.904875324208577,-3.4977629511009707
-2.896089031258629,-3.429944112675422
-2.889781577087121,-3.339415970473268
-2.8831047011338478,-3.2103313635792037
-2.8824937164703712,-3.198232878519265
-2.871277233310628,-2.9134757933176036
-2.86333827798887,-2.665014278039144
-2.8627968640724966,-2.6501573959631206
-2.860778031015886,-2.5904223435035356
-2.8594816013886026,-2.543944366321085
-2.8588037666581996,-2.5185117195956392
-2.857664447534435,-2.4712318728716256
-2.856786694903727,-2.4692257579842045
-2.846977820817393,-2.1282564251815135
-2.842789316758631,-1.9930749814966584
-2.8313135236743854,-1.616130428584632
-2.8300100253073213,-1.5794826832721747
-2.8238863319003973,-1.3901577348163554
-2.792424840185645,-0.8122942028631693
-2.7659843530239603,-0.8778629770240005
-2.761399051327208,-0.9454396417341823
-2.7608839030333874,-0.944199739267495
-2.7600035238682263,-0.9604954810843288
-2.7502124538585973,-1.1731890218759202
-2.7409983964697773,-1.4143112419040371
-2.736374167602034,-1.5736114643333594
-2.7347259555972134,-1.6231329682807187
-2.7322082635046785,-1.7074330887197506
-2.72539774646917,-1.9609770869258363
-2.716090671609945,-2.2928569988524177
-2.7129596704172636,-2.3937875444703955
-2.7126270398462697,-2.428218447730124
-2.711035728947547,-2.485950176127303
-2.7091597641786853,-2.5566943665257345
-2.7060555118522087,-2.666616114630628
-2.7024872453582733,-2.8014484295796347
-2.6981982148171886,-2.9730825883709335
-2.6943982078470903,-3.1136498322286705
-2.692487363625335,-3.182146563497691
-2.6901708935599546,-3.2695880537081687
-2.6883529071814336,-3.3326690898372404
-2.6795985430438893,-3.6076086172470823
-2.6771472717793805,-3.7079641992254784
-2.6557830115765917,-4.234076495380535
-2.6529359074188332,-4.2798129394929765
-2.6502290084289992,-4.306570676851825
-2.6390382925350893,-4.4229546896355885
-2.633407163116347,-4.431200129138484
-2.6298513389064606,-4.399423242777196
-2.6264248294709245,-4.4165674981252065
-2.6106426800725675,-4.197923807501313
-2.609442063817676,-4.166914263666051
-2.608575948660233,-4.149535199408161
-2.602040869233825,-4.018350599253255
-2.600808340618585,-3.9850376674855106
-2.594140836243807,-3.762782610418235
-2.5930937233393685,-3.75483652260657
-2.5894570333114153,-3.6424752072548388
-2.585586538194526,-3.5152462745385704
-2.5838495535261576,-3.435671168661807
-2.57911991378848,-3.26567345819598
-2.570562102788489,-2.9125492155105404
-2.5687612623096063,-2.83963578719658
-2.562549426826013,-2.583143357416957
-2.5577916064206785,-2.378227791363586
-2.550154160661463,-2.052076467980923
-2.5480702660298684,-1.9434766195905535
-2.5476130581583227,-1.9335407681756434
-2.5427934186534347,-1.7197990936680756
-2.54039165302272,-1.6296400275904614
-2.536403206290312,-1.460545181478613
-2.535984440910875,-1.4254020512238288
-2.535199898872669,-1.4062380211961891
-2.525155730314475,-0.9966863561074768
-2.51084415365519,-0.47702506832343133
-2.5052526534743684,-0.30242806802222505
-2.5029530228021883,-0.24864857550956707
-2.502373891612085,-0.23663166966965546
-2.498336060121474,-0.131148439549132
-2.4948224310524187,-0.06316365192378837
-2.4691899231395693,0.30626288213186303
-2.468895993640527,0.31458486055152274
-2.4553125120163237,0.3314401525637115
-2.45392971272664,0.3377834318921333
-2.4434678021167615,0.25470289071892854
-2.4431076992392313,0.24662737722515427
-2.4232943224186476,-0.01714828836429768
-2.414104379196056,-0.1835109208963707
-2.3980627099228156,-0.5335686846710359
-2.388362386185336,-0.7240325728321779
-2.385896302788228,-0.7581286014106078
-2.3806506297295145,-0.8585433756823307
-2.378706093647053,-0.9026826794571684
-2.3780178598970334,-0.929212056119499
-2.370878699677972,-1.032453411166447
-2.3704168737704996,-1.0308801831611651
-2.3621341807042624,-1.1770667712736838
-2.359110122873422,-1.2312136872863932
-2.349332738203044,-1.3178153321551702
-2.3491916070316963,-1.3416039661766945
-2.3373437280605014,-1.383649376937391
-2.336779383242134,-1.3915768711729652
-2.3311962451111876,-1.384089566108457
-2.3262870198720247,-1.4082099366679568
-2.3250939436774694,-1.3912968731663318
-2.32475818640654,-1.404144713637336
-2.3129327239306834,-1.3074395362142561
-2.309298955718342,-1.2898336768585683
-2.308014498815461,-1.2954723448973582
-2.2938863067803794,-1.1167094261565143
-2.2927454602870068,-1.096159296661699
-2.2845334864955937,-0.9671903646711358
-2.272343261287974,-0.7359680615351604
-2.2677199717618635,-0.6424069096812034
-2.264313773868485,-0.58401514710849
-2.2533942652054404,-0.3632965547807792
-2.2375151624643284,-0.05559066430547828
-2.2373282342358434,-0.059853779818023645
-2.236574755289219,-0.058987889934011654
-2.214747602627525,0.2846810805109751
-2.208942864798402,0.3270048798859455
-2.2070225024757626,0.35335310627294597
-2.2070156994142667,0.35338404115340993
-2.1846927507702714,0.46784327355735156
-2.18129506674447,0.4532280773167923
-2.1618586595024247,0.33536285247506553
-2.1373736693843726,0.06117384176618458
-2.128094947412812,-0.07340041078913652
-2.117983717786649,-0.2291635805076167
-2.116003752274308,-0.2863671108738296
-2.1082114259524065,-0.3978631373715593
