n_harmonics,base_freq,magnitudes,instruments
9,4.23973349108447,"[-0.40567888 -1.09475059 -0.13135766 -0.41533244 -0.87530953 -0.64872299
  0.44174966 -0.39872211  1.37586833]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9952490847750406,0.495476026568971
-2.9896726844771733,0.44987414018252636
-2.9891336025008743,0.4390687852532055
-2.982604501789888,0.4118211750759054
-2.980495342252511,0.4218320322717392
-2.9782417680904105,0.4295868063181347
-2.9674940246084547,0.5376952451870112
-2.9652099410116484,0.5790610316174889
-2.9643872355904994,0.5967554242825015
-2.959729381070085,0.7153030766398982
-2.9583366658377206,0.7406744545737021
-2.958302503873956,0.747573764044307
-2.946421253395947,1.150136004196679
-2.9375895591544414,1.5199767828379738
-2.931709783451394,1.7823287575024076
-2.9304055540565175,1.852564104173933
-2.9294736625382995,1.879821301540635
-2.924909571261141,2.0847063716158023
-2.9197700836092606,2.300585607612078
-2.911504444566165,2.6274691238413843
-2.907793289414014,2.747827557171302
-2.90678160679505,2.7738048002439055
-2.9033114897964656,2.863438838293869
-2.8886305148075904,3.054781684391924
-2.8840213212239045,3.0178595051865056
-2.882778850997113,3.0051185694134546
-2.879001969645522,2.9581385726811664
-2.8767272632677745,2.912547642151314
-2.8736046081999245,2.844717244962751
-2.8692269166540765,2.7152644148269847
-2.8616311093671816,2.4146274036238493
-2.8546583806598718,2.099311081434304
-2.8475333065185557,1.7299377858514031
-2.8474747105763556,1.732522532127655
-2.832980571174284,0.9631737236586366
-2.8045310051925116,-0.040989777760708515
-2.792999107153831,-0.09816744930624537
-2.791622409726318,-0.09049999863389087
-2.7744716091498747,0.2335758701715155
-2.7741664721860255,0.24662732240797494
-2.7730333390656714,0.2862333178549296
-2.7704067953982334,0.36371149542214803
-2.750409449761818,1.075059646257465
-2.7495029061245773,1.1021128882435758
-2.7487775447062845,1.1314068173626013
-2.7430082700647214,1.3030795320884871
-2.7354379955764685,1.4882445474047943
-2.7326885191945705,1.5382225766402688
-2.7244491780467817,1.6138327731813593
-2.7185165562563753,1.6091381702270284
-2.7140445907586717,1.5679840317225042
-2.7126183537342787,1.5368330501033076
-2.6910006877373336,0.8846933337321373
-2.6896863371825876,0.8363650491982018
-2.6834746259282705,0.5685170602191768
