n_harmonics,base_freq,magnitudes,instruments
10,2.572228112011856,"[ 3.20559248e-01 -9.42932187e-05 -1.11153786e-01 -5.49434502e-01
  5.80304292e-01  1.92384447e+00  1.92148384e-01  1.32236255e+00
  2.07784522e-01 -9.38810498e-01]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9989122159155555,-0.02416230801410106
-2.9796951282934474,-0.945188178607578
-2.967217249891355,-1.6112086762252567
-2.966436930862389,-1.6453887343028233
-2.961630007662186,-1.8973994183696101
-2.9608534541610068,-1.9461124233991827
-2.9524840870387425,-2.3903406292064777
-2.951641333937425,-2.414128299675807
-2.947983986822675,-2.6193392854945614
-2.9381270285727332,-3.082393929201478
-2.9372346012935147,-3.1181444046785325
-2.926952061721677,-3.612565083740162
-2.922038325368984,-3.7532175208951863
-2.9183518821547816,-3.8936162820287143
-2.9183513823745626,-3.8605916571103127
-2.9139036071208615,-4.009848956819153
-2.9128555231428517,-4.040805647963362
-2.9045265636084663,-4.208364043144185
-2.9020620818514082,-4.290706729365426
-2.9010744802106085,-4.2789190206556205
-2.8937081413397294,-4.369827476225579
-2.890935132900678,-4.376744585860156
-2.889991283481601,-4.377513682592906
-2.884901966461387,-4.396752754937528
-2.88291986590629,-4.390659791551422
-2.8811083398926005,-4.358449478294476
-2.879096116343884,-4.331853260393128
-2.8506840100222464,-3.6783693255826524
-2.8474322622960733,-3.565983396049529
-2.845950791648704,-3.480341877884505
-2.8372598728397156,-3.1255257950960567
-2.8097484291143715,-1.7507891390081474
-2.803194952955936,-1.403667384007303
-2.8013239727121864,-1.2892362223953215
-2.7989781980192765,-1.150914421666772
-2.7978183428777736,-1.095974789185368
-2.7904459965915684,-0.7455527635052881
-2.756688770199622,0.6584094613806293
-2.7564225469667027,0.6249753259328157
-2.7561788829529714,0.6470554346775642
-2.7524630418702714,0.74703571763527
-2.751151048094772,0.7830698422617155
-2.7462182091546383,0.9334009492623737
-2.7437622529495775,0.9661218044290281
-2.742304377287711,1.02744754405348
-2.740126422225754,1.0305773962880607
-2.7282717466744444,1.2171191974543145
-2.7212685254473987,1.2901424591550956
-2.7189462850402313,1.2994114535580061
-2.704480743635691,1.3393065607372925
-2.692244861665384,1.3095292193068828
-2.6918562973047973,1.3204420085552808
-2.691470183070348,1.2920441351157348
-2.6849023046823213,1.3102066690111125
-2.6673837237659006,1.180661598143455
-2.6664016972743276,1.167755827219643
-2.654280849857783,1.1165567430778571
-2.653662476973211,1.121439519097967
-2.6466637643912487,1.0968941078529253
-2.635298118945812,1.1189053197036265
-2.632978722673667,1.0730083693849992
-2.6285613439568056,1.1083282538218444
-2.626643574668397,1.1117509088120112
-2.619685097822834,1.1509070885579806
-2.610918753685034,1.1974045070569728
-2.6079170576527577,1.207298179648184
-2.604867505242628,1.231090310615845
-2.589400564221136,1.3859946800384368
-2.5826577088800646,1.4657992263962893
-2.5801267392020044,1.4686348723773526
-2.571895928676852,1.5400353907639086
-2.5662536132683047,1.5981113186869043
-2.5624880071385356,1.619648226408829
-2.5593088326692786,1.6480149347636264
-2.551763408654839,1.6744630726907976
-2.5500431531956385,1.7145088178864667
-2.540849400595283,1.7025730106002526
-2.52678308990218,1.6746756413476465
-2.514087268378156,1.5461527972181432
-2.5138811474032874,1.531934896385362
-2.506969401470906,1.4650322812440446
-2.506212724795371,1.4115344756267962
-2.4999775587122732,1.336635835431123
-2.4969765924217313,1.270623261408506
-2.4915511893263593,1.1628393411500224
-2.4781693972397902,0.8788704362734553
-2.4746245770891684,0.7833725995736892
-2.466746088424313,0.5910469728486848
-2.464889015150246,0.5675719271743437
-2.4562990618770506,0.3485198260099397
-2.4499114505402253,0.1690508205037707
-2.4432792814189006,0.011639282507074203
-2.438350061118814,-0.09482739692695255
-2.4343693378802733,-0.1723088038976917
-2.4179423682145975,-0.4841392462926266
-2.41361185014925,-0.5305783809733898
-2.4096800051509613,-0.5969534235566754
-2.3933650467520504,-0.7416074202800762
-2.3888541362392797,-0.7601748980023098
-2.3850153144965307,-0.7858143709540922
-2.379751613743646,-0.8017973617633337
-2.35002879390753,-0.8296930211775366
-2.3435485325764653,-0.8221585471712229
-2.3388791812477288,-0.8132488177302949
-2.327245360685688,-0.8480165586521098
-2.3271030711820955,-0.8744778179590006
-2.3266340137475225,-0.8251164807477079
-2.323407419035095,-0.8621542599354026
-2.3218779146045954,-0.8721482299177387
-2.317974463265235,-0.8784626034922159
-2.312941169881781,-0.9270158826580585
-2.304641988914094,-1.0141137806054816
-2.2985375506616146,-1.0871013077392762
-2.289184743959401,-1.2543117992170805
