n_harmonics,base_freq,magnitudes,instruments
9,3.4664357841005096,"[ 0.34762935 -0.09506555  0.41687334  1.58334267  0.15331555  0.24268737
 -1.66991242  0.27990323 -1.68542343]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.993541020829023,-3.263305651162119
-2.9891341088926797,-3.0010883844390315
-2.985544961528756,-2.7037027541555547
-2.9738232324691003,-2.066038125919472
-2.969975603945966,-1.8938068898680014
-2.9689078883418585,-1.784569491478678
-2.9676442439994464,-1.779437432643701
-2.9648096061491938,-1.6355236644723292
-2.951810488655637,-1.1563877892584542
-2.9480393080654625,-1.1149162394965522
-2.9425426158489114,-1.0220743700299288
-2.9332718549092167,-1.0237260419440466
-2.9220315805530577,-1.2422809185738015
-2.9146151620863985,-1.4996423732136455
-2.9134288991821853,-1.504877155622965
-2.908887378977185,-1.6793173870745761
-2.904891012081121,-1.8636555298699469
-2.8926495178657614,-2.4399162400278778
-2.888661817571803,-2.678837666247949
-2.8872625966461483,-2.7240511712591395
-2.88703804399894,-2.729190971066296
-2.8860182399186693,-2.827464949530777
-2.8785893723342832,-3.1801614823941873
-2.8712954038424074,-3.5199338785858405
-2.8695232263621184,-3.61236194852413
-2.8695111300921363,-3.613339292845692
-2.86883981473685,-3.6104470370385626
-2.8681152491011375,-3.6411726067714016
-2.8679767256474613,-3.6912256551340854
-2.867646236856346,-3.6761778697151444
-2.858255268047606,-4.050541211784897
-2.8577004504971693,-4.057700791718505
-2.830475989412232,-4.387669358015008
-2.821831359664405,-4.232635860683217
-2.817941200158607,-4.138113091449132
-2.8177647383328237,-4.143594054659852
-2.813580518593783,-3.975202467068382
-2.812129295586603,-3.953150323559305
-2.793182395374938,-3.05118344132492
-2.784716747502716,-2.5745633925811426
-2.781332294566065,-2.376630658415704
-2.7721061144495547,-1.8134175462806275
-2.771869458562639,-1.7690180723697106
-2.7695371483902687,-1.6977399024625526
-2.7398882229385992,-0.05714296475636246
-2.7372205667170606,0.060740353986877355
-2.730446188971894,0.3145839768618697
-2.72639184154363,0.41785149211521394
-2.721893954914857,0.5970028849201379
-2.7029477850433725,0.9659018081720697
-2.698738720317754,1.037550866217668
-2.694189424078453,1.0497262173402921
-2.691289455746688,1.0643100834914643
-2.685654577099782,1.0916325913852871
-2.6796041387858027,1.0727573832138357
-2.6789646688062403,1.1097335474344483
-2.6643936396363133,1.0471978225760497
-2.651833093722055,0.9935048328951213
-2.633755406270582,0.9657969525107849
-2.609348573803029,1.0116341084594889
-2.6041076671851107,1.0003071594953694
-2.5981392435759085,1.041209769109616
-2.5973642333763216,1.0467236180235981
-2.5842267108666284,1.0591982752765128
-2.5841650628774935,1.0355922868349128
-2.5838169822854264,1.0243850482546064
-2.57850836838242,1.0439127767255305
-2.5725348907605614,1.0744303745044583
-2.571000244819981,1.063453293117569
-2.5671931061706568,1.0175776477466434
-2.559173887419158,1.0055084690582379
-2.5575312100841376,0.9843810865708853
-2.534517836202709,0.7280318060916279
-2.5284989253069488,0.6346039102426915
-2.5222381786259236,0.5136742248397719
-2.509583585442959,0.2784735032312505
-2.509358649790789,0.30751506060078204
-2.504139924994446,0.2118111792724856
-2.4997827617590698,0.0900914042354245
-2.4991782292763034,0.1409303577412158
-2.4854692311196778,0.016002196087894896
-2.474657622115201,-0.08978680137503721
-2.470435734982222,-0.09759525159632969
-2.467825133420015,-0.0760585882187369
-2.455437608762561,-0.03444843192318025
-2.4525358854690866,0.02565822360076071
-2.45230130647895,-0.014253793514892168
-2.4460071340615714,0.09768795365293205
-2.440185786852086,0.20913834803218068
-2.436959838858071,0.2588648287124887
-2.423895520251774,0.5556066805217084
-2.4174956137072394,0.7246648010669553
-2.4090175786597436,0.9578052527739376
-2.394185428480238,1.3164182947964558
-2.3921419059951567,1.3462534403522268
-2.3904492813629235,1.3700512601815662
-2.378595294558299,1.6476788173470296
-2.370067660188737,1.7319309762630541
-2.3692053505431048,1.7173185838762073
-2.3690488600905604,1.7255330225772794
-2.365946308845677,1.7588489454821625
-2.358261822688727,1.7938438017409288
-2.3535084065617564,1.75794122712244
-2.3519484855245594,1.7422542660960252
-2.350955590915591,1.744926124267115
-2.350106360976747,1.7954176424864186
-2.34735423842388,1.7395802542920036
-2.344869538262383,1.7158453073565614
-2.332260352621369,1.5066985992183735
-2.33046761016613,1.5232940319764918
-2.330443174929366,1.4770225105937842
-2.3152567046670467,1.197554365843045
-2.3071864332209504,0.9065303829407212
-2.3057844923584603,0.888159528873309
-2.3023331953498745,0.8203354489775132
-2.2864388561644295,0.4380592473913715
-2.2860029940895963,0.37292125889372035
-2.2802134546264203,0.22753423244203472
-2.2775744484071287,0.2326827434097953
