n_harmonics,base_freq,magnitudes,instruments
8,2.1770495907003586,"[ 0.02028139 -0.27687214 -0.97251331 -0.19750648  0.03381928  0.53987654
 -0.89368557 -0.40153948]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9988601913149924,-3.4115766990742964
-2.9970560105016038,-3.342475233993415
-2.9951442984186842,-3.301918027802126
-2.992943529786847,-3.2779423964874224
-2.9849865091476078,-3.1324324269333736
-2.9710097231537276,-2.8087241955563056
-2.9548250359107415,-2.4382982776589066
-2.954495109642548,-2.393950386351444
-2.9459909256706505,-2.1552279086854123
-2.9456241954130613,-2.172396673528199
-2.940913709372727,-2.0290450045571555
-2.935007908020463,-1.920159174277941
-2.933954913171034,-1.8669609337386008
-2.926055609797804,-1.6906969042884115
-2.9247868198080083,-1.6802381031835412
-2.9232922862122166,-1.628779332747801
-2.9158798107392823,-1.462908844072319
-2.915477594490958,-1.456228077480358
-2.910767290198799,-1.395856417390499
-2.909442841832224,-1.331007516194746
-2.9001368355612227,-1.2123374637164348
-2.899978249532386,-1.1800668161854155
-2.8998560265945295,-1.1490337606339116
-2.8975048083645585,-1.1184699146559505
-2.8962834312529875,-1.092772278746742
-2.8928218945555337,-0.9908212579133
-2.8918879721426274,-1.0390011210354961
-2.8818415139734608,-0.9119797183600686
-2.878109450772155,-0.8632790607995656
-2.8768245057414186,-0.84341383569687
-2.845610212746608,-0.7073456176453005
-2.844961732495772,-0.7134441193112745
-2.838894478719186,-0.7594001112740084
-2.8292780097952677,-0.7611013198610083
-2.8186198076811366,-0.8572745244601194
-2.810659549146744,-0.94209994994591
-2.809401993785616,-0.9484999284224301
-2.809388438388269,-0.9608456364893632
-2.808136355551655,-0.9631949417532387
-2.8060122492957706,-1.0285305263681384
-2.799875794879191,-1.1016169536206921
-2.7993487019350507,-1.105436921638124
-2.798087572099103,-1.077874972751733
-2.790553385533629,-1.203674148138148
-2.7877572533245063,-1.2425286912040463
-2.7862623680067973,-1.2542045841657599
-2.7854805675439005,-1.2504479827647719
-2.77883601383947,-1.3745363620180826
-2.771339080578715,-1.5121787326172185
-2.7670312362621,-1.5258252015039289
-2.765143048175365,-1.5835184478594644
-2.763964228819713,-1.582848031052661
-2.7455748594091327,-1.8304883888955397
-2.734286630724915,-1.9571873700339912
-2.723152425602361,-2.03606539559633
-2.7158940127020372,-2.054967254291708
-2.7065055287655913,-2.0624435558292937
-2.7007697548516854,-2.087029495826656
-2.697730571114171,-2.0782101599098106
-2.6943056907239744,-2.044408332199333
-2.691259391101948,-2.016892247720698
-2.688521928085353,-1.983533589682599
-2.6844893396437537,-1.9800757207168138
-2.682508828059259,-1.930483752124363
-2.6723350328538773,-1.8420271077016244
-2.663266591070718,-1.7131923730763414
-2.6615015501692763,-1.6677441321933923
-2.659887627693113,-1.635740830166537
-2.6507909125184943,-1.4335819242651022
-2.6467851602497743,-1.3595770059201553
-2.645775199284591,-1.3146565268408525
-2.644784614223521,-1.2826676533466959
-2.642186993060143,-1.2125156301415558
-2.6371498418341472,-1.0850223798770555
-2.620528383034703,-0.5981129917250706
-2.615978147644492,-0.4740002221532566
-2.602975532744381,-0.06557445652734449
-2.602680364364798,0.0054568683854920585
-2.5971722295564903,0.1542015705926916
-2.592661658335165,0.3372417069849899
-2.590837270483873,0.3877959574706505
-2.586745186167787,0.5223262395730726
