n_harmonics,base_freq,magnitudes,instruments
7,1.8626396899187,"[-0.77901397  0.05296568  1.11048589  0.1375199   1.09499841 -1.37691276
 -0.05944194]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.993567635488528,-1.7236690766127623
-2.972061392710552,-1.8486759077821617
-2.9709919849677893,-1.8357699772979663
-2.9696354539205494,-1.8434060782653283
-2.9693629468542975,-1.840819089281321
-2.9638598099310327,-1.8778294707437455
-2.9626980873380706,-1.8456945954534814
-2.9510173320299957,-1.848123858378116
-2.9477324197088937,-1.8578322623286303
-2.9467292958594875,-1.8578692560838876
-2.9445156726821224,-1.8464060267628661
-2.943759914597499,-1.8280302333505816
-2.9335636185796723,-1.801761064263624
-2.9294283042007723,-1.821437624841401
-2.925995743190401,-1.8154665963582977
-2.924929212227071,-1.7512379443180275
-2.924115133572018,-1.800694817370803
-2.918299567523491,-1.7343207325804797
-2.9169096502028453,-1.7540105408179276
-2.915299477670258,-1.7131199664616836
-2.911104325317271,-1.6784743572426184
-2.905303865390484,-1.660260604585738
-2.9033353745569337,-1.6625066465526164
-2.8988382571733418,-1.650023303733631
-2.8973065282384196,-1.6417397832044383
-2.895581242768907,-1.6074620361011198
-2.8930148438665686,-1.5990001010382258
-2.8905142443435827,-1.5297013016312415
-2.8804204814110097,-1.4766921512318876
-2.87628985369886,-1.4358844158935313
-2.870351957456227,-1.3964024262182717
-2.867223267011185,-1.385114752104275
-2.857896084771202,-1.2877373613370076
-2.8570548979853214,-1.2844486359627054
-2.8524271297025954,-1.2390531845032449
-2.851927791749353,-1.2507269704084611
-2.8394121094257416,-1.1504594682209308
-2.838928419684282,-1.133362181416086
-2.8380898368042895,-1.1286569584646746
-2.8291087228930154,-1.054856133163551
-2.8291078492701542,-1.0537159567003789
-2.8280278179164524,-1.0564420362993605
-2.8077446312651757,-0.946074188238632
-2.793461583128515,-0.8871760954898532
-2.788156219434865,-0.8615593343183834
-2.787723408558631,-0.852669528351645
-2.786108216601405,-0.8604863409016643
-2.782071922105337,-0.8301488909551412
-2.781418387090709,-0.8319764605231461
-2.7778458482931274,-0.8397721761511578
-2.774242174967708,-0.8068883713472741
-2.772984494479995,-0.8198340531651628
-2.751059933143263,-0.8104719752378831
-2.7491221861764874,-0.8080152275239219
-2.744797912983728,-0.861719232796458
-2.7434943741119326,-0.8750376412945902
-2.735449841881267,-0.881995034772066
-2.7075554278840883,-1.024193515758723
-2.705490776329184,-1.0599316914971602
-2.700056956066847,-1.0794451737189417
-2.698450490643091,-1.063613042213137
-2.687896505182626,-1.191648804842115
-2.6861623044419156,-1.2306847498633744
-2.6860077302695062,-1.1875404100322864
-2.67799566690947,-1.2836689405518662
-2.6633618087937876,-1.3930687884956596
-2.652633706686661,-1.5198016982851146
-2.649197158115326,-1.5132292247279469
-2.64287928840928,-1.6035241366364217
-2.6425389500919185,-1.5987540017226476
-2.640354709021823,-1.6075511688048891
-2.619242320208585,-1.8093904485757866
-2.6083262700721885,-1.887673475036296
-2.606762577894828,-1.8670439993892372
-2.5968214125361007,-1.9957923418477006
-2.5950100027987153,-1.9614383679839726
-2.5901483121777322,-1.9738360276822746
-2.589531878819516,-2.0266697930685407
-2.586109752603094,-2.022998488890611
-2.5804239601127708,-2.0156727971232775
-2.5727037603867604,-2.0614335950729314
-2.5662876103110777,-2.0737716199530287
-2.5648219739266684,-2.084019329512033
-2.5567855797777064,-2.1029095645513736
-2.555876419052063,-2.074607160063631
-2.550116246997489,-2.081040763896945
-2.533121815784218,-2.04928071179522
-2.5271185111091543,-2.0556098845746367
-2.5269044548902917,-2.041573463766752
-2.521864752289704,-2.000233721674576
-2.5183976381689073,-1.9871593539621422
-2.5084336837062584,-1.9076738883133275
-2.5022127368235054,-1.8658577563900645
-2.48627352702354,-1.7356855192247367
-2.4858475441078993,-1.7181803046047444
-2.4851088969994586,-1.7114350779615333
-2.4794851794677415,-1.6459746252151946
-2.4765403437193103,-1.5910801242022046
-2.4647450276776466,-1.4528444674933139
-2.451416582411848,-1.2435699342038948
-2.441759961445334,-1.0820008517238007
-2.4388435235535235,-1.0374954221339694
-2.4386232325389487,-1.0543344096222622
-2.428450460023692,-0.8669542349608284
-2.420694702849455,-0.7124885678083137
-2.419838442463282,-0.6987739032716482
-2.4182774911245666,-0.6796174744401267
-2.4164638070233204,-0.6442218652001038
-2.405716998113688,-0.47848387888165156
-2.394145676325484,-0.24947351825555808
-2.381112785527423,0.020689689211792702
-2.3811125750212265,-0.005004899941041842
-2.3757341017063647,0.08375762178776244
-2.3668275217464196,0.2747626079936639
-2.3629428527943137,0.32078000881925806
-2.3612718820518603,0.35121692317022773
-2.3581145639498295,0.4054814667017409
-2.3554951719744315,0.46671287630162545
-2.3487755260023597,0.5832375897926887
-2.335693505597411,0.8141494151459598
-2.333220234750939,0.8612993453025451
-2.3240908966436074,1.000043482304993
-2.319562220834022,1.095687781284437
-2.3190050769592183,1.056736315858005
-2.314273553192928,1.1533271040193693
-2.309717036975295,1.2156724925018905
-2.2965789924256237,1.375230710624649
-2.2941563162029093,1.4090084388763833
-2.28817168477319,1.4805028505169364
-2.2809967304855174,1.558337126464111
-2.280550568071477,1.5681437531790678
-2.2774270446601674,1.6059118050356866
-2.2663378993965075,1.67945981827739
-2.256814039080811,1.7477294019007519
-2.24780457265528,1.8075500435060576
-2.244785549884831,1.8550982145084338
-2.2437708095004365,1.849126283216061
-2.2395375487545115,1.8707634573986376
-2.2356307896373258,1.8895862594801494
-2.222886926768024,1.944491890042514
-2.2063697571562457,2.0001341365083696
-2.199605216393545,2.038152445692885
-2.184707425625475,2.0377729326058467
-2.1812471359212378,2.049109116517588
-2.17988602935183,2.0551078208026925
