n_harmonics,base_freq,magnitudes,instruments
8,2.5891989757698424,"[-0.67239816 -0.51928781  0.57659272  0.44832779 -1.84082232  0.11881768
  0.72543111 -1.5882787 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9980864357166537,1.8166785155763079
-2.9964800533754126,1.826214361413469
-2.9951050407387285,1.8322516145926866
-2.986699006088923,1.8431673497235732
-2.9761504871768034,1.8075199803272743
-2.969005436862475,1.7563409842135485
-2.9476035703242127,1.4797535556485282
-2.9475022035189484,1.4762687287877916
-2.9287694899554118,1.1366444515441185
-2.9278517590784503,1.1211796665157232
-2.923807491031231,1.0396956486188729
-2.9195046632567503,0.9530616072221404
-2.909992156048922,0.7614790811420049
-2.9011708989701237,0.5902112114393651
-2.8970184133169186,0.5131396970851269
-2.892902416796341,0.4395308965801361
-2.8897722474914147,0.3866764154193684
-2.8871175848554382,0.34173249749943235
-2.8864096761085416,0.3314938924150398
-2.884214942826829,0.296518773157299
-2.871486383949671,0.1201583823426999
-2.8540040447735073,-0.040127851156496815
-2.8525423037459525,-0.0492663252821173
-2.846341645211702,-0.07734958221548568
-2.8438844505803034,-0.08550758981038914
-2.8262100604597595,-0.08006882008701556
-2.822527162142551,-0.06368394093251976
-2.816019142082778,-0.03007964397603621
-2.797535108277385,0.1262058453489695
-2.7698232457001257,0.45299396968907224
-2.7685247093415577,0.46931651313834716
-2.7645775800753194,0.5200254170738123
-2.7403327009326235,0.7852361817097923
-2.738063983956696,0.8058827285844715
-2.737865676944116,0.8075392768150714
-2.736099117293076,0.8224268377824729
-2.7304942969034878,0.8657162866564603
-2.7170161328683844,0.9341913224889313
-2.7161298074763023,0.9373304508100481
-2.7125090597860844,0.9460937973206242
-2.6994844848207644,0.9422068722116692
-2.688210555460388,0.8961600987725966
-2.6831426471453987,0.8616209121439024
-2.6713891995558745,0.751677929733952
-2.671018677044808,0.7463887411467345
-2.6583614017118173,0.5819556094814705
-2.6578719098749097,0.5758044027534176
-2.647342985135576,0.4055534888554803
-2.6392190933981947,0.25885470421078305
-2.6378083121810008,0.23252143385444682
-2.6334526281207467,0.15029775688949418
-2.6254898198999914,-0.00995618197397621
-2.6213259468437506,-0.09476840516947231
-2.6194260280834154,-0.13600605538520388
-2.619424679012373,-0.13625003474894024
-2.611222476184003,-0.30953584021746805
-2.6058566502884144,-0.42285284954049207
-2.6042883443596585,-0.45719580013457467
-2.5804511682536044,-0.9500672481206327
-2.5801576841824283,-0.9554110235040444
-2.5764491106224954,-1.0262608917817568
-2.574924308024767,-1.057170404387188
-2.551067586507843,-1.465068690828805
-2.550946440276694,-1.4646705187037197
-2.5475234452931543,-1.5165015321345774
-2.543421276556953,-1.572432472864657
-2.5322654264136237,-1.7120131526910807
-2.5299837643200576,-1.738047562911006
