n_harmonics,base_freq,magnitudes,instruments
7,3.1082758521021443,"[ 1.63179281 -1.62367528  0.20891981  0.63980963 -0.62541766  2.71406206
  1.07655642]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9834096029161365,-1.4158590790787655
-2.9827102466610445,-1.3623370571360762
-2.971681212871143,-1.0582474687073817
-2.966535693086853,-0.9137641750658616
-2.9477353460829585,-0.32361452685166453
-2.946570716322208,-0.27715060621868814
-2.9462090903190847,-0.2741038413983135
-2.945241205511549,-0.23770727841619976
-2.9411623298075513,-0.11733124356071402
-2.927887732881393,0.29317872020735414
-2.8973661207103163,1.0923141533272833
-2.897233720002568,1.088600937846505
-2.894689522953217,1.1426378711890028
-2.894664112887905,1.151195619607097
-2.889805329148577,1.2433928223268071
-2.885555169372593,1.2945280951360552
-2.8784184572603593,1.3837283888250391
-2.8778958216090995,1.4107632382204747
-2.867797936816132,1.4795647136419046
-2.866175880485158,1.4616498268009164
-2.8616797400910823,1.4787019610281564
-2.8591648698371754,1.4834151135200058
-2.856405120725343,1.4665972746034832
-2.848538863915932,1.4222478157595533
-2.8448651895361747,1.369719631878261
-2.8422225180984393,1.3355953532710545
-2.812922357199036,0.7058520550733286
-2.812914421123313,0.7133559389794448
-2.8116525620557224,0.6710069551417771
-2.8079956152258814,0.5735077698941005
-2.7931188998361938,0.08493664804195393
-2.7778843032679426,-0.47334178852455144
-2.759316840079019,-1.1379057264056125
-2.7458525423635862,-1.5376091468796669
-2.7448337368412807,-1.5792925898149979
-2.73436509078653,-1.8354735666051418
-2.734082522719098,-1.8457575064498728
-2.733276735240074,-1.858602261446126
-2.7317598470389033,-1.8966739090785734
-2.730650208964491,-1.9261598091027887
-2.7284460984648833,-1.9696592706732912
-2.7278662477730418,-1.9536228889738592
-2.7242571515886453,-2.0284690765835953
-2.7211668252081305,-2.0760844593735968
